date,step,nav,cash,cash_pct,daily_return,reward,vol_30d,mdd_30d
2015-09-11T00:00:00.000000000,1,999.0502,492066.03,0.0493,-0.000950,-0.090235,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,1010.3875,508520.51,0.0503,0.011348,1.078071,0.000000,0.000000
2015-09-15T00:00:00.000000000,3,1009.8100,507812.14,0.0503,-0.000572,-0.054299,0.000000,0.000000
2015-09-16T00:00:00.000000000,4,1012.8721,509199.78,0.0503,0.003032,0.288072,0.000000,0.000000
2015-09-18T00:00:00.000000000,5,1010.1157,508087.15,0.0503,-0.002721,-0.258533,0.005021,0.002721
2015-09-21T00:00:00.000000000,6,1015.6253,511209.84,0.0503,0.005454,0.518171,0.004758,0.002721
2015-09-22T00:00:00.000000000,7,1018.1139,514385.55,0.0505,0.002450,0.232782,0.004406,0.002721
2015-09-23T00:00:00.000000000,8,1025.3897,515313.16,0.0503,0.007146,0.678907,0.004389,0.002721
2015-09-24T00:00:00.000000000,9,989.8116,498442.05,0.0504,-0.034697,-3.296231,0.012593,0.034697
2015-09-28T00:00:00.000000000,10,1002.7449,505059.54,0.0504,0.013066,1.241306,0.012676,0.034697
2015-09-29T00:00:00.000000000,11,1003.6863,503780.54,0.0502,0.000939,0.089194,0.012087,0.034697
2015-09-30T00:00:00.000000000,12,983.1014,494649.31,0.0503,-0.020509,-1.948385,0.012936,0.041241
2015-10-01T00:00:00.000000000,13,1008.4557,507887.54,0.0504,0.025790,2.450057,0.014378,0.041241
2015-10-05T00:00:00.000000000,14,1024.9937,515021.48,0.0502,0.016399,1.557940,0.014429,0.041241
2015-10-06T00:00:00.000000000,15,1027.5350,516139.26,0.0502,0.002479,0.235531,0.013940,0.041241
2015-10-07T00:00:00.000000000,16,1040.7590,523586.26,0.0503,0.012870,1.222615,0.013756,0.041241
2015-10-08T00:00:00.000000000,17,1034.1035,519890.06,0.0503,-0.006395,-0.607512,0.013512,0.041241
2015-10-09T00:00:00.000000000,18,1039.1518,522623.54,0.0503,0.004882,0.463776,0.013147,0.041241
2015-10-12T00:00:00.000000000,19,1042.0572,523600.76,0.0502,0.002796,0.265609,0.012797,0.041241
2015-10-13T00:00:00.000000000,20,1044.5361,526293.88,0.0504,0.002379,0.225999,0.012473,0.041241
2015-10-14T00:00:00.000000000,21,1035.6860,519733.10,0.0502,-0.008473,-0.804913,0.012385,0.041241
2015-10-15T00:00:00.000000000,22,1039.0435,522859.34,0.0503,0.003242,0.307968,0.012104,0.041241
2015-10-16T00:00:00.000000000,23,1036.1960,522041.77,0.0504,-0.002741,-0.260349,0.011875,0.041241
2015-10-19T00:00:00.000000000,24,1033.7831,520545.09,0.0504,-0.002329,-0.221213,0.011651,0.041241
2015-10-20T00:00:00.000000000,25,1045.9883,526133.34,0.0503,0.011806,1.121600,0.011595,0.041241
2015-10-21T00:00:00.000000000,26,1053.1606,528702.34,0.0502,0.006857,0.651412,0.011410,0.041241
2015-10-23T00:00:00.000000000,27,1047.3059,527553.75,0.0504,-0.005559,-0.528123,0.011289,0.041241
2015-10-26T00:00:00.000000000,28,1056.4567,533006.80,0.0505,0.008737,0.830059,0.011160,0.041241
2015-10-27T00:00:00.000000000,29,1051.0961,1526033.39,0.1452,-0.005074,-0.482037,0.011043,0.041241
2015-10-28T00:00:00.000000000,30,1037.6697,521006.63,0.0502,-0.012774,-1.213508,0.011167,0.041241
2015-10-29T00:00:00.000000000,31,1037.0558,522305.52,0.0504,-0.000592,-0.056199,0.011165,0.041241
