date,step,ticker,action,shares,buy_shares,sell_shares,price,value,commission,avg_cost_before,avg_cost_after,realized_pnl,position_after
2015-07-06T00:00:00.000000000,0,ADANIPORTS,BUY,2997,2997,0,316.95,949899.19,949.90,0.0000,317.2670,0.00,2997
2015-07-06T00:00:00.000000000,0,ADANIPOWER,BUY,165822,165822,0,5.73,950160.06,950.16,0.0000,5.7357,0.00,165822
2015-07-06T00:00:00.000000000,0,BAJAJ-AUTO,BUY,369,369,0,2572.00,949068.00,949.07,0.0000,2574.5720,0.00,369
2015-07-06T00:00:00.000000000,0,BANKBARODA,BUY,6418,6418,0,148.00,949864.00,949.86,0.0000,148.1480,0.00,6418
2015-07-06T00:00:00.000000000,0,CANBK,BUY,17380,17380,0,54.66,950046.36,950.05,0.0000,54.7179,0.00,17380
2015-07-06T00:00:00.000000000,0,HINDALCO,BUY,8780,8780,0,108.20,949995.97,950.00,0.0000,108.3082,0.00,8780
2015-07-06T00:00:00.000000000,0,ICICIBANK,BUY,3380,3380,0,281.00,949780.00,949.78,0.0000,281.2810,0.00,3380
2015-07-06T00:00:00.000000000,0,PFC,BUY,12019,12019,0,79.03,949876.78,949.88,0.0000,79.1103,0.00,12019
2015-07-06T00:00:00.000000000,0,PNB,BUY,8985,8985,0,105.73,949995.25,950.00,0.0000,105.8370,0.00,8985
2015-07-06T00:00:00.000000000,0,TECHM,BUY,2698,2698,0,352.05,949830.87,949.83,0.0000,352.4020,0.00,2698
2015-07-07T00:00:00.000000000,1,ADANIPORTS,BUY,14,14,0,321.80,4505.20,4.51,317.2670,317.2895,0.00,3011
2015-07-07T00:00:00.000000000,1,ADANIPOWER,SELL,-5085,0,5085,6.03,-30662.55,30.66,5.7357,5.7357,1465.70,160737
2015-07-07T00:00:00.000000000,1,BAJAJ-AUTO,BUY,3,3,0,2602.00,7806.00,7.81,2574.5720,2574.8142,0.00,372
2015-07-07T00:00:00.000000000,1,BANKBARODA,SELL,-89,0,89,153.15,-13630.35,13.63,148.1480,148.1480,431.55,6329
2015-07-07T00:00:00.000000000,1,CANBK,SELL,-491,0,491,57.39,-28176.84,28.18,54.7179,54.7179,1282.19,16889
2015-07-07T00:00:00.000000000,1,HINDALCO,BUY,120,120,0,108.90,13068.00,13.07,108.3082,108.3176,0.00,8900
2015-07-07T00:00:00.000000000,1,ICICIBANK,BUY,15,15,0,285.45,4281.82,4.28,281.2810,281.3007,0.00,3395
2015-07-07T00:00:00.000000000,1,PFC,BUY,199,199,0,79.31,15783.19,15.78,79.1103,79.1149,0.00,12218
2015-07-07T00:00:00.000000000,1,PNB,SELL,-12,0,12,108.00,-1296.00,1.30,105.8370,105.8370,24.66,8973
2015-07-07T00:00:00.000000000,1,TECHM,BUY,24,24,0,356.00,8544.00,8.54,352.4020,352.4369,0.00,2722
2015-07-08T00:00:00.000000000,2,ADANIPORTS,SELL,-98,0,98,329.40,-32281.20,32.28,317.2895,317.2895,1154.54,2913
2015-07-08T00:00:00.000000000,2,ADANIPOWER,SELL,-2053,0,2053,6.05,-12420.65,12.42,5.7357,5.7357,632.78,158684
2015-07-08T00:00:00.000000000,2,BAJAJ-AUTO,SELL,-2,0,2,2589.05,-5178.10,5.18,2574.8142,2574.8142,23.29,370
2015-07-08T00:00:00.000000000,2,BANKBARODA,SELL,-9,0,9,151.90,-1367.10,1.37,148.1480,148.1480,32.40,6320
2015-07-08T00:00:00.000000000,2,CANBK,BUY,329,329,0,55.74,18339.40,18.34,54.7179,54.7385,0.00,17218
2015-07-08T00:00:00.000000000,2,HINDALCO,BUY,199,199,0,105.50,20994.50,20.99,108.3176,108.2583,0.00,9099
2015-07-08T00:00:00.000000000,2,ICICIBANK,BUY,29,29,0,280.36,8130.55,8.13,281.3007,281.2951,0.00,3424
2015-07-08T00:00:00.000000000,2,PFC,BUY,133,133,0,77.68,10331.61,10.33,79.1149,79.1003,0.00,12351
