time,open,high,low,close,Volume
2014-12-09,275.04999,279.85001,266.04999,269.20001,1934181
2014-12-10,269.0,277.60001,268.35001,275.25,1964268
2014-12-11,273.60001,282.5,270.25,278.10001,3450618
2014-12-12,279.75,287.45001,275.54999,277.45001,5222845
2014-12-15,275.54999,289.45001,274.5,288.04999,2084321
2014-12-16,286.79999,286.79999,272.0,274.5,1933499
2014-12-17,273.64999,278.14999,267.54999,273.75,2231001
2014-12-18,278.0,291.0,277.64999,289.95001,3335626
2014-12-19,292.0,293.70001,286.10001,289.89999,3204495
2014-12-22,290.60001,292.95001,285.10001,290.29999,1909478
2014-12-23,291.54999,295.89999,287.0,288.14999,2092865
2014-12-24,287.89999,287.89999,282.0,283.04999,2631645
2014-12-26,284.39999,290.0,283.29999,289.20001,1208404
2014-12-29,291.45001,294.5,287.95001,293.10001,1377996
2014-12-30,293.79999,317.10001,293.79999,316.0,8904689
2014-12-31,316.79999,321.29999,311.39999,319.04999,3559436
2015-01-01,319.0,322.5,316.25,319.54999,1456204
2015-01-02,319.35001,325.79999,318.04999,319.35001,2894058
2015-01-05,320.45001,327.5,319.35001,323.79999,2099786
2015-01-06,321.64999,331.45001,315.60001,321.85001,3672197
2015-01-07,321.95001,328.70001,317.39999,321.10001,2981544
2015-01-08,326.0,337.29999,323.54999,334.54999,2932673
2015-01-09,339.89999,343.10001,327.35001,331.14999,3543488
2015-01-12,332.14999,335.75,325.54999,328.45001,2990475
2015-01-13,330.20001,331.29999,320.75,323.0,2688701
2015-01-14,324.0,333.89999,322.64999,331.25,2272652
2015-01-15,334.0,337.29999,326.25,330.60001,2140699
2015-01-16,329.79999,334.60001,326.0,330.85001,1970666
2015-01-19,332.04999,334.79999,326.60001,328.35001,1362398
2015-01-20,329.0,332.64999,326.85001,330.5,1091657
2015-01-21,330.35001,333.5,326.20001,329.35001,1514648
2015-01-22,329.04999,331.64999,327.0,329.39999,1376133
2015-01-23,332.0,352.75,330.10001,346.89999,7519790
2015-01-27,348.0,349.45001,340.89999,345.14999,2928237
2015-01-28,343.39999,350.0,333.89999,339.25,3391819
2015-01-29,340.64999,348.39999,337.64999,344.14999,4034959
2015-01-30,346.39999,352.0,323.5,341.04999,4373172
2015-02-02,339.5,343.89999,333.0,335.89999,1735161
2015-02-03,336.29999,336.95001,326.04999,327.79999,1537152
2015-02-04,329.45001,333.0,319.25,321.25,2792395
2015-02-05,322.0,322.70001,308.45001,312.20001,2167857
2015-02-06,311.10001,313.95001,298.60001,300.20001,3265593
2015-02-09,296.70001,307.89999,292.5,300.14999,3103409
2015-02-10,298.10001,319.70001,298.10001,317.85001,3921257
2015-02-11,319.89999,328.89999,319.0,326.10001,2148555
2015-02-12,327.70001,338.0,326.79999,336.60001,3539194
2015-02-13,337.70001,344.35001,331.54999,335.35001,2180303
2015-02-16,335.10001,341.70001,329.64999,331.25,2205960
2015-02-18,332.29999,335.79999,330.0,333.79999,1227170
2015-02-19,335.14999,341.0,323.70001,333.85001,2643121
2015-02-20,335.04999,338.04999,326.39999,329.0,1302901
2015-02-23,331.0,332.39999,321.20001,323.39999,1737238
2015-02-24,323.75,336.89999,319.25,334.04999,2330482
2015-02-25,336.0,337.45001,326.85001,328.20001,1467120
2015-02-26,328.10001,332.5,322.5,327.29999,1775811
2015-02-27,329.39999,349.64999,327.79999,346.25,3025639
2015-02-28,349.89999,357.95001,326.29999,330.75,5648235
2015-03-02,334.5,335.60001,325.60001,330.35001,2592113
2015-03-03,332.5,339.04999,332.0,336.54999,2016305
2015-03-04,339.89999,343.29999,330.10001,332.0,1846535
2015-03-05,332.79999,335.39999,327.20001,333.04999,1770268
2015-03-09,331.54999,335.89999,323.5,325.0,1825760
2015-03-10,325.04999,327.89999,314.70001,317.54999,1215285
2015-03-11,318.89999,318.89999,302.20001,307.79999,4828130
2015-03-12,306.54999,312.0,304.0,310.25,3431277
2015-03-13,312.89999,316.29999,305.0,306.25,4356123
2015-03-16,306.70001,314.75,303.04999,313.29999,1629195
2015-03-17,315.29999,320.85001,310.29999,319.54999,5158959
2015-03-18,320.04999,320.95001,312.89999,316.64999,3069180
2015-03-19,316.14999,322.64999,310.5,312.89999,1470026
2015-03-20,312.89999,316.70001,306.5,308.14999,2049167
2015-03-23,308.29999,311.25,302.54999,303.85001,1387396
2015-03-24,304.0,309.0,299.0,307.10001,2447607
2015-03-25,310.14999,315.5,309.20001,314.75,2456872
2015-03-26,313.54999,315.60001,303.0,304.20001,3406327
2015-03-27,307.79999,307.79999,295.39999,305.0,3371344
2015-03-30,306.0,310.0,303.0,308.54999,3039118
2015-03-31,311.0,315.45001,305.04999,308.20001,2590770
2015-04-01,308.45001,312.04999,306.10001,310.95001,1026200
2015-04-06,313.75,323.85001,311.45001,321.25,2039045
2015-04-07,323.0,325.60001,316.64999,323.89999,1913068
2015-04-08,324.29999,325.0,318.0,319.14999,1317175
2015-04-09,319.70001,320.54999,312.0,316.70001,1503986
2015-04-10,316.89999,323.85001,313.5,319.79999,2127407
2015-04-13,320.5,331.64999,319.54999,330.79999,2405161
2015-04-15,330.5,333.60001,324.25,325.75,1576904
2015-04-16,328.0,332.39999,321.79999,327.5,1676768
2015-04-17,327.60001,332.0,321.0,322.75,1471127
2015-04-20,324.5,324.95001,308.29999,313.5,2002115
2015-04-21,313.95001,320.64999,310.25,314.45001,1679188
2015-04-22,316.39999,318.25,304.75,313.70001,2317579
2015-04-23,315.0,319.85001,313.20001,318.60001,1069160
2015-04-24,319.0,319.0,312.95001,316.29999,1316393
2015-04-27,316.75,323.45001,304.54999,305.95001,2330507
2015-04-28,307.0,310.79999,298.5,306.10001,2539436
2015-04-29,308.0,315.39999,305.75,312.85001,1566799
2015-04-30,313.04999,319.89999,308.70001,317.54999,2916537
2015-05-04,325.54999,353.0,321.04999,347.20001,6375610
2015-05-05,349.60001,351.70001,337.95001,342.70001,4219216
2015-05-06,340.35001,344.25,329.04999,331.20001,2247751
2015-05-07,332.29999,332.29999,315.39999,322.79999,1709602
2015-05-08,326.20001,340.75,326.20001,335.10001,2097977
2015-05-11,337.60001,345.0,337.04999,344.04999,2266220
2015-05-12,343.39999,343.39999,333.14999,334.89999,1550748
2015-05-13,336.45001,344.0,334.54999,340.45001,3022877
2015-05-14,338.39999,340.0,330.75,333.95001,3075816
2015-05-15,335.85001,338.64999,327.04999,329.0,1663198
2015-05-18,330.79999,340.54999,329.5,339.35001,1370344
2015-05-19,338.29999,344.89999,335.35001,339.85001,1685421
2015-05-20,340.79999,344.45001,338.54999,343.04999,1660453
2015-05-21,344.0,351.0,343.54999,348.39999,2609479
2015-05-22,347.54999,354.79999,346.79999,348.95001,2369700
2015-05-25,347.64999,350.29999,340.35001,342.89999,1420555
2015-05-26,343.04999,350.25,343.0,345.25,1576396
2015-05-27,343.0,344.89999,336.10001,338.89999,2585896
2015-05-28,339.89999,340.60001,320.54999,333.0,3394601
2015-05-29,333.10001,334.70001,322.54999,323.85001,3711024
2015-06-01,325.79999,325.79999,308.25,311.54999,3889157
2015-06-02,318.10001,321.0,306.20001,309.14999,7395219
2015-06-03,311.0,311.79999,288.0,297.25,24022180
2015-06-04,301.0,316.35001,301.0,311.20001,6343813
2015-06-05,311.0,315.64999,308.70001,311.29999,2533852
2015-06-08,311.75,313.89999,298.25,302.14999,2647500
2015-06-09,303.45001,311.35001,301.20001,306.54999,2724447
2015-06-10,307.0,314.25,306.04999,312.95001,2282770
2015-06-11,320.0,320.29999,302.54999,304.25,3718393
2015-06-12,303.0,313.04999,300.0,312.04999,2854243
2015-06-15,310.10001,317.0,308.10001,310.04999,3154460
2015-06-16,310.0,315.0,303.25,313.20001,4130581
2015-06-17,312.0,315.0,308.39999,311.0,4251580
2015-06-18,312.29999,313.70001,309.35001,311.0,2616024
2015-06-19,311.95001,313.25,303.0,304.60001,3438440
2015-06-22,306.0,314.5,304.10001,311.04999,3121416
2015-06-23,311.04999,318.39999,311.04999,316.04999,2683470
2015-06-24,316.89999,318.0,309.75,311.54999,2241106
2015-06-25,310.79999,316.45001,308.10001,312.54999,5190167
2015-06-26,311.0,315.35001,309.0,311.20001,2127770
2015-06-29,306.60001,307.5,300.85001,306.64999,1890624
2015-06-30,305.0,309.39999,305.0,307.89999,2632153
2015-07-01,308.79999,312.70001,306.5,311.29999,2854143
2015-07-02,312.45001,319.0,311.89999,316.04999,8669541
2015-07-03,319.95001,325.75,319.0,320.79999,5189498
2015-07-06,316.95001,321.10001,316.25,320.10001,2853145
2015-07-07,321.79999,334.70001,321.60001,333.04999,7877450
2015-07-08,329.39999,329.39999,318.89999,320.64999,6546522
2015-07-09,323.39999,323.39999,312.60001,315.14999,3521086
2015-07-10,318.75,321.54999,315.20001,317.10001,2531442
2015-07-13,319.0,322.0,313.60001,321.39999,1890469
2015-07-14,322.29999,322.75,314.0,315.89999,1960113
2015-07-15,315.89999,320.75,315.10001,319.64999,2112588
2015-07-16,325.0,329.0,322.75,326.89999,3075862
2015-07-17,329.70001,330.70001,320.10001,329.29999,2556255
2015-07-20,328.0,330.5,325.60001,328.79999,1847655
2015-07-21,330.5,331.25,321.0,322.64999,1927178
2015-07-22,322.39999,325.39999,320.0,324.5,1703725
2015-07-23,325.70001,333.35001,325.0,331.35001,3000343
2015-07-24,330.39999,330.39999,322.0,323.89999,2337434
2015-07-27,322.20001,322.70001,312.75,313.95001,2359169
2015-07-28,313.89999,317.10001,312.20001,313.45001,2415757
2015-07-29,314.70001,316.29999,313.5,314.70001,2000338
2015-07-30,316.0,319.95001,315.10001,318.35001,3092912
2015-07-31,319.79999,326.5,317.5,325.0,3265863
2015-08-03,326.0,331.89999,324.0,330.70001,2834386
2015-08-04,332.25,340.29999,329.60001,339.14999,4458398
2015-08-05,342.0,344.0,337.54999,339.85001,2486133
2015-08-06,341.0,348.39999,335.29999,346.75,2426994
2015-08-07,345.95001,347.70001,338.0,339.54999,1883328
2015-08-10,339.10001,344.25,337.0,338.54999,4031354
2015-08-11,340.39999,340.39999,328.95001,331.79999,3016995
2015-08-12,330.0,330.95001,320.35001,322.20001,1449050
2015-08-13,328.0,338.0,328.0,334.70001,4693354
2015-08-14,340.0,365.79999,340.0,363.75,13845400
2015-08-17,364.0,365.0,356.60001,358.29999,3561590
2015-08-18,361.64999,372.79999,361.64999,363.45001,4140901
2015-08-19,360.0,368.20001,355.04999,365.5,2272302
2015-08-20,366.95001,374.79999,358.54999,368.54999,5891117
2015-08-21,360.54999,367.14999,356.35001,365.04999,4288543
2015-08-24,348.54999,349.70001,325.39999,334.60001,6795047
2015-08-25,338.0,349.29999,325.64999,344.79999,5152340
2015-08-26,344.0,355.25,336.25,347.85001,4493391
2015-08-27,356.79999,362.85001,347.95001,356.54999,14512260
2015-08-28,360.5,369.45001,357.0,362.64999,5905591
2015-08-31,365.0,372.39999,345.20001,355.45001,30058590
2015-09-01,344.95001,354.75,339.0,342.25,3654461
2015-09-02,344.0,347.45001,332.95001,334.54999,4886043
2015-09-03,337.5,344.75,336.10001,339.39999,2448672
2015-09-04,338.0,342.64999,330.0,339.35001,2104869
