step,actor_loss,critic_loss,actor_grad_norm,weight_mean,weight_std
551,-0.016910,0.150571,0.0,0.0323,0.0021
552,-0.015767,0.137526,0.0,0.0323,0.0020
553,-0.015649,0.078253,0.0,0.0323,0.0016
554,-0.011109,0.100453,0.0,0.0323,0.0016
555,-0.006309,0.104217,0.0,0.0323,0.0017
556,0.004463,0.095136,0.0,0.0323,0.0018
557,-0.000791,0.094202,0.0,0.0323,0.0020
558,0.011387,0.074915,0.0,0.0323,0.0020
559,0.018066,0.090424,0.0,0.0323,0.0021
560,0.019658,0.113147,0.0,0.0323,0.0019
561,0.028898,0.108648,0.0,0.0323,0.0022
562,0.033052,0.087336,0.0,0.0323,0.0023
563,0.036160,0.139388,0.0,0.0323,0.0020
564,0.040913,0.094777,0.0,0.0323,0.0020
565,0.043061,0.099896,0.0,0.0323,0.0020
566,0.048524,0.076311,0.0,0.0323,0.0023
567,0.045212,0.123619,0.0,0.0323,0.0019
568,0.046744,0.092646,0.0,0.0323,0.0018
569,0.040894,0.120967,0.0,0.0323,0.0017
570,0.049292,0.105048,0.0,0.0323,0.0018
571,0.051628,0.078207,0.0,0.0323,0.0022
572,0.044784,0.084719,0.0,0.0323,0.0018
573,0.045946,0.092131,0.0,0.0323,0.0020
574,0.044378,0.088601,0.0,0.0323,0.0021
575,0.049177,0.097534,0.0,0.0323,0.0021
576,0.044619,0.135382,0.0,0.0323,0.0019
577,0.048301,0.097132,0.0,0.0323,0.0019
578,0.046707,0.083574,0.0,0.0323,0.0019
579,0.053326,0.140423,0.0,0.0323,0.0023
580,0.050277,0.085192,0.0,0.0323,0.0018
581,0.049813,0.080421,0.0,0.0323,0.0020
582,0.048745,0.092580,0.0,0.0323,0.0020
583,0.048002,0.136078,0.0,0.0323,0.0017
584,0.042461,0.102108,0.0,0.0323,0.0017
585,0.043283,0.110884,0.0,0.0323,0.0019
586,0.039831,0.117537,0.0,0.0323,0.0018
587,0.049576,0.091099,0.0,0.0323,0.0019
588,0.042956,0.112065,0.0,0.0323,0.0018
589,0.039637,0.118202,0.0,0.0323,0.0019
590,0.048760,0.071180,0.0,0.0323,0.0021
591,0.047134,0.093804,0.0,0.0323,0.0020
592,0.036503,0.136651,0.0,0.0323,0.0018
593,0.037660,0.147754,0.0,0.0323,0.0019
594,0.035275,0.124714,0.0,0.0323,0.0018
595,0.045429,0.116180,0.0,0.0323,0.0020
596,0.046359,0.098538,0.0,0.0323,0.0017
597,0.044484,0.122194,0.0,0.0323,0.0019
598,0.050957,0.116132,0.0,0.0323,0.0020
599,0.056403,0.079853,0.0,0.0323,0.0016
600,0.067325,0.092918,0.0,0.0323,0.0021
601,0.073032,0.105837,0.0,0.0323,0.0020
602,0.072082,0.124856,0.0,0.0323,0.0017
603,0.069960,0.120075,0.0,0.0323,0.0015
604,0.082319,0.102799,0.0,0.0323,0.0020
605,0.076156,0.100224,0.0,0.0323,0.0019
606,0.077073,0.104267,0.0,0.0323,0.0016
607,0.081194,0.097862,0.0,0.0323,0.0021
608,0.068468,0.102343,0.0,0.0323,0.0021
609,0.069770,0.110648,0.0,0.0323,0.0016
610,0.073855,0.097521,0.0,0.0323,0.0017
611,0.072240,0.104923,0.0,0.0323,0.0019
612,0.078037,0.104064,0.0,0.0323,0.0017
613,0.080925,0.117646,0.0,0.0323,0.0019
614,0.082483,0.140232,0.0,0.0323,0.0020
615,0.088139,0.075015,0.0,0.0323,0.0020
616,0.090515,0.088361,0.0,0.0323,0.0021
617,0.090159,0.072596,0.0,0.0323,0.0020
618,0.090598,0.086241,0.0,0.0323,0.0018
619,0.091471,0.115404,0.0,0.0323,0.0018
620,0.091767,0.122614,0.0,0.0323,0.0021
621,0.087551,0.085265,0.0,0.0323,0.0018
622,0.089400,0.087338,0.0,0.0323,0.0018
623,0.086182,0.107373,0.0,0.0323,0.0019
624,0.092226,0.098031,0.0,0.0323,0.0019
625,0.082255,0.116948,0.0,0.0323,0.0017
626,0.081276,0.097956,0.0,0.0323,0.0018
627,0.093400,0.092225,0.0,0.0323,0.0021
628,0.089628,0.070449,0.0,0.0323,0.0019
629,0.088840,0.089526,0.0,0.0323,0.0016
630,0.091591,0.100712,0.0,0.0323,0.0019
631,0.085255,0.101509,0.0,0.0323,0.0019
632,0.079951,0.100213,0.0,0.0323,0.0017
633,0.083601,0.091707,0.0,0.0323,0.0020
634,0.079195,0.105672,0.0,0.0323,0.0018
635,0.073308,0.089851,0.0,0.0323,0.0018
636,0.082801,0.059675,0.0,0.0323,0.0021
637,0.080128,0.107954,0.0,0.0323,0.0020
638,0.068752,0.111707,0.0,0.0323,0.0020
639,0.072737,0.089973,0.0,0.0323,0.0014
640,0.081727,0.074446,0.0,0.0323,0.0020
641,0.083833,0.078128,0.0,0.0323,0.0020
642,0.062886,0.104494,0.0,0.0323,0.0015
643,0.068705,0.126553,0.0,0.0323,0.0018
644,0.070897,0.098490,0.0,0.0323,0.0019
645,0.073502,0.065068,0.0,0.0323,0.0020
646,0.075260,0.117493,0.0,0.0323,0.0021
647,0.073243,0.109980,0.0,0.0323,0.0021
648,0.077451,0.071835,0.0,0.0323,0.0018
649,0.085678,0.083681,0.0,0.0323,0.0019
650,0.077654,0.110695,0.0,0.0323,0.0020
651,0.068223,0.142917,0.0,0.0323,0.0017
652,0.078725,0.103743,0.0,0.0323,0.0019
653,0.071569,0.079451,0.0,0.0323,0.0018
654,0.064641,0.108786,0.0,0.0323,0.0019
655,0.071489,0.089211,0.0,0.0323,0.0020
656,0.070025,0.077720,0.0,0.0323,0.0023
657,0.063385,0.090876,0.0,0.0323,0.0020
658,0.072142,0.106437,0.0,0.0323,0.0020
659,0.054112,0.104431,0.0,0.0323,0.0015
660,0.069366,0.090336,0.0,0.0323,0.0019
661,0.054479,0.099087,0.0,0.0323,0.0018
662,0.047844,0.103089,0.0,0.0323,0.0016
663,0.049139,0.108326,0.0,0.0323,0.0016
664,0.060757,0.085596,0.0,0.0323,0.0018
665,0.035815,0.117170,0.0,0.0323,0.0017
666,0.053538,0.085507,0.0,0.0323,0.0022
667,0.027252,0.126460,0.0,0.0323,0.0018
668,0.046323,0.078197,0.0,0.0323,0.0020
669,0.051283,0.098804,0.0,0.0323,0.0018
670,0.043832,0.108996,0.0,0.0323,0.0018
671,0.042554,0.112940,0.0,0.0323,0.0016
672,0.062438,0.088330,0.0,0.0323,0.0020
673,0.079269,0.074846,0.0,0.0323,0.0022
674,0.053100,0.112197,0.0,0.0323,0.0021
675,0.065000,0.109618,0.0,0.0323,0.0018
676,0.104470,0.052401,0.0,0.0323,0.0021
677,0.050639,0.087967,0.0,0.0323,0.0019
678,0.055162,0.104785,0.0,0.0323,0.0014
679,0.079071,0.108953,0.0,0.0323,0.0021
680,0.090986,0.088939,0.0,0.0323,0.0019
681,0.094126,0.110711,0.0,0.0323,0.0019
682,0.076131,0.108681,0.0,0.0323,0.0015
683,0.100680,0.084890,0.0,0.0323,0.0019
684,0.067110,0.143521,0.0,0.0323,0.0014
685,0.098065,0.106179,0.0,0.0323,0.0018
686,0.079123,0.126169,0.0,0.0323,0.0017
687,0.082119,0.099237,0.0,0.0323,0.0018
688,0.079444,0.133953,0.0,0.0323,0.0018
689,0.078868,0.094107,0.0,0.0323,0.0018
690,0.067629,0.080246,0.0,0.0323,0.0017
691,0.059099,0.155886,0.0,0.0323,0.0015
692,0.071042,0.084762,0.0,0.0323,0.0018
693,0.067115,0.172529,0.0,0.0323,0.0016
694,0.094484,0.078645,0.0,0.0323,0.0021
695,0.073577,0.151696,0.0,0.0323,0.0020
696,0.095109,0.106077,0.0,0.0323,0.0020
697,0.085502,0.095243,0.0,0.0323,0.0016
698,0.093645,0.072796,0.0,0.0323,0.0018
699,0.085493,0.119457,0.0,0.0323,0.0020
700,0.099315,0.084592,0.0,0.0323,0.0017
701,0.084188,0.153006,0.0,0.0323,0.0014
702,0.111059,0.089621,0.0,0.0323,0.0017
703,0.088831,0.104659,0.0,0.0323,0.0017
704,0.098402,0.094008,0.0,0.0323,0.0020
705,0.115041,0.080875,0.0,0.0323,0.0020
706,0.092583,0.106425,0.0,0.0323,0.0016
707,0.111385,0.107740,0.0,0.0323,0.0015
708,0.106527,0.114117,0.0,0.0323,0.0019
709,0.087360,0.096555,0.0,0.0323,0.0015
710,0.110932,0.095503,0.0,0.0323,0.0017
711,0.098175,0.110994,0.0,0.0323,0.0017
712,0.103142,0.067933,0.0,0.0323,0.0021
713,0.093409,0.082962,0.0,0.0323,0.0018
714,0.076431,0.072890,0.0,0.0323,0.0018
715,0.080775,0.075670,0.0,0.0323,0.0019
716,0.013602,0.118298,0.0,0.0323,0.0015
717,0.042279,0.103892,0.0,0.0323,0.0016
718,0.042344,0.102640,0.0,0.0323,0.0018
719,0.056240,0.098673,0.0,0.0323,0.0017
720,0.084212,0.066973,0.0,0.0323,0.0020
721,0.048416,0.120225,0.0,0.0323,0.0017
722,0.063957,0.101414,0.0,0.0323,0.0020
723,0.020966,0.157777,0.0,0.0323,0.0014
724,0.068363,0.072838,0.0,0.0323,0.0021
725,0.036726,0.091953,0.0,0.0323,0.0018
726,0.042316,0.122197,0.0,0.0323,0.0018
727,-0.001480,0.124800,0.0,0.0323,0.0015
728,0.029471,0.104823,0.0,0.0323,0.0017
729,0.018872,0.091582,0.0,0.0323,0.0015
730,0.055744,0.091581,0.0,0.0323,0.0018
731,0.024319,0.104064,0.0,0.0323,0.0015
732,0.020061,0.099981,0.0,0.0323,0.0019
733,0.027345,0.095495,0.0,0.0323,0.0015
734,0.051464,0.106102,0.0,0.0323,0.0019
735,0.032081,0.202607,0.0,0.0323,0.0017
736,0.049494,0.149733,0.0,0.0323,0.0019
737,0.062344,0.077121,0.0,0.0323,0.0020
738,0.055266,0.117876,0.0,0.0323,0.0021
739,0.065099,0.094786,0.0,0.0323,0.0021
740,0.065675,0.080714,0.0,0.0323,0.0019
741,0.034831,0.113323,0.0,0.0323,0.0018
742,0.045333,0.105738,0.0,0.0323,0.0018
743,0.062105,0.112350,0.0,0.0323,0.0019
744,0.089970,0.146947,0.0,0.0323,0.0018
745,0.077519,0.093450,0.0,0.0323,0.0018
746,0.119701,0.108062,0.0,0.0323,0.0019
747,0.115834,0.082126,0.0,0.0323,0.0020
748,0.112526,0.075407,0.0,0.0323,0.0017
749,0.123708,0.079391,0.0,0.0323,0.0020
750,0.094927,0.122972,0.0,0.0323,0.0015
751,0.076948,0.126880,0.0,0.0323,0.0017
752,0.071065,0.115947,0.0,0.0323,0.0016
753,0.124114,0.126872,0.0,0.0323,0.0019
754,0.103761,0.094057,0.0,0.0323,0.0019
755,0.086463,0.079116,0.0,0.0323,0.0018
756,0.078394,0.108168,0.0,0.0323,0.0016
757,0.085778,0.110037,0.0,0.0323,0.0016
758,0.087836,0.092972,0.0,0.0323,0.0020
759,0.063880,0.149560,0.0,0.0323,0.0016
760,0.093088,0.113513,0.0,0.0323,0.0019
761,0.097764,0.093400,0.0,0.0323,0.0019
762,0.040377,0.101781,0.0,0.0323,0.0017
763,0.051136,0.111491,0.0,0.0323,0.0017
764,0.068524,0.089860,0.0,0.0323,0.0019
765,0.081911,0.083847,0.0,0.0323,0.0017
766,0.100054,0.092242,0.0,0.0323,0.0022
767,0.058443,0.098592,0.0,0.0323,0.0020
768,0.074208,0.094232,0.0,0.0323,0.0016
769,0.081641,0.084307,0.0,0.0323,0.0018
770,0.052203,0.091337,0.0,0.0323,0.0017
771,0.039747,0.115751,0.0,0.0323,0.0015
772,0.068503,0.093492,0.0,0.0323,0.0017
773,0.064678,0.085983,0.0,0.0323,0.0019
774,0.038472,0.117166,0.0,0.0323,0.0017
775,0.050207,0.128060,0.0,0.0323,0.0016
776,0.077859,0.077635,0.0,0.0323,0.0020
777,0.079823,0.099884,0.0,0.0323,0.0019
778,0.086316,0.087045,0.0,0.0323,0.0019
779,0.075867,0.089250,0.0,0.0323,0.0021
780,0.064630,0.113226,0.0,0.0323,0.0017
781,0.054413,0.093744,0.0,0.0323,0.0020
782,0.096080,0.078636,0.0,0.0323,0.0020
783,0.066085,0.096169,0.0,0.0323,0.0017
784,0.040200,0.098850,0.0,0.0323,0.0018
785,0.038739,0.107017,0.0,0.0323,0.0017
786,0.107656,0.083663,0.0,0.0323,0.0021
787,0.071603,0.126142,0.0,0.0323,0.0019
788,0.090986,0.079401,0.0,0.0323,0.0019
789,0.067820,0.103833,0.0,0.0323,0.0015
790,0.108858,0.077295,0.0,0.0323,0.0022
791,0.122049,0.135667,0.0,0.0323,0.0023
792,0.121577,0.065998,0.0,0.0323,0.0023
793,0.098878,0.087060,0.0,0.0323,0.0019
794,0.086008,0.095242,0.0,0.0323,0.0017
795,0.107060,0.071953,0.0,0.0323,0.0021
796,0.119759,0.083483,0.0,0.0323,0.0021
797,0.089814,0.115621,0.0,0.0323,0.0021
798,0.106897,0.079040,0.0,0.0323,0.0019
799,0.108040,0.069885,0.0,0.0323,0.0020
800,0.089189,0.090472,0.0,0.0323,0.0024
801,0.080643,0.091356,0.0,0.0323,0.0022
802,0.062828,0.113358,0.0,0.0323,0.0017
803,0.122774,0.072532,0.0,0.0323,0.0024
804,0.095986,0.125115,0.0,0.0323,0.0020
805,0.110421,0.105647,0.0,0.0323,0.0025
806,0.106428,0.095984,0.0,0.0323,0.0019
807,0.101947,0.087249,0.0,0.0323,0.0022
808,0.092965,0.101791,0.0,0.0323,0.0022
809,0.080019,0.125363,0.0,0.0323,0.0024
810,0.076400,0.150106,0.0,0.0323,0.0018
811,0.142855,0.056834,0.0,0.0323,0.0019
812,0.145076,0.055158,0.0,0.0323,0.0025
813,0.081873,0.110822,0.0,0.0323,0.0019
814,0.099664,0.102177,0.0,0.0323,0.0021
815,0.095304,0.093081,0.0,0.0323,0.0016
816,0.094317,0.094980,0.0,0.0323,0.0020
817,0.096115,0.107351,0.0,0.0323,0.0017
818,0.110723,0.085549,0.0,0.0323,0.0026
819,0.104045,0.116014,0.0,0.0323,0.0020
820,0.113582,0.097345,0.0,0.0323,0.0026
821,0.113041,0.094887,0.0,0.0323,0.0022
822,0.106692,0.091608,0.0,0.0323,0.0019
823,0.102553,0.105170,0.0,0.0323,0.0021
824,0.119662,0.079259,0.0,0.0323,0.0022
825,0.065918,0.107665,0.0,0.0323,0.0020
826,0.092051,0.147900,0.0,0.0323,0.0028
827,0.136036,0.066203,0.0,0.0323,0.0027
828,0.050773,0.121075,0.0,0.0323,0.0023
829,0.095342,0.078016,0.0,0.0323,0.0025
830,0.075929,0.129815,0.0,0.0323,0.0025
831,0.051107,0.092088,0.0,0.0323,0.0023
832,0.103004,0.101487,0.0,0.0323,0.0030
833,0.117341,0.066976,0.0,0.0323,0.0023
834,0.105935,0.072126,0.0,0.0323,0.0024
835,0.109967,0.078811,0.0,0.0323,0.0029
836,0.048091,0.120171,0.0,0.0323,0.0027
837,0.060062,0.126441,0.0,0.0323,0.0029
838,0.087736,0.088009,0.0,0.0323,0.0026
839,0.058885,0.129609,0.0,0.0323,0.0018
840,0.137107,0.067512,0.0,0.0323,0.0030
841,0.127618,0.096061,0.0,0.0323,0.0028
842,0.132126,0.096737,0.0,0.0323,0.0023
843,0.124551,0.084348,0.0,0.0323,0.0018
844,0.143981,0.076675,0.0,0.0323,0.0018
845,0.127361,0.094752,0.0,0.0323,0.0030
846,0.121321,0.074575,0.0,0.0323,0.0023
847,0.147832,0.093650,0.0,0.0323,0.0024
848,0.155631,0.111027,0.0,0.0323,0.0038
849,0.168952,0.066331,0.0,0.0323,0.0034
850,0.177069,0.086831,0.0,0.0323,0.0030
851,0.142609,0.083904,0.0,0.0323,0.0029
852,0.156306,0.083677,0.0,0.0323,0.0025
853,0.157048,0.103960,0.0,0.0323,0.0030
854,0.156159,0.089570,0.0,0.0323,0.0032
855,0.165161,0.080636,0.0,0.0323,0.0033
856,0.166286,0.096004,0.0,0.0323,0.0035
857,0.186052,0.065912,0.0,0.0323,0.0033
858,0.205675,0.087712,0.0,0.0323,0.0031
859,0.161872,0.085367,0.0,0.0323,0.0033
860,0.174530,0.086503,0.0,0.0323,0.0023
861,0.182920,0.093841,0.0,0.0323,0.0032
862,0.157950,0.099616,0.0,0.0323,0.0028
863,0.155735,0.091100,0.0,0.0323,0.0024
864,0.191967,0.061622,0.0,0.0323,0.0029
865,0.165531,0.069256,0.0,0.0323,0.0024
866,0.168018,0.092928,0.0,0.0323,0.0034
867,0.137689,0.120420,0.0,0.0323,0.0031
868,0.155339,0.089274,0.0,0.0323,0.0029
869,0.183263,0.054435,0.0,0.0323,0.0032
870,0.145665,0.090525,0.0,0.0323,0.0032
871,0.143901,0.105662,0.0,0.0323,0.0033
872,0.104405,0.092154,0.0,0.0323,0.0029
873,0.098824,0.174425,0.0,0.0323,0.0026
874,0.158000,0.057388,0.0,0.0323,0.0027
875,0.140845,0.112749,0.0,0.0323,0.0040
876,0.126614,0.090687,0.0,0.0323,0.0029
877,0.078742,0.121948,0.0,0.0323,0.0023
878,0.068478,0.164623,0.0,0.0323,0.0036
879,0.082145,0.088895,0.0,0.0323,0.0032
880,0.080524,0.095535,0.0,0.0323,0.0034
881,0.056040,0.107846,0.0,0.0323,0.0043
882,0.095987,0.096900,0.0,0.0323,0.0022
883,0.101804,0.091008,0.0,0.0323,0.0028
884,0.108204,0.083250,0.0,0.0323,0.0034
885,0.122050,0.090073,0.0,0.0323,0.0022
886,0.085714,0.098775,0.0,0.0323,0.0026
887,0.078386,0.081172,0.0,0.0323,0.0036
888,0.128842,0.060003,0.0,0.0323,0.0031
889,0.085016,0.135630,0.0,0.0323,0.0035
890,0.151769,0.073576,0.0,0.0323,0.0032
891,0.096719,0.119795,0.0,0.0323,0.0039
892,0.125285,0.078042,0.0,0.0323,0.0035
893,0.085708,0.120067,0.0,0.0323,0.0039
894,0.117216,0.084812,0.0,0.0323,0.0042
895,0.110772,0.110921,0.0,0.0323,0.0019
896,0.143670,0.076386,0.0,0.0323,0.0035
897,0.210276,0.045134,0.0,0.0323,0.0050
898,0.130643,0.124910,0.0,0.0323,0.0036
899,0.124254,0.099206,0.0,0.0323,0.0038
900,0.135236,0.090109,0.0,0.0323,0.0033
901,0.168115,0.078627,0.0,0.0323,0.0051
902,0.189997,0.080536,0.0,0.0323,0.0068
903,0.180119,0.070260,0.0,0.0323,0.0046
904,0.165657,0.093709,0.0,0.0323,0.0057
905,0.199583,0.072521,0.0,0.0323,0.0051
906,0.211571,0.064720,0.0,0.0323,0.0043
907,0.174398,0.093246,0.0,0.0323,0.0035
908,0.186474,0.095485,0.0,0.0323,0.0032
909,0.162912,0.097453,0.0,0.0323,0.0034
910,0.155429,0.089749,0.0,0.0323,0.0042
911,0.167870,0.109268,0.0,0.0323,0.0064
912,0.138003,0.127495,0.0,0.0323,0.0027
913,0.120780,0.163653,0.0,0.0323,0.0042
914,0.182173,0.100775,0.0,0.0323,0.0040
915,0.191744,0.084337,0.0,0.0323,0.0042
916,0.173771,0.068516,0.0,0.0323,0.0041
917,0.142238,0.087957,0.0,0.0323,0.0053
918,0.137911,0.091280,0.0,0.0323,0.0027
919,0.122747,0.090520,0.0,0.0323,0.0035
920,0.079896,0.125098,0.0,0.0323,0.0047
921,0.092539,0.134345,0.0,0.0323,0.0027
922,0.086206,0.136443,0.0,0.0323,0.0047
923,0.176172,0.064393,0.0,0.0323,0.0047
924,0.146052,0.124270,0.0,0.0323,0.0043
925,0.145735,0.094499,0.0,0.0323,0.0064
926,0.134412,0.124463,0.0,0.0323,0.0053
927,0.174980,0.074226,0.0,0.0323,0.0034
928,0.157573,0.093010,0.0,0.0323,0.0031
929,0.185869,0.063406,0.0,0.0323,0.0022
930,0.174071,0.092591,0.0,0.0323,0.0049
931,0.221781,0.053869,0.0,0.0323,0.0030
932,0.126059,0.101582,0.0,0.0323,0.0050
933,0.209941,0.077427,0.0,0.0323,0.0077
934,0.203630,0.070535,0.0,0.0323,0.0051
935,0.196704,0.092340,0.0,0.0323,0.0040
936,0.162810,0.117277,0.0,0.0323,0.0047
937,0.172026,0.071693,0.0,0.0323,0.0046
938,0.164187,0.099018,0.0,0.0323,0.0064
939,0.160623,0.082493,0.0,0.0323,0.0056
940,0.203720,0.131451,0.0,0.0323,0.0058
941,0.148572,0.084645,0.0,0.0323,0.0044
942,0.117837,0.106345,0.0,0.0323,0.0056
943,0.180829,0.060375,0.0,0.0323,0.0029
944,0.104542,0.110185,0.0,0.0323,0.0054
945,0.137961,0.097369,0.0,0.0323,0.0067
946,0.139495,0.102135,0.0,0.0323,0.0047
947,0.128101,0.090673,0.0,0.0323,0.0069
948,0.156888,0.081003,0.0,0.0323,0.0050
949,0.142334,0.096651,0.0,0.0323,0.0043
950,0.175315,0.071755,0.0,0.0323,0.0054
951,0.170230,0.082612,0.0,0.0323,0.0083
952,0.173013,0.085490,0.0,0.0323,0.0052
953,0.138874,0.109309,0.0,0.0323,0.0071
954,0.185000,0.069439,0.0,0.0323,0.0048
955,0.183264,0.106295,0.0,0.0323,0.0064
956,0.208070,0.059836,0.0,0.0323,0.0082
957,0.120209,0.131859,0.0,0.0323,0.0075
958,0.165610,0.095388,0.0,0.0323,0.0061
959,0.153149,0.115353,0.0,0.0323,0.0058
960,0.173453,0.122954,0.0,0.0323,0.0065
961,0.224456,0.078085,0.0,0.0323,0.0053
962,0.233598,0.058754,0.0,0.0323,0.0065
963,0.173112,0.090134,0.0,0.0323,0.0074
964,0.175800,0.111302,0.0,0.0323,0.0072
965,0.252328,0.048425,0.0,0.0323,0.0069
966,0.174472,0.122106,0.0,0.0323,0.0053
967,0.268486,0.037103,0.0,0.0323,0.0060
968,0.219354,0.086820,0.0,0.0323,0.0057
969,0.251147,0.057863,0.0,0.0323,0.0056
970,0.160499,0.105204,0.0,0.0323,0.0060
971,0.249760,0.062253,0.0,0.0323,0.0062
972,0.217828,0.074223,0.0,0.0323,0.0044
973,0.225936,0.067015,0.0,0.0323,0.0072
974,0.244321,0.054583,0.0,0.0323,0.0077
975,0.220933,0.064542,0.0,0.0323,0.0069
976,0.203084,0.120193,0.0,0.0323,0.0056
977,0.235346,0.072156,0.0,0.0323,0.0049
978,0.150566,0.108655,0.0,0.0323,0.0064
979,0.187037,0.084951,0.0,0.0323,0.0039
980,0.211477,0.060741,0.0,0.0323,0.0084
981,0.187414,0.068364,0.0,0.0323,0.0093
982,0.182855,0.090310,0.0,0.0323,0.0094
983,0.177279,0.076258,0.0,0.0323,0.0061
984,0.160725,0.126779,0.0,0.0323,0.0059
985,0.184456,0.069760,0.0,0.0323,0.0059
986,0.175177,0.084159,0.0,0.0323,0.0069
987,0.157079,0.080477,0.0,0.0323,0.0050
988,0.162379,0.077057,0.0,0.0323,0.0100
989,0.141387,0.120998,0.0,0.0323,0.0057
990,0.146507,0.076344,0.0,0.0323,0.0086
991,0.144096,0.117251,0.0,0.0323,0.0066
992,0.184438,0.064260,0.0,0.0323,0.0031
993,0.203851,0.066430,0.0,0.0323,0.0084
994,0.199331,0.053637,0.0,0.0323,0.0098
995,0.196736,0.067366,0.0,0.0323,0.0056
996,0.164920,0.080650,0.0,0.0323,0.0083
997,0.191021,0.090899,0.0,0.0323,0.0062
998,0.187152,0.076532,0.0,0.0323,0.0067
999,0.188198,0.080566,0.0,0.0323,0.0070
1000,0.235890,0.054977,0.0,0.0323,0.0084
1001,0.177872,0.089975,0.0,0.0323,0.0053
1002,0.195035,0.068236,0.0,0.0323,0.0086
1003,0.175502,0.090455,0.0,0.0323,0.0064
1004,0.239203,0.050454,0.0,0.0323,0.0101
1005,0.225607,0.069274,0.0,0.0323,0.0075
1006,0.220301,0.060676,0.0,0.0323,0.0109
1007,0.223134,0.064090,0.0,0.0323,0.0097
1008,0.198661,0.086923,0.0,0.0323,0.0087
1009,0.210006,0.114085,0.0,0.0323,0.0076
1010,0.241781,0.073312,0.0,0.0323,0.0090
1011,0.242899,0.057485,0.0,0.0323,0.0102
1012,0.205192,0.072653,0.0,0.0323,0.0073
1013,0.146248,0.093749,0.0,0.0323,0.0080
1014,0.173525,0.087636,0.0,0.0323,0.0061
1015,0.225208,0.065146,0.0,0.0323,0.0096
1016,0.222115,0.069031,0.0,0.0323,0.0079
1017,0.196212,0.074655,0.0,0.0323,0.0098
1018,0.214805,0.083522,0.0,0.0323,0.0080
1019,0.177623,0.090876,0.0,0.0323,0.0078
1020,0.206123,0.078928,0.0,0.0323,0.0080
1021,0.161165,0.096420,0.0,0.0323,0.0094
1022,0.149594,0.121184,0.0,0.0323,0.0074
1023,0.203823,0.073737,0.0,0.0323,0.0106
1024,0.268390,0.069190,0.0,0.0323,0.0099
1025,0.196596,0.096330,0.0,0.0323,0.0094
1026,0.283426,0.046351,0.0,0.0323,0.0128
1027,0.204825,0.109855,0.0,0.0323,0.0097
1028,0.257211,0.055334,0.0,0.0323,0.0096
1029,0.209799,0.073896,0.0,0.0323,0.0113
1030,0.255298,0.059199,0.0,0.0323,0.0102
1031,0.166502,0.094261,0.0,0.0323,0.0115
1032,0.240503,0.063503,0.0,0.0323,0.0154
1033,0.244265,0.073070,0.0,0.0323,0.0116
1034,0.207191,0.091037,0.0,0.0323,0.0116
1035,0.216200,0.109334,0.0,0.0323,0.0078
1036,0.253661,0.072192,0.0,0.0323,0.0096
1037,0.298439,0.054113,0.0,0.0323,0.0113
1038,0.286166,0.050648,0.0,0.0323,0.0126
1039,0.222442,0.099743,0.0,0.0323,0.0107
1040,0.246679,0.094839,0.0,0.0323,0.0090
1041,0.211052,0.103020,0.0,0.0323,0.0098
1042,0.263268,0.058398,0.0,0.0323,0.0099
1043,0.193404,0.086094,0.0,0.0323,0.0088
1044,0.199488,0.087661,0.0,0.0323,0.0113
1045,0.184482,0.104931,0.0,0.0323,0.0109
1046,0.238211,0.064739,0.0,0.0323,0.0084
1047,0.162472,0.090764,0.0,0.0323,0.0130
1048,0.239753,0.071308,0.0,0.0323,0.0128
1049,0.232068,0.097230,0.0,0.0323,0.0092
1050,0.259399,0.071049,0.0,0.0323,0.0108
1051,0.250436,0.064520,0.0,0.0323,0.0110
1052,0.230932,0.087895,0.0,0.0323,0.0088
1053,0.209261,0.079429,0.0,0.0323,0.0081
1054,0.265122,0.059139,0.0,0.0323,0.0116
1055,0.180188,0.105040,0.0,0.0323,0.0068
1056,0.213657,0.084978,0.0,0.0323,0.0108
1057,0.203547,0.095486,0.0,0.0323,0.0087
1058,0.240819,0.077071,0.0,0.0323,0.0127
1059,0.175315,0.096598,0.0,0.0323,0.0073
1060,0.267477,0.067749,0.0,0.0323,0.0170
1061,0.216682,0.080891,0.0,0.0323,0.0084
1062,0.265216,0.073339,0.0,0.0323,0.0159
1063,0.306362,0.045585,0.0,0.0323,0.0106
1064,0.226204,0.088678,0.0,0.0323,0.0098
1065,0.238701,0.092279,0.0,0.0323,0.0138
1066,0.239707,0.095137,0.0,0.0323,0.0108
1067,0.263152,0.080468,0.0,0.0323,0.0130
1068,0.240647,0.084109,0.0,0.0323,0.0095
1069,0.219122,0.106869,0.0,0.0323,0.0118
1070,0.268572,0.068443,0.0,0.0323,0.0166
1071,0.299545,0.052262,0.0,0.0323,0.0111
1072,0.243890,0.079959,0.0,0.0323,0.0116
1073,0.211534,0.100300,0.0,0.0323,0.0094
1074,0.252664,0.062425,0.0,0.0323,0.0095
1075,0.271899,0.062371,0.0,0.0323,0.0132
1076,0.279904,0.058626,0.0,0.0323,0.0165
1077,0.241437,0.085570,0.0,0.0323,0.0135
1078,0.289709,0.039091,0.0,0.0323,0.0163
1079,0.197492,0.072898,0.0,0.0323,0.0086
1080,0.227758,0.062436,0.0,0.0323,0.0109
1081,0.219469,0.072712,0.0,0.0323,0.0159
1082,0.249482,0.063144,0.0,0.0323,0.0123
1083,0.259412,0.046988,0.0,0.0323,0.0148
