date,step,nav,cash,cash_pct,daily_return,reward,vol_30d,mdd_30d
2015-09-11T00:00:00.000000000,1,999.0504,494962.09,0.0495,-0.000950,-0.090208,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,1009.0890,508309.28,0.0504,0.010048,0.954570,0.000000,0.000000
2015-09-15T00:00:00.000000000,3,1016.2051,511423.43,0.0503,0.007052,0.669937,0.000000,0.000000
2015-09-16T00:00:00.000000000,4,1015.8465,509473.82,0.0502,-0.000353,-0.033526,0.000000,0.000000
2015-09-18T00:00:00.000000000,5,1016.2448,507829.75,0.0500,0.000392,0.037252,0.004460,0.000353
2015-09-21T00:00:00.000000000,6,1026.1879,515219.07,0.0502,0.009784,0.929492,0.004746,0.000353
2015-09-22T00:00:00.000000000,7,1025.7501,513992.97,0.0501,-0.000427,-0.040523,0.004699,0.000427
2015-09-23T00:00:00.000000000,8,1036.5313,519528.17,0.0501,0.010511,0.998502,0.004946,0.000427
2015-09-24T00:00:00.000000000,9,1010.7820,1464756.97,0.1449,-0.024842,-2.359969,0.010335,0.024842
2015-09-28T00:00:00.000000000,10,1023.8729,512491.49,0.0501,0.012951,1.230360,0.010415,0.024842
2015-09-29T00:00:00.000000000,11,1032.5251,519352.63,0.0503,0.008451,0.802800,0.010081,0.024842
2015-09-30T00:00:00.000000000,12,1011.3612,507088.78,0.0501,-0.020497,-1.947238,0.011628,0.024842
2015-10-01T00:00:00.000000000,13,1029.8351,1492704.15,0.1449,0.018266,1.735306,0.012081,0.024842
2015-10-05T00:00:00.000000000,14,1032.4179,518012.87,0.0502,0.002508,0.238256,0.011641,0.024842
2015-10-06T00:00:00.000000000,15,1036.6548,521290.40,0.0503,0.004104,0.389869,0.011255,0.024842
2015-10-07T00:00:00.000000000,16,1053.5067,527850.82,0.0501,0.016256,1.544319,0.011398,0.024842
2015-10-08T00:00:00.000000000,17,1055.2906,1528920.72,0.1449,0.001693,0.160864,0.011064,0.024842
2015-10-09T00:00:00.000000000,18,1060.4814,531101.75,0.0501,0.004919,0.467289,0.010759,0.024842
2015-10-12T00:00:00.000000000,19,1058.4146,530647.37,0.0501,-0.001949,-0.185145,0.010538,0.024842
2015-10-13T00:00:00.000000000,20,1062.0876,532137.44,0.0501,0.003470,0.329675,0.010272,0.024842
2015-10-14T00:00:00.000000000,21,1056.9887,2535323.83,0.2399,-0.004801,-0.456080,0.010163,0.024842
2015-10-15T00:00:00.000000000,22,1056.0974,529495.62,0.0501,-0.000843,-0.080110,0.009957,0.024842
2015-10-16T00:00:00.000000000,23,1061.5219,534566.71,0.0504,0.005136,0.487956,0.009753,0.024842
2015-10-19T00:00:00.000000000,24,1067.5644,537512.37,0.0503,0.005692,0.540772,0.009567,0.024842
2015-10-20T00:00:00.000000000,25,1075.1118,531777.31,0.0495,0.007070,0.671620,0.009411,0.024842
2015-10-21T00:00:00.000000000,26,1072.6843,538869.41,0.0502,-0.002258,-0.214499,0.009282,0.024842
2015-10-23T00:00:00.000000000,27,1070.6916,537007.86,0.0502,-0.001858,-0.176483,0.009150,0.024842
2015-10-26T00:00:00.000000000,28,1078.2791,540895.15,0.0502,0.007087,0.673224,0.009024,0.024842
2015-10-27T00:00:00.000000000,29,1081.2869,2594375.72,0.2399,0.002789,0.264992,0.008867,0.024842
2015-10-28T00:00:00.000000000,30,1075.4612,539739.80,0.0502,-0.005388,-0.511834,0.008840,0.024842
2015-10-29T00:00:00.000000000,31,1072.2746,538866.21,0.0503,-0.002963,-0.281484,0.008873,0.024842
2015-10-30T00:00:00.000000000,32,1075.4368,540086.11,0.0502,0.002949,0.280166,0.008760,0.024842
2015-11-02T00:00:00.000000000,33,1067.9406,530190.13,0.0496,-0.006970,-0.662187,0.008860,0.024842
2015-11-03T00:00:00.000000000,34,1054.3029,529975.13,0.0503,-0.012770,-1.213163,0.009228,0.024955
2015-11-04T00:00:00.000000000,35,1063.5167,535665.74,0.0504,0.008739,0.830230,0.009323,0.024955
2015-11-05T00:00:00.000000000,36,1062.0138,532901.65,0.0502,-0.001413,-0.134247,0.009209,0.024955
2015-11-06T00:00:00.000000000,37,1050.2376,1522486.91,0.1450,-0.011089,-1.053411,0.009467,0.028715
2015-11-09T00:00:00.000000000,38,1043.0259,522609.72,0.0501,-0.006867,-0.652344,0.009388,0.035385
2015-11-10T00:00:00.000000000,39,1026.2189,514956.91,0.0502,-0.016114,-1.530797,0.008717,0.050928
2015-11-11T00:00:00.000000000,40,1044.4780,523780.79,0.0501,0.017793,1.690299,0.008986,0.050928
2015-11-13T00:00:00.000000000,41,1038.5853,1504769.51,0.1449,-0.005642,-0.535973,0.008937,0.050928
2015-11-16T00:00:00.000000000,42,1034.4983,517668.34,0.0500,-0.003935,-0.373842,0.008113,0.050928
2015-11-17T00:00:00.000000000,43,1026.5897,514944.73,0.0502,-0.007645,-0.726260,0.007567,0.050928
2015-11-18T00:00:00.000000000,44,1039.6380,521186.46,0.0501,0.012710,1.207485,0.007898,0.050928
2015-11-19T00:00:00.000000000,45,1039.7867,518968.81,0.0499,0.000143,0.013583,0.007865,0.050928
2015-11-20T00:00:00.000000000,46,1035.1840,519158.45,0.0502,-0.004427,-0.420520,0.007309,0.050928
2015-11-23T00:00:00.000000000,47,1042.6637,522679.30,0.0501,0.007225,0.686417,0.007432,0.050928
2015-11-24T00:00:00.000000000,48,1042.8563,523269.70,0.0502,0.000185,0.017548,0.007368,0.050928
2015-11-26T00:00:00.000000000,49,1040.7714,1505494.67,0.1447,-0.001999,-0.189924,0.007368,0.050928
2015-11-27T00:00:00.000000000,50,1041.8380,521539.94,0.0501,0.001025,0.097358,0.007337,0.050928
2015-11-30T00:00:00.000000000,51,1052.9991,528237.92,0.0502,0.010713,1.017722,0.007567,0.050928
2015-12-01T00:00:00.000000000,52,1052.0025,529142.11,0.0503,-0.000946,-0.089906,0.007567,0.050928
2015-12-02T00:00:00.000000000,53,1062.2699,1538106.01,0.1448,0.009760,0.927180,0.007718,0.050928
