date,step,nav,cash,cash_pct,daily_return,reward,vol_30d,mdd_30d
2015-09-11T00:00:00.000000000,1,999.0502,492737.81,0.0493,-0.000950,-0.090229,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,1018.0391,513939.49,0.0505,0.019007,1.805660,0.000000,0.000000
2015-09-15T00:00:00.000000000,3,1021.0498,516385.65,0.0506,0.002957,0.280943,0.000000,0.000000
2015-09-16T00:00:00.000000000,4,1024.0349,515187.09,0.0503,0.002924,0.277740,0.000000,0.000000
2015-09-18T00:00:00.000000000,5,1020.0221,511301.36,0.0501,-0.003919,-0.372266,0.007933,0.003919
2015-09-21T00:00:00.000000000,6,1024.6392,517379.57,0.0505,0.004526,0.430014,0.007244,0.003919
2015-09-22T00:00:00.000000000,7,1031.5372,521882.75,0.0506,0.006732,0.639552,0.006770,0.003919
2015-09-23T00:00:00.000000000,8,1041.1345,524644.17,0.0504,0.009304,0.883865,0.006532,0.003919
2015-09-24T00:00:00.000000000,9,1009.8250,2425068.71,0.2401,-0.030072,-2.856884,0.012646,0.030072
2015-09-28T00:00:00.000000000,10,1024.8908,512311.42,0.0500,0.014919,1.417327,0.012686,0.030072
2015-09-29T00:00:00.000000000,11,1024.8234,514665.57,0.0502,-0.000066,-0.006249,0.012119,0.030072
2015-09-30T00:00:00.000000000,12,1007.1439,506895.92,0.0503,-0.017251,-1.638872,0.012801,0.032648
2015-10-01T00:00:00.000000000,13,1015.8795,506016.22,0.0498,0.008674,0.824000,0.012482,0.032648
2015-10-05T00:00:00.000000000,14,1023.9722,514992.81,0.0503,0.007966,0.756788,0.012150,0.032648
2015-10-06T00:00:00.000000000,15,1026.5012,515553.43,0.0502,0.002470,0.234630,0.011739,0.032648
2015-10-07T00:00:00.000000000,16,1051.8617,528093.50,0.0502,0.024706,2.347045,0.012645,0.032648
2015-10-08T00:00:00.000000000,17,1056.7773,527141.17,0.0499,0.004673,0.443953,0.012272,0.032648
2015-10-09T00:00:00.000000000,18,1077.1286,541278.99,0.0503,0.019258,1.829502,0.012472,0.032648
2015-10-12T00:00:00.000000000,19,1076.6204,542480.68,0.0504,-0.000472,-0.044826,0.012184,0.032648
2015-10-13T00:00:00.000000000,20,1074.4013,539769.27,0.0502,-0.002061,-0.195807,0.011948,0.032648
2015-10-14T00:00:00.000000000,21,1076.8189,2584124.38,0.2400,0.002250,0.213767,0.011664,0.032648
2015-10-15T00:00:00.000000000,22,1076.7094,539572.32,0.0501,-0.000102,-0.009663,0.011422,0.032648
2015-10-16T00:00:00.000000000,23,1081.2232,543862.43,0.0503,0.004192,0.398260,0.011172,0.032648
2015-10-19T00:00:00.000000000,24,1087.8664,546496.31,0.0502,0.006144,0.583697,0.010950,0.032648
2015-10-20T00:00:00.000000000,25,1094.9687,1583166.10,0.1446,0.006529,0.620224,0.010744,0.032648
2015-10-21T00:00:00.000000000,26,1092.9608,546413.71,0.0500,-0.001834,-0.174212,0.010589,0.032648
2015-10-23T00:00:00.000000000,27,1096.7526,549593.28,0.0501,0.003469,0.329585,0.010391,0.032648
2015-10-26T00:00:00.000000000,28,1104.6514,553614.77,0.0501,0.007202,0.684184,0.010227,0.032648
2015-10-27T00:00:00.000000000,29,1097.3242,2630487.24,0.2397,-0.006633,-0.630137,0.010222,0.032648
2015-10-28T00:00:00.000000000,30,1090.5525,546058.46,0.0501,-0.006171,-0.586252,0.010192,0.032648
2015-10-29T00:00:00.000000000,31,1092.6503,548066.57,0.0502,0.001924,0.182745,0.010168,0.032648
