step,phase,actor_loss,critic_loss,actor_grad_norm,weight_mean,weight_std
32,train,0.001629,0.183348,0.000000,0.0096,0.0286
33,train,0.002987,0.181560,0.000000,0.0096,0.0286
34,train,0.005946,0.160785,0.000000,0.0096,0.0286
35,train,0.011377,0.179397,0.000001,0.0096,0.0286
36,train,0.025808,0.177497,0.000002,0.0096,0.0287
37,train,0.058928,0.232508,0.000004,0.0096,0.0287
38,train,0.105479,0.182847,0.000006,0.0096,0.0287
39,train,0.140754,0.187922,0.000008,0.0096,0.0286
40,train,0.175274,0.241380,0.000005,0.0096,0.0287
41,train,0.188273,0.196195,0.000005,0.0096,0.0286
42,train,0.183940,0.238256,0.000005,0.0096,0.0286
43,train,0.182689,0.209321,0.000009,0.0096,0.0287
44,train,0.156489,0.179794,0.000008,0.0096,0.0286
45,train,0.137326,0.211942,0.000010,0.0096,0.0287
46,train,0.132893,0.191992,0.000004,0.0096,0.0286
47,train,0.140582,0.222508,0.000004,0.0096,0.0287
48,train,0.159421,0.227304,0.000006,0.0096,0.0286
49,train,0.185975,0.251686,0.000010,0.0096,0.0287
50,train,0.205863,0.238088,0.000010,0.0096,0.0287
51,train,0.185926,0.218949,0.000008,0.0096,0.0287
52,train,0.175242,0.183278,0.000009,0.0096,0.0287
53,train,0.148933,0.213171,0.000009,0.0096,0.0286
54,train,0.120537,0.194843,0.000010,0.0096,0.0286
55,train,0.084905,0.180778,0.000010,0.0096,0.0286
56,train,0.066536,0.215109,0.000006,0.0096,0.0286
57,train,0.053936,0.238725,0.000006,0.0096,0.0286
58,train,0.054422,0.220668,0.000007,0.0096,0.0286
59,train,0.056366,0.256113,0.000006,0.0096,0.0286
60,train,0.063280,0.174742,0.000012,0.0096,0.0286
61,train,0.072419,0.231471,0.000010,0.0096,0.0286
62,train,0.087688,0.242446,0.000010,0.0096,0.0286
63,train,0.099540,0.151194,0.000009,0.0096,0.0286
64,train,0.098479,0.185334,0.000011,0.0096,0.0285
65,train,0.097783,0.189335,0.000014,0.0095,0.0285
66,train,0.091851,0.219782,0.000012,0.0096,0.0286
67,train,0.086144,0.195385,0.000018,0.0096,0.0286
68,train,0.082911,0.267885,0.000022,0.0095,0.0285
69,train,0.079727,0.199697,0.000024,0.0095,0.0284
70,train,0.071857,0.202380,0.000014,0.0095,0.0283
71,train,0.058347,0.144144,0.000011,0.0095,0.0284
