date,step,nav,cash,cash_pct,daily_return,reward,vol_30d,mdd_30d
2015-09-11T00:00:00.000000000,1,999.0502,492477.20,0.0493,-0.000950,-0.090231,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,1023.4545,513624.50,0.0502,0.024427,2.320609,0.000000,0.000000
2015-09-15T00:00:00.000000000,3,1025.0906,515241.63,0.0503,0.001599,0.151866,0.000000,0.000000
2015-09-16T00:00:00.000000000,4,1034.0797,519889.50,0.0503,0.008769,0.833064,0.000000,0.000000
2015-09-18T00:00:00.000000000,5,1033.1176,2481084.73,0.2402,-0.000930,-0.088388,0.009605,0.000930
2015-09-21T00:00:00.000000000,6,1041.5356,522532.00,0.0502,0.008148,0.774076,0.008787,0.000930
2015-09-22T00:00:00.000000000,7,1029.6483,515892.65,0.0501,-0.011413,-1.084253,0.010344,0.011413
2015-09-23T00:00:00.000000000,8,1047.8818,527470.13,0.0503,0.017708,1.682301,0.010653,0.011413
2015-09-24T00:00:00.000000000,9,1020.7190,510856.63,0.0500,-0.025922,-2.462558,0.014178,0.025922
2015-09-28T00:00:00.000000000,10,1029.9707,517499.04,0.0502,0.009064,0.861071,0.013599,0.025922
2015-09-29T00:00:00.000000000,11,1040.2706,523926.47,0.0504,0.010000,0.950017,0.013119,0.025922
2015-09-30T00:00:00.000000000,12,1021.1761,513462.64,0.0503,-0.018355,-1.743753,0.013959,0.025922
2015-10-01T00:00:00.000000000,13,1039.0983,520852.81,0.0501,0.017551,1.667299,0.014049,0.025922
2015-10-05T00:00:00.000000000,14,1043.6432,525327.62,0.0503,0.004374,0.415522,0.013543,0.025922
2015-10-06T00:00:00.000000000,15,1056.9691,533406.35,0.0505,0.012769,1.213020,0.013302,0.025922
2015-10-07T00:00:00.000000000,16,1079.2164,543329.40,0.0503,0.021048,1.999582,0.013540,0.025922
2015-10-08T00:00:00.000000000,17,1082.1204,1572053.72,0.1453,0.002691,0.255623,0.013146,0.025922
2015-10-09T00:00:00.000000000,18,1094.2834,548701.88,0.0501,0.011240,1.067795,0.012862,0.025922
2015-10-12T00:00:00.000000000,19,1088.0019,545631.23,0.0501,-0.005740,-0.545327,0.012751,0.025922
2015-10-13T00:00:00.000000000,20,1086.7650,545766.67,0.0502,-0.001137,-0.107996,0.012489,0.025922
2015-10-14T00:00:00.000000000,21,1092.6860,1585642.76,0.1451,0.005448,0.517587,0.012191,0.025922
2015-10-15T00:00:00.000000000,22,1091.0247,545953.17,0.0500,-0.001520,-0.144437,0.011972,0.025922
2015-10-16T00:00:00.000000000,23,1096.8846,551407.02,0.0503,0.005371,0.510241,0.011712,0.025922
2015-10-19T00:00:00.000000000,24,1105.7302,556294.45,0.0503,0.008064,0.766108,0.011493,0.025922
2015-10-20T00:00:00.000000000,25,1105.6202,1604646.16,0.1451,-0.000100,-0.009454,0.011293,0.025922
2015-10-21T00:00:00.000000000,26,1106.5456,555459.17,0.0502,0.000837,0.079520,0.011091,0.025922
2015-10-23T00:00:00.000000000,27,1114.9051,559157.59,0.0502,0.007555,0.717685,0.010905,0.025922
2015-10-26T00:00:00.000000000,28,1120.2458,561994.56,0.0502,0.004790,0.455076,0.010709,0.025922
2015-10-27T00:00:00.000000000,29,1117.6997,558533.95,0.0500,-0.002273,-0.215916,0.010588,0.025922
2015-10-28T00:00:00.000000000,30,1113.1935,561192.55,0.0504,-0.004032,-0.383008,0.010507,0.025922
2015-10-29T00:00:00.000000000,31,1115.9756,560967.99,0.0503,0.002499,0.237423,0.010475,0.025922
