date,step,nav,cash,cash_pct,daily_return,reward,vol_30d,mdd_30d
2015-09-11T00:00:00.000000000,1,999.0504,494493.02,0.0495,-0.000950,-0.090212,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,1022.9528,516028.13,0.0504,0.023925,2.272885,0.000000,0.000000
2015-09-15T00:00:00.000000000,3,1021.9437,513527.81,0.0503,-0.000987,-0.093718,0.000000,0.000000
2015-09-16T00:00:00.000000000,4,1029.5768,518196.67,0.0503,0.007469,0.709579,0.000000,0.000000
2015-09-18T00:00:00.000000000,5,1033.3715,516021.26,0.0499,0.003686,0.350140,0.009208,0.000987
2015-09-21T00:00:00.000000000,6,1038.2800,525305.90,0.0506,0.004750,0.451246,0.008435,0.000987
2015-09-22T00:00:00.000000000,7,1025.0112,517252.61,0.0505,-0.012780,-1.214061,0.010278,0.012780
2015-09-23T00:00:00.000000000,8,1034.2109,520882.74,0.0504,0.008975,0.852645,0.009778,0.012780
2015-09-24T00:00:00.000000000,9,1006.6412,2415394.42,0.2399,-0.026658,-2.532480,0.013394,0.030472
2015-09-28T00:00:00.000000000,10,1010.9931,505940.36,0.0500,0.004323,0.410704,0.012750,0.030472
2015-09-29T00:00:00.000000000,11,1010.1543,506677.26,0.0502,-0.000830,-0.078818,0.012170,0.030472
2015-09-30T00:00:00.000000000,12,994.4925,499423.74,0.0502,-0.015504,-1.472916,0.012512,0.042173
2015-10-01T00:00:00.000000000,13,1011.2887,1465051.81,0.1449,0.016889,1.604476,0.012872,0.042173
2015-10-05T00:00:00.000000000,14,1027.2513,514101.16,0.0500,0.015784,1.499521,0.012979,0.042173
2015-10-06T00:00:00.000000000,15,1028.1617,515184.35,0.0501,0.000886,0.084195,0.012542,0.042173
2015-10-07T00:00:00.000000000,16,1048.7914,524915.78,0.0500,0.020065,1.906133,0.012913,0.042173
2015-10-08T00:00:00.000000000,17,1048.5959,1517418.98,0.1447,-0.000186,-0.017705,0.012551,0.042173
2015-10-09T00:00:00.000000000,18,1065.5776,532625.22,0.0500,0.016195,1.538497,0.012573,0.042173
2015-10-12T00:00:00.000000000,19,1057.1658,530045.73,0.0501,-0.007894,-0.749944,0.012505,0.042173
2015-10-13T00:00:00.000000000,20,1059.6562,532819.53,0.0503,0.002356,0.223796,0.012189,0.042173
2015-10-14T00:00:00.000000000,21,1053.9243,524453.74,0.0498,-0.005409,-0.513871,0.012028,0.042173
2015-10-15T00:00:00.000000000,22,1053.7021,528988.97,0.0502,-0.000211,-0.020033,0.011766,0.042173
2015-10-16T00:00:00.000000000,23,1057.6710,530915.00,0.0502,0.003767,0.357831,0.011511,0.042173
2015-10-19T00:00:00.000000000,24,1061.5245,532530.08,0.0502,0.003643,0.346118,0.011271,0.042173
2015-10-20T00:00:00.000000000,25,1064.7841,529074.93,0.0497,0.003071,0.291718,0.011043,0.042173
2015-10-21T00:00:00.000000000,26,1068.7004,535077.27,0.0501,0.003678,0.349411,0.010831,0.042173
2015-10-23T00:00:00.000000000,27,1073.5720,539199.48,0.0502,0.004558,0.433050,0.010635,0.042173
2015-10-26T00:00:00.000000000,28,1084.8076,545225.97,0.0503,0.010466,0.994231,0.010542,0.042173
2015-10-27T00:00:00.000000000,29,1081.2789,539697.94,0.0499,-0.003253,-0.309022,0.010421,0.042173
2015-10-28T00:00:00.000000000,30,1066.6224,537653.15,0.0504,-0.013555,-1.287700,0.010656,0.042173
2015-10-29T00:00:00.000000000,31,1078.8520,544263.39,0.0504,0.011466,1.089246,0.010766,0.042173
