date,NIFTY50_close_last,NIFTY50_close_mean,NIFTY50_close_std,NIFTY50_ret_last,NIFTY50_ret_mean,NIFTY50_ret_std,NIFTY50_vol5_last,NIFTY50_vol5_mean,NIFTY50_vol5_std,NIFTY50_mom21_last,NIFTY50_mom21_mean,NIFTY50_mom21_std,NASDAQ_close_last,NASDAQ_close_mean,NASDAQ_close_std,NASDAQ_ret_last,NASDAQ_ret_mean,NASDAQ_ret_std,NASDAQ_vol5_last,NASDAQ_vol5_mean,NASDAQ_vol5_std,NASDAQ_mom21_last,NASDAQ_mom21_mean,NASDAQ_mom21_std,SP500_close_last,SP500_close_mean,SP500_close_std,SP500_ret_last,SP500_ret_mean,SP500_ret_std,SP500_vol5_last,SP500_vol5_mean,SP500_vol5_std,SP500_mom21_last,SP500_mom21_mean,SP500_mom21_std,USDINR_close_last,USDINR_close_mean,USDINR_close_std,USDINR_ret_last,USDINR_ret_mean,USDINR_ret_std,USDINR_vol5_last,USDINR_vol5_mean,USDINR_vol5_std,USDINR_mom21_last,USDINR_mom21_mean,USDINR_mom21_std,INDIAVIX_close_last,INDIAVIX_close_mean,INDIAVIX_close_std,INDIAVIX_ret_last,INDIAVIX_ret_mean,INDIAVIX_ret_std,INDIAVIX_vol5_last,INDIAVIX_vol5_mean,INDIAVIX_vol5_std,INDIAVIX_mom21_last,INDIAVIX_mom21_mean,INDIAVIX_mom21_std,CRUDE_close_last,CRUDE_close_mean,CRUDE_close_std,CRUDE_ret_last,CRUDE_ret_mean,CRUDE_ret_std,CRUDE_vol5_last,CRUDE_vol5_mean,CRUDE_vol5_std,CRUDE_mom21_last,CRUDE_mom21_mean,CRUDE_mom21_std
2015-01-02,8586.25,8586.25,0.0,-0.0179620280546922,-0.0179620280546922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4880.22998046875,4880.22998046875,0.0,0.025323013223801,0.025323013223801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059.68994140625,2059.68994140625,0.0,0.0233217533099382,0.0233217533099382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.02799987792969,63.02799987792969,0.0,-0.011521344739181,-0.011521344739181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.029999732971191,15.029999732971191,0.0,-0.0948445296815145,-0.0948445296815145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.09000015258789,50.09000015258789,0.0,0.1662552258053647,0.1662552258053647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,7785.85009765625,8368.96005859375,333.7928645161565,-0.0822193036860631,-0.02675562929158574,0.032225823545285595,0.0441376071903308,0.01169685744031142,0.019169462863742548,0.0,0.0,0.0,4636.10009765625,4923.5541015625,176.5125524351552,-0.0781849825044223,-0.005199163209524199,0.04384008561979774,0.0466308494483391,0.01480333154648292,0.019636457044035473,0.0,0.0,0.0,1913.8499755859373,2054.1959716796873,81.39850195018003,-0.0820097942801696,-0.010023359397106621,0.04353752609795022,0.0454319785984567,0.016129968837847057,0.018665790271997485,0.0,0.0,0.0,66.3499984741211,63.90099945068359,1.4839516577187621,0.0424875101019205,0.0102729335235518,0.02121869067824016,0.0212186906782401,0.01428759536624406,0.008832900894873555,0.0,0.0,0.0,28.71999931335449,17.763999938964844,6.283874252902993,0.5944241958809732,0.11054020091834874,0.2998616526705234,0.3198642594990972,0.14137438832845078,0.14001390967059962,0.0,0.0,0.0,45.40999984741211,54.3620002746582,6.366810429701897,-0.2266169092809244,0.013633235427839558,0.16513460839472066,0.1632594209892284,0.07626071975105078,0.073104831004414,0.0,0.0,0.0
2015-01-16,7954.89990234375,7952.89990234375,2.8284271247461903,0.0005029612007494,0.01074004126342215,0.014477417463731016,0.0398803183848423,0.042394904293338906,0.0035561614955481654,0.0,0.0,0.0,5156.31005859375,4891.695068359375,374.2221079966772,0.1082952022799807,0.0531738510659361,0.07795336246323255,0.0672599711862002,0.0539678294855971,0.018797927065977875,0.0,0.0,0.0,2102.6298828125,2013.2249145507812,126.43771865925878,0.088876121518606,0.047035989537954244,0.059170882098517966,0.0610760008559581,0.05090353982485535,0.01438603235289731,0.0,0.0,0.0,66.50800323486328,66.01750183105469,0.6936737376291554,0.0148600118517667,0.0011892760180230496,0.01933334002370013,0.0210744303733785,0.0212712697079553,0.0002783728565670061,0.0,0.0,0.0,15.640000343322754,17.44000005722046,2.5455840076618252,-0.2071596762726675,-0.30388098160150284,0.13678458176646807,0.3881189032076147,0.38115138038919594,0.009853565265951832,0.0,0.0,0.0,41.84999847412109,43.295000076293945,2.043540863443706,-0.0667762331031875,-0.04082029063740815,0.03670724585928092,0.0941599582592493,0.117806360287666,0.03344106244991356,0.0,0.0,0.0
2015-01-23,7954.89990234375,7952.89990234375,2.8284271247461903,0.0005029612007494,0.01074004126342215,0.014477417463731016,0.0398803183848423,0.042394904293338906,0.0035561614955481654,0.0,0.0,0.0,5156.31005859375,4891.695068359375,374.2221079966772,0.1082952022799807,0.0531738510659361,0.07795336246323255,0.0672599711862002,0.0539678294855971,0.018797927065977875,0.0,0.0,0.0,2102.6298828125,2013.2249145507812,126.43771865925878,0.088876121518606,0.047035989537954244,0.059170882098517966,0.0610760008559581,0.05090353982485535,0.01438603235289731,0.0,0.0,0.0,66.50800323486328,66.01750183105469,0.6936737376291554,0.0148600118517667,0.0011892760180230496,0.01933334002370013,0.0210744303733785,0.0212712697079553,0.0002783728565670061,0.0,0.0,0.0,15.640000343322754,17.44000005722046,2.5455840076618252,-0.2071596762726675,-0.30388098160150284,0.13678458176646807,0.3881189032076147,0.38115138038919594,0.009853565265951832,0.0,0.0,0.0,41.84999847412109,43.295000076293945,2.043540863443706,-0.0667762331031875,-0.04082029063740815,0.03670724585928092,0.0941599582592493,0.117806360287666,0.03344106244991356,0.0,0.0,0.0
2015-01-30,7954.89990234375,7952.89990234375,2.8284271247461903,0.0005029612007494,0.01074004126342215,0.014477417463731016,0.0398803183848423,0.042394904293338906,0.0035561614955481654,0.0,0.0,0.0,5156.31005859375,4891.695068359375,374.2221079966772,0.1082952022799807,0.0531738510659361,0.07795336246323255,0.0672599711862002,0.0539678294855971,0.018797927065977875,0.0,0.0,0.0,2102.6298828125,2013.2249145507812,126.43771865925878,0.088876121518606,0.047035989537954244,0.059170882098517966,0.0610760008559581,0.05090353982485535,0.01438603235289731,0.0,0.0,0.0,66.50800323486328,66.01750183105469,0.6936737376291554,0.0148600118517667,0.0011892760180230496,0.01933334002370013,0.0210744303733785,0.0212712697079553,0.0002783728565670061,0.0,0.0,0.0,15.640000343322754,17.44000005722046,2.5455840076618252,-0.2071596762726675,-0.30388098160150284,0.13678458176646807,0.3881189032076147,0.38115138038919594,0.009853565265951832,0.0,0.0,0.0,41.84999847412109,43.295000076293945,2.043540863443706,-0.0667762331031875,-0.04082029063740815,0.03670724585928092,0.0941599582592493,0.117806360287666,0.03344106244991356,0.0,0.0,0.0
2015-02-06,8236.4501953125,8668.56015625,333.17212037466226,-0.0838379884125839,0.010546508224515739,0.055248648985875,0.0552150538249232,0.04082408781054066,0.017325237993251048,0.0,0.0,0.0,5076.52001953125,4875.01201171875,173.02864923243263,0.038059662569056,-0.003119045487858679,0.05992661736040926,0.0599266173604093,0.07397990933306584,0.007931639677813393,0.0,0.0,0.0,2109.60009765625,2074.5999755859375,39.59917507267436,0.0204194924519054,0.0006619031950364986,0.03148432538050557,0.0314843253805056,0.05062521193237218,0.012532616857845642,0.0,0.0,0.0,63.61000061035156,62.49420013427734,0.8028459921720851,0.022914237679467,-0.00891031790618284,0.029087307469621272,0.0290873074696213,0.030531092618276256,0.005040900893313018,0.0,0.0,0.0,16.81999969482422,16.54600009918213,2.424609068697326,0.0593991120103962,-0.036023713124482146,0.27098758485879965,0.2624838003998697,0.3332223450602514,0.06468132369440256,0.0,0.0,0.0,61.2599983215332,52.449999237060545,5.126006600946169,0.2204537193331963,0.0762070627061492,0.13822544063559616,0.1382254406355962,0.14248900400437522,0.021484009722647555,0.0,0.0,0.0
2015-02-13,7931.35009765625,7972.21005859375,300.6436356425819,-0.0149481680478944,-0.025576648827375998,0.06248966515082009,0.0609061436460641,0.06204602788910142,0.003976862898416164,0.0,0.0,0.0,5123.22021484375,4943.46796875,202.08813283819666,-0.0007667406440144,0.0018314396474108014,0.05086023358562814,0.0508602335856281,0.04524783801368782,0.008512903035330427,0.0,0.0,0.0,2079.510009765625,2032.11201171875,75.61195813661172,-0.0117317883247189,-0.002873221722926259,0.05015291430495761,0.0501529143049576,0.04107794170929664,0.009767292093773326,0.0,0.0,0.0,66.46099853515625,65.49819869995117,1.173247995463371,0.0158636834586766,0.0087689174262537,0.022065917604721073,0.0220659176047211,0.02030047303278764,0.0032301571636791566,0.0,0.0,0.0,15.489999771118164,20.76599979400635,5.608816948457345,-0.2291936350625528,0.09114231876627824,0.41663844906883934,0.3353250598197911,0.3152671450661252,0.0389686273616603,0.0,0.0,0.0,39.93999862670898,46.95999984741211,6.16186302523622,-0.144301945913538,-0.08554975608034905,0.0910742847523295,0.0910742847523295,0.1351189176264155,0.02920195410045189,0.0,0.0,0.0
2015-02-20,7931.35009765625,7972.21005859375,300.6436356425819,-0.0149481680478944,-0.025576648827375998,0.06248966515082009,0.0609061436460641,0.06204602788910142,0.003976862898416164,0.0,0.0,0.0,5123.22021484375,4943.46796875,202.08813283819666,-0.0007667406440144,0.0018314396474108014,0.05086023358562814,0.0508602335856281,0.04524783801368782,0.008512903035330427,0.0,0.0,0.0,2079.510009765625,2032.11201171875,75.61195813661172,-0.0117317883247189,-0.002873221722926259,0.05015291430495761,0.0501529143049576,0.04107794170929664,0.009767292093773326,0.0,0.0,0.0,66.46099853515625,65.49819869995117,1.173247995463371,0.0158636834586766,0.0087689174262537,0.022065917604721073,0.0220659176047211,0.02030047303278764,0.0032301571636791566,0.0,0.0,0.0,15.489999771118164,20.76599979400635,5.608816948457345,-0.2291936350625528,0.09114231876627824,0.41663844906883934,0.3353250598197911,0.3152671450661252,0.0389686273616603,0.0,0.0,0.0,39.93999862670898,46.95999984741211,6.16186302523622,-0.144301945913538,-0.08554975608034905,0.0910742847523295,0.0910742847523295,0.1351189176264155,0.02920195410045189,0.0,0.0,0.0
2015-02-27,7931.35009765625,7972.21005859375,300.6436356425819,-0.0149481680478944,-0.025576648827375998,0.06248966515082009,0.0609061436460641,0.06204602788910142,0.003976862898416164,0.0,0.0,0.0,5123.22021484375,4943.46796875,202.08813283819666,-0.0007667406440144,0.0018314396474108014,0.05086023358562814,0.0508602335856281,0.04524783801368782,0.008512903035330427,0.0,0.0,0.0,2079.510009765625,2032.11201171875,75.61195813661172,-0.0117317883247189,-0.002873221722926259,0.05015291430495761,0.0501529143049576,0.04107794170929664,0.009767292093773326,0.0,0.0,0.0,66.46099853515625,65.49819869995117,1.173247995463371,0.0158636834586766,0.0087689174262537,0.022065917604721073,0.0220659176047211,0.02030047303278764,0.0032301571636791566,0.0,0.0,0.0,15.489999771118164,20.76599979400635,5.608816948457345,-0.2291936350625528,0.09114231876627824,0.41663844906883934,0.3353250598197911,0.3152671450661252,0.0389686273616603,0.0,0.0,0.0,39.93999862670898,46.95999984741211,6.16186302523622,-0.144301945913538,-0.08554975608034905,0.0910742847523295,0.0910742847523295,0.1351189176264155,0.02920195410045189,0.0,0.0,0.0
2015-03-06,8135.10009765625,8721.037475585938,406.63972734352836,-0.1006197786771209,0.01309265662057955,0.0830543675596163,0.0743476221410304,0.07141963000354452,0.0019525282199531983,0.0,0.0,0.0,5099.22998046875,4946.6925048828125,156.43235035302442,0.0236797532056199,0.0118172022070901,0.06286543357349324,0.0626919655347329,0.06316085018653365,0.0003257597925949125,0.0,0.0,0.0,2114.070068359375,2094.9150390625,30.069891899182252,0.0029797570122495,0.011065892852415375,0.020546447209702074,0.0371317094718871,0.040443831801995095,0.006416046072319631,0.0,0.0,0.0,63.6619987487793,62.33775043487549,0.8931821461709459,0.0254861374599431,-0.010756867202144374,0.04343202288109098,0.0394523282222326,0.03844248614965867,0.003981091100524273,0.010059003491742,0.0025147508729355,0.005029501745871,17.510000228881836,17.074999809265137,2.057012293671185,0.1225775197165789,-0.03085366859555367,0.2534784221909675,0.250757122365043,0.33851164218500507,0.05929703340089376,0.0,0.0,0.0,59.63999938964844,53.43249988555908,4.306764550223621,0.165957173119279,0.08802066048091106,0.1652285935961506,0.1709876532773205,0.1702694913806855,0.01393185516660464,0.0,0.0,0.0
