date,NIFTY50_close,NIFTY50_ret,NIFTY50_vol5,NIFTY50_mom21,NASDAQ_close,NASDAQ_ret,NASDAQ_vol5,NASDAQ_mom21,SP500_close,SP500_ret,SP500_vol5,SP500_mom21,USDINR_close,USDINR_ret,USDINR_vol5,USDINR_mom21,INDIAVIX_close,INDIAVIX_ret,INDIAVIX_vol5,INDIAVIX_mom21,CRUDE_close,CRUDE_ret,CRUDE_vol5,CRUDE_mom21
2015-01-01,8586.25,-0.017962028054692266,0.0,0.0,4880.22998046875,0.02532301322380102,0.0,0.0,2059.68994140625,0.023321753309938232,0.0,0.0,63.02799987792969,-0.011521344739181004,0.0,0.0,15.029999732971191,-0.09484452968151458,0.0,0.0,50.09000015258789,0.16625522580536478,0.0,0.0
2015-01-04,8586.25,-0.017962028054692266,0.0,0.0,4880.22998046875,0.02532301322380102,0.0,0.0,2059.68994140625,0.023321753309938232,0.0,0.0,62.305999755859375,-0.011521344739181004,0.0,0.0,13.670000076293944,-0.09484452968151458,0.0,0.0,50.09000015258789,0.16625522580536478,0.0,0.0
2015-01-05,8586.25,-0.017962028054692266,0.0,0.0,5005.39013671875,0.02532301322380102,0.0,0.0,2108.2900390625,0.023321753309938232,0.0,0.0,63.52299880981445,0.019344300882611125,0.021825307324870084,0.0,13.670000076293944,-0.09484452968151458,0.0,0.0,59.150001525878906,0.16625522580536478,0.0,0.0
2015-01-06,8433.400390625,-0.017962028054692266,0.0,0.0,5082.93017578125,0.015372542434111361,0.007036045371388221,0.0,2111.72998046875,0.0016302966110293845,0.015338176125612809,0.0,63.73600006103516,0.0033475267292235114,0.015436257111686107,0.0,16.90999984741211,0.21270149756997833,0.21746788139651338,0.0,60.20000076293945,0.017595748767023394,0.10511812430145705,0.0
2015-01-07,8453.0498046875,0.0023272413922110482,0.014346680011226366,0.0,5013.1201171875,-0.013829402424912032,0.0203497629126873,0.0,2077.419921875,-0.016380805936269238,0.01987968946516586,0.0,63.59000015258789,-0.002293325356815125,0.012957721716424127,0.0,15.850000381469728,-0.06473562949617888,0.16953980074664354,0.0,56.959999084472656,-0.05532311395763058,0.1129260534645685,0.0
2015-01-09,7785.85009765625,-0.0822193036860631,0.04413760719033081,0.0,4636.10009765625,-0.07818498250442238,0.046630849448339146,0.0,1913.8499755859373,-0.0820097942801696,0.04543197859845672,0.0,66.3499984741211,0.042487510101920554,0.021218690678240188,0.0,28.71999931335449,0.5944241958809732,0.31986425949909725,0.0,45.40999984741211,-0.22661690928092443,0.1632594209892284,0.0
2015-01-10,7950.89990234375,0.020977121326094902,0.04490949020183553,0.0,4627.080078125,-0.0019475001481085571,0.040675687784994016,0.0,1923.8199462890625,0.005195857557302541,0.04073107879375269,0.0,65.5270004272461,-0.012481459815720608,0.021468109042532164,0.0,19.239999771118164,-0.4006022869303382,0.37418385757077727,0.0,44.7400016784668,-0.014864348171628882,0.14145276231608278,0.0
2015-01-12,7954.89990234375,0.0005029612007494414,0.039880318384842385,0.0,5156.31005859375,0.10829520227998078,0.06725997118620021,0.0,2102.6298828125,0.08887612151860604,0.061076000855958164,0.0,66.50800323486328,0.014860011851766757,0.021074430373378528,0.0,15.640000343322754,-0.2071596762726675,0.3881189032076147,0.0,41.84999847412109,-0.0667762331031875,0.09415995825924932,0.0
2015-02-01,8395.4501953125,0.053901836968050225,0.05026694314142925,0.0,4726.81005859375,-0.08697064998758697,0.07833333420513582,0.0,2058.199951171875,-0.021357095676963613,0.06173365395365766,0.0,63.02799987792969,-0.053743219653805296,0.035533197043239095,0.0,13.800000190734863,-0.12516315108422166,0.37693930070068754,0.0,52.68999862670898,0.23033389768277862,0.16477154799109545,0.0
2015-02-02,8797.400390625,0.04676635199343083,0.05471275377156855,0.0,4676.68994140625,-0.010659986559161288,0.07835321636568154,0.0,2020.8499755859373,-0.0183135877930748,0.06182765453990112,0.0,62.01300048828125,-0.016235021803974254,0.03608178414283825,0.0,20.40999984741211,0.39135636336109375,0.42213027927994135,0.0,49.56999969482422,-0.06103985228157388,0.1650398723767312,0.0
