date,step,nav,cash,cash_pct,daily_return,reward,vol_30d,mdd_30d
2015-09-11T00:00:00.000000000,1,999.0506,496187.99,0.0497,-0.000949,-0.090196,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,1010.4810,508803.86,0.0504,0.011441,1.086926,0.000000,0.000000
2015-09-15T00:00:00.000000000,3,1015.1888,510023.09,0.0502,0.004659,0.442599,0.000000,0.000000
2015-09-16T00:00:00.000000000,4,1019.7692,516122.09,0.0506,0.004512,0.428626,0.000000,0.000000
2015-09-18T00:00:00.000000000,5,1020.1086,2446217.33,0.2398,0.000333,0.031616,0.004336,0.000000
2015-09-21T00:00:00.000000000,6,1022.3145,513380.53,0.0502,0.002162,0.205433,0.004017,0.000000
2015-09-22T00:00:00.000000000,7,1012.4870,509639.20,0.0503,-0.009613,-0.913237,0.005959,0.009613
2015-09-23T00:00:00.000000000,8,1018.5668,513505.88,0.0504,0.006005,0.570461,0.005746,0.009613
2015-09-24T00:00:00.000000000,9,990.4692,1434979.26,0.1449,-0.027585,-2.620618,0.010847,0.031150
2015-09-28T00:00:00.000000000,10,1000.8188,502404.03,0.0502,0.010449,0.992678,0.010849,0.031150
2015-09-29T00:00:00.000000000,11,1001.1292,503703.60,0.0503,0.000310,0.029462,0.010345,0.031150
2015-09-30T00:00:00.000000000,12,978.2953,491469.22,0.0502,-0.022808,-2.166773,0.011763,0.043058
2015-10-01T00:00:00.000000000,13,996.3139,1446126.84,0.1451,0.018418,1.749743,0.012515,0.043058
2015-10-05T00:00:00.000000000,14,994.7204,499235.62,0.0502,-0.001599,-0.151944,0.012066,0.043058
2015-10-06T00:00:00.000000000,15,1005.3230,504995.91,0.0502,0.010659,1.012594,0.011973,0.043058
2015-10-07T00:00:00.000000000,16,1024.9432,515110.76,0.0503,0.019516,1.854053,0.012480,0.043058
2015-10-08T00:00:00.000000000,17,1023.2539,1481740.54,0.1448,-0.001648,-0.156579,0.012132,0.043058
2015-10-09T00:00:00.000000000,18,1027.9535,516668.37,0.0503,0.004593,0.436317,0.011812,0.043058
2015-10-12T00:00:00.000000000,19,1030.7074,517963.45,0.0503,0.002679,0.254497,0.011499,0.043058
2015-10-13T00:00:00.000000000,20,1031.7065,518384.04,0.0502,0.000969,0.092092,0.011209,0.043058
2015-10-14T00:00:00.000000000,21,1023.2713,1483348.78,0.1450,-0.008176,-0.776716,0.011137,0.043058
2015-10-15T00:00:00.000000000,22,1019.3562,511621.32,0.0502,-0.003826,-0.363478,0.010930,0.043058
2015-10-16T00:00:00.000000000,23,1020.3502,510540.33,0.0500,0.000975,0.092634,0.010690,0.043058
2015-10-19T00:00:00.000000000,24,1019.2216,513458.24,0.0504,-0.001106,-0.105075,0.010473,0.043058
2015-10-20T00:00:00.000000000,25,1024.1920,1484992.24,0.1450,0.004877,0.463279,0.010291,0.043058
2015-10-21T00:00:00.000000000,26,1026.6654,515339.96,0.0502,0.002415,0.229426,0.010095,0.043058
2015-10-23T00:00:00.000000000,27,1023.8201,514063.24,0.0502,-0.002771,-0.263281,0.009933,0.043058
2015-10-26T00:00:00.000000000,28,1037.2084,523483.26,0.0505,0.013077,1.242291,0.010011,0.043058
2015-10-27T00:00:00.000000000,29,1036.2325,2486308.35,0.2399,-0.000941,-0.089378,0.009846,0.043058
2015-10-28T00:00:00.000000000,30,1024.3891,511854.80,0.0500,-0.011429,-1.085782,0.009946,0.043058
2015-10-29T00:00:00.000000000,31,1027.9176,518084.30,0.0504,0.003444,0.327226,0.009950,0.043058
