date,step,ticker,action,shares,price,value,commission
2015-09-14T00:00:00.000000000,2,NSE_SOLARINDS,SELL,-6,719.80,-4318.80,4.32
2015-09-14T00:00:00.000000000,2,NSE_TATAPOWER,BUY,35,59.80,2093.00,2.09
2015-09-15T00:00:00.000000000,3,NSE_ADANIPORTS,SELL,-5,330.40,-1652.00,1.65
2015-09-15T00:00:00.000000000,3,NSE_AMBUJACEM,SELL,-481,211.05,-101515.05,101.52
2015-09-15T00:00:00.000000000,3,NSE_BAJAJ_AUTO,BUY,1,2315.00,2315.00,2.31
2015-09-15T00:00:00.000000000,3,NSE_BEL,BUY,158,33.18,5242.72,5.24
2015-09-15T00:00:00.000000000,3,NSE_BHARTIARTL,BUY,314,318.99,100161.80,100.16
2015-09-15T00:00:00.000000000,3,NSE_GODREJCP,SELL,-9,423.30,-3809.70,3.81
2015-09-15T00:00:00.000000000,3,NSE_HDFCBANK,SELL,-398,254.49,-101286.03,101.29
2015-09-15T00:00:00.000000000,3,NSE_JSWSTEEL,SELL,-14,99.85,-1397.90,1.40
2015-09-15T00:00:00.000000000,3,NSE_TATAPOWER,SELL,-54,61.85,-3339.90,3.34
2015-09-15T00:00:00.000000000,3,NSE_TITAN,BUY,302,331.00,99962.00,99.96
2015-09-16T00:00:00.000000000,4,NSE_ADANIPORTS,SELL,-7,337.65,-2363.55,2.36
2015-09-16T00:00:00.000000000,4,NSE_AMBUJACEM,BUY,482,207.70,100111.40,100.11
2015-09-16T00:00:00.000000000,4,NSE_BEL,SELL,-3021,33.30,-100594.52,100.59
2015-09-16T00:00:00.000000000,4,NSE_JSWSTEEL,BUY,43,95.70,4115.10,4.12
2015-09-16T00:00:00.000000000,4,NSE_SOLARINDS,BUY,3,704.69,2114.07,2.11
2015-09-18T00:00:00.000000000,5,NSE_AMBUJACEM,SELL,-9,212.00,-1908.00,1.91
2015-09-18T00:00:00.000000000,5,NSE_BAJAJ_AUTO,SELL,-1,2375.00,-2375.00,2.38
2015-09-18T00:00:00.000000000,5,NSE_BHARTIARTL,SELL,-5,324.44,-1622.19,1.62
2015-09-18T00:00:00.000000000,5,NSE_TITAN,BUY,5,326.30,1631.50,1.63
2015-09-21T00:00:00.000000000,6,NSE_ADANIPORTS,SELL,-296,335.80,-99396.80,99.40
2015-09-21T00:00:00.000000000,6,NSE_ADANIPOWER,BUY,107887,4.64,500595.72,500.60
2015-09-21T00:00:00.000000000,6,NSE_AMBUJACEM,BUY,1925,208.70,401747.49,401.75
2015-09-21T00:00:00.000000000,6,NSE_BAJAJ_AUTO,BUY,178,2275.00,404950.00,404.95
2015-09-21T00:00:00.000000000,6,NSE_BHARTIARTL,SELL,-309,318.99,-98566.87,98.57
2015-09-21T00:00:00.000000000,6,NSE_GODREJCP,BUY,1027,396.13,406828.52,406.83
2015-09-21T00:00:00.000000000,6,NSE_HDFCBANK,BUY,1929,259.49,500551.36,500.55
2015-09-21T00:00:00.000000000,6,NSE_JSWSTEEL,BUY,4306,93.51,402654.04,402.65
2015-09-21T00:00:00.000000000,6,NSE_SOLARINDS,BUY,563,710.20,399842.61,399.84
2015-09-21T00:00:00.000000000,6,NSE_TATAPOWER,BUY,6237,63.70,397296.90,397.30
2015-09-21T00:00:00.000000000,6,NSE_TCS,BUY,314,1275.00,400350.00,400.35
2015-09-21T00:00:00.000000000,6,NSE_TITAN,BUY,1257,320.00,402240.00,402.24
2015-09-22T00:00:00.000000000,7,NSE_ABB,BUY,500,1006.41,503204.68,503.20
2015-09-22T00:00:00.000000000,7,NSE_ADANIPOWER,SELL,-107887,5.02,-541592.74,541.59
2015-09-22T00:00:00.000000000,7,NSE_BAJAJ_AUTO,SELL,-4,2332.90,-9331.60,9.33
2015-09-22T00:00:00.000000000,7,NSE_GODREJCP,BUY,17,393.67,6692.33,6.69
2015-09-22T00:00:00.000000000,7,NSE_HDFCBANK,SELL,-1929,262.51,-506386.64,506.39
2015-09-22T00:00:00.000000000,7,NSE_JSWSTEEL,BUY,77,92.81,7145.99,7.15
2015-09-22T00:00:00.000000000,7,NSE_LT,BUY,484,1040.20,503456.30,503.46
2015-09-22T00:00:00.000000000,7,NSE_SOLARINDS,SELL,-2,716.00,-1432.00,1.43
2015-09-22T00:00:00.000000000,7,NSE_TATAPOWER,SELL,-94,64.90,-6100.60,6.10
2015-09-22T00:00:00.000000000,7,NSE_TCS,BUY,2,1278.75,2557.50,2.56
2015-09-22T00:00:00.000000000,7,NSE_TITAN,BUY,13,319.50,4153.50,4.15
2015-09-23T00:00:00.000000000,8,NSE_ABB,BUY,4,986.72,3946.88,3.95
2015-09-23T00:00:00.000000000,8,NSE_ADANIPORTS,BUY,1592,312.75,497898.00,497.90
2015-09-23T00:00:00.000000000,8,NSE_AMBUJACEM,SELL,-2398,204.05,-489311.91,489.31
2015-09-23T00:00:00.000000000,8,NSE_BAJAJ_AUTO,BUY,6,2242.00,13452.00,13.45
2015-09-23T00:00:00.000000000,8,NSE_GODREJCP,SELL,-22,396.00,-8711.99,8.71
2015-09-23T00:00:00.000000000,8,NSE_HDFCBANK,BUY,1955,254.80,498134.01,498.13
2015-09-23T00:00:00.000000000,8,NSE_JSWSTEEL,BUY,106,89.99,9538.94,9.54
2015-09-23T00:00:00.000000000,8,NSE_LT,BUY,23,982.00,22585.98,22.59
2015-09-23T00:00:00.000000000,8,NSE_SOLARINDS,SELL,-7,715.77,-5010.39,5.01
2015-09-23T00:00:00.000000000,8,NSE_TATAPOWER,BUY,218,62.40,13603.20,13.60
2015-09-23T00:00:00.000000000,8,NSE_TCS,SELL,-1,1267.15,-1267.15,1.27
2015-09-23T00:00:00.000000000,8,NSE_TITAN,SELL,-1577,317.00,-499909.00,499.91
2015-09-24T00:00:00.000000000,9,NSE_ABB,SELL,-504,979.54,-493689.99,493.69
2015-09-24T00:00:00.000000000,9,NSE_AMBUJACEM,BUY,2413,206.30,497801.91,497.80
2015-09-24T00:00:00.000000000,9,NSE_BAJAJ_AUTO,SELL,-1,2248.00,-2248.00,2.25
2015-09-24T00:00:00.000000000,9,NSE_GODREJCP,BUY,27,387.33,10457.99,10.46
2015-09-24T00:00:00.000000000,9,NSE_HDFCBANK,SELL,-1955,261.75,-511721.25,511.72
2015-09-24T00:00:00.000000000,9,NSE_JSWSTEEL,BUY,186,87.00,16182.00,16.18
2015-09-24T00:00:00.000000000,9,NSE_LT,SELL,-5,991.60,-4957.99,4.96
2015-09-24T00:00:00.000000000,9,NSE_SOLARINDS,SELL,-3,717.80,-2153.40,2.15
2015-09-24T00:00:00.000000000,9,NSE_TATAPOWER,SELL,-86,63.05,-5422.30,5.42
2015-09-24T00:00:00.000000000,9,NSE_TCS,SELL,-1,1267.75,-1267.75,1.27
2015-09-24T00:00:00.000000000,9,NSE_TVSMOTOR,BUY,2161,230.35,497786.36,497.79
2015-09-28T00:00:00.000000000,10,NSE_ADANIPORTS,SELL,-1592,304.60,-484923.21,484.92
2015-09-28T00:00:00.000000000,10,NSE_ADANIPOWER,BUY,100449,4.98,500236.02,500.24
2015-09-28T00:00:00.000000000,10,NSE_BAJAJ_AUTO,SELL,-4,2300.00,-9200.00,9.20
2015-09-28T00:00:00.000000000,10,NSE_GODREJCP,SELL,-12,392.77,-4713.20,4.71
2015-09-28T00:00:00.000000000,10,NSE_JSWSTEEL,SELL,-44,88.10,-3876.40,3.88
2015-09-28T00:00:00.000000000,10,NSE_LT,BUY,10,976.00,9759.99,9.76
2015-09-28T00:00:00.000000000,10,NSE_SOLARINDS,SELL,-3,724.80,-2174.40,2.17
2015-09-28T00:00:00.000000000,10,NSE_TATAPOWER,SELL,-188,64.90,-12201.20,12.20
2015-09-28T00:00:00.000000000,10,NSE_TCS,SELL,-7,1297.00,-9079.00,9.08
2015-09-28T00:00:00.000000000,10,NSE_TVSMOTOR,SELL,-49,236.80,-11603.20,11.60
2015-09-29T00:00:00.000000000,11,NSE_ADANIPOWER,BUY,1805,4.84,8736.20,8.74
2015-09-29T00:00:00.000000000,11,NSE_AMBUJACEM,SELL,-2413,200.50,-483806.50,483.81
2015-09-29T00:00:00.000000000,11,NSE_BAJAJ_AUTO,BUY,2,2258.00,4516.00,4.52
2015-09-29T00:00:00.000000000,11,NSE_ICICIBANK,BUY,2064,239.73,494796.60,494.80
2015-09-29T00:00:00.000000000,11,NSE_JSWSTEEL,BUY,213,84.03,17897.33,17.90
2015-09-29T00:00:00.000000000,11,NSE_LT,BUY,10,946.67,9466.66,9.47
2015-09-29T00:00:00.000000000,11,NSE_SBIN,BUY,2097,236.00,494892.00,494.89
2015-09-29T00:00:00.000000000,11,NSE_SOLARINDS,SELL,-3,719.80,-2159.40,2.16
2015-09-29T00:00:00.000000000,11,NSE_TATAPOWER,SELL,-35,64.50,-2257.50,2.26
2015-09-29T00:00:00.000000000,11,NSE_TCS,SELL,-2,1291.68,-2583.35,2.58
2015-09-29T00:00:00.000000000,11,NSE_TVSMOTOR,SELL,-2112,230.00,-485760.00,485.76
2015-09-30T00:00:00.000000000,12,NSE_ADANIPOWER,SELL,-1608,4.97,-7991.76,7.99
2015-09-30T00:00:00.000000000,12,NSE_BAJAJ_AUTO,BUY,1,2266.00,2266.00,2.27
2015-09-30T00:00:00.000000000,12,NSE_GODREJCP,SELL,-11,396.33,-4359.66,4.36
2015-09-30T00:00:00.000000000,12,NSE_ICICIBANK,SELL,-36,246.64,-8878.90,8.88
2015-09-30T00:00:00.000000000,12,NSE_JSWSTEEL,SELL,-61,85.80,-5233.80,5.23
2015-09-30T00:00:00.000000000,12,NSE_LT,SELL,-10,976.53,-9765.32,9.77
2015-09-30T00:00:00.000000000,12,NSE_SBIN,SELL,-2097,244.85,-513450.46,513.45
2015-09-30T00:00:00.000000000,12,NSE_SOLARINDS,BUY,12,714.81,8577.72,8.58
2015-09-30T00:00:00.000000000,12,NSE_TATAPOWER,SELL,-151,66.50,-10041.50,10.04
2015-09-30T00:00:00.000000000,12,NSE_TCS,SELL,-5,1321.85,-6609.25,6.61
2015-09-30T00:00:00.000000000,12,NSE_TVSMOTOR,BUY,2151,232.45,499999.94,500.00
2015-10-01T00:00:00.000000000,13,NSE_BAJAJ_AUTO,SELL,-4,2311.00,-9244.00,9.24
2015-10-01T00:00:00.000000000,13,NSE_GODREJCP,SELL,-41,410.62,-16835.27,16.84
2015-10-01T00:00:00.000000000,13,NSE_ICICIBANK,SELL,-2028,248.59,-504141.87,504.14
2015-10-01T00:00:00.000000000,13,NSE_JSWSTEEL,SELL,-182,88.80,-16161.60,16.16
2015-10-01T00:00:00.000000000,13,NSE_LT,SELL,-5,988.67,-4943.33,4.94
2015-10-01T00:00:00.000000000,13,NSE_PIDILITIND,BUY,1761,284.62,501224.62,501.22
2015-10-01T00:00:00.000000000,13,NSE_SOLARINDS,BUY,17,700.00,11900.00,11.90
2015-10-01T00:00:00.000000000,13,NSE_TATAPOWER,BUY,157,65.30,10252.10,10.25
2015-10-01T00:00:00.000000000,13,NSE_TCS,BUY,7,1299.50,9096.50,9.10
2015-10-01T00:00:00.000000000,13,NSE_TVSMOTOR,BUY,22,230.65,5074.30,5.07
2015-10-05T00:00:00.000000000,14,NSE_ADANIPOWER,BUY,1329,4.93,6551.97,6.55
2015-10-05T00:00:00.000000000,14,NSE_ICICIBANK,BUY,2030,247.64,502701.30,502.70
2015-10-05T00:00:00.000000000,14,NSE_JSWSTEEL,BUY,46,88.30,4061.80,4.06
2015-10-05T00:00:00.000000000,14,NSE_LT,SELL,-507,1002.73,-508385.31,508.39
2015-10-05T00:00:00.000000000,14,NSE_PIDILITIND,SELL,-43,292.45,-12575.35,12.58
2015-10-05T00:00:00.000000000,14,NSE_SBIN,BUY,2111,238.10,502629.11,502.63
2015-10-05T00:00:00.000000000,14,NSE_SOLARINDS,BUY,14,688.61,9640.54,9.64
2015-10-05T00:00:00.000000000,14,NSE_TATAPOWER,SELL,-74,66.10,-4891.40,4.89
2015-10-05T00:00:00.000000000,14,NSE_TCS,SELL,-6,1326.35,-7958.10,7.96
2015-10-05T00:00:00.000000000,14,NSE_TVSMOTOR,SELL,-2173,231.80,-503701.41,503.70
2015-10-06T00:00:00.000000000,15,NSE_ADANIPOWER,SELL,-1573,5.07,-7975.11,7.98
2015-10-06T00:00:00.000000000,15,NSE_AMBUJACEM,BUY,2401,212.00,509012.00,509.01
2015-10-06T00:00:00.000000000,15,NSE_BAJAJ_AUTO,SELL,-4,2395.00,-9580.00,9.58
2015-10-06T00:00:00.000000000,15,NSE_GODREJCP,SELL,-58,437.38,-25368.21,25.37
2015-10-06T00:00:00.000000000,15,NSE_ICICIBANK,SELL,-59,258.18,-15232.71,15.23
2015-10-06T00:00:00.000000000,15,NSE_JSWSTEEL,SELL,-123,91.38,-11239.74,11.24
2015-10-06T00:00:00.000000000,15,NSE_PIDILITIND,SELL,-1718,289.85,-497962.31,497.96
2015-10-06T00:00:00.000000000,15,NSE_SBIN,SELL,-14,242.70,-3397.80,3.40
2015-10-06T00:00:00.000000000,15,NSE_SOLARINDS,BUY,11,687.00,7557.00,7.56
2015-10-06T00:00:00.000000000,15,NSE_TATAPOWER,SELL,-64,67.50,-4320.00,4.32
2015-10-06T00:00:00.000000000,15,NSE_TCS,SELL,-6,1362.50,-8175.00,8.18
2015-10-07T00:00:00.000000000,16,NSE_ADANIPOWER,SELL,-2349,5.19,-12191.31,12.19
2015-10-07T00:00:00.000000000,16,NSE_AMBUJACEM,SELL,-2401,210.10,-504450.11,504.45
2015-10-07T00:00:00.000000000,16,NSE_BAJAJ_AUTO,BUY,2,2371.10,4742.20,4.74
2015-10-07T00:00:00.000000000,16,NSE_BEL,BUY,14136,36.00,508894.98,508.89
2015-10-07T00:00:00.000000000,16,NSE_GODREJCP,SELL,-10,441.20,-4412.00,4.41
2015-10-07T00:00:00.000000000,16,NSE_ICICIBANK,BUY,22,255.36,5617.99,5.62
2015-10-07T00:00:00.000000000,16,NSE_JSWSTEEL,BUY,53,90.49,4795.97,4.80
2015-10-07T00:00:00.000000000,16,NSE_PIDILITIND,BUY,1751,290.50,508665.50,508.67
2015-10-07T00:00:00.000000000,16,NSE_SBIN,BUY,22,240.15,5283.30,5.28
2015-10-07T00:00:00.000000000,16,NSE_SOLARINDS,SELL,-3,689.41,-2068.23,2.07
2015-10-07T00:00:00.000000000,16,NSE_TATAPOWER,SELL,-7541,69.10,-521083.09,521.08
2015-10-07T00:00:00.000000000,16,NSE_TCS,BUY,4,1346.97,5387.90,5.39
2015-10-08T00:00:00.000000000,17,NSE_ABB,BUY,496,1028.03,509901.62,509.90
2015-10-08T00:00:00.000000000,17,NSE_ADANIPOWER,SELL,-98053,5.36,-525564.05,525.56
2015-10-08T00:00:00.000000000,17,NSE_BAJAJ_AUTO,SELL,-9,2479.90,-22319.10,22.32
2015-10-08T00:00:00.000000000,17,NSE_BEL,SELL,-147,36.51,-5366.38,5.37
2015-10-08T00:00:00.000000000,17,NSE_GODREJCP,BUY,35,430.00,15049.99,15.05
2015-10-08T00:00:00.000000000,17,NSE_ICICIBANK,SELL,-4,256.73,-1026.91,1.03
2015-10-08T00:00:00.000000000,17,NSE_JSWSTEEL,SELL,-36,91.40,-3290.40,3.29
2015-10-08T00:00:00.000000000,17,NSE_PIDILITIND,BUY,24,287.60,6902.40,6.90
2015-10-08T00:00:00.000000000,17,NSE_SBIN,SELL,-13,242.45,-3151.85,3.15
2015-10-08T00:00:00.000000000,17,NSE_SOLARINDS,BUY,2,689.60,1379.20,1.38
2015-10-08T00:00:00.000000000,17,NSE_TCS,BUY,5,1335.00,6675.00,6.67
2015-10-09T00:00:00.000000000,18,NSE_ABB,SELL,-496,1023.50,-507654.79,507.65
2015-10-09T00:00:00.000000000,18,NSE_AMBUJACEM,BUY,2417,211.15,510349.54,510.35
2015-10-09T00:00:00.000000000,18,NSE_BAJAJ_AUTO,BUY,3,2448.00,7344.00,7.34
2015-10-09T00:00:00.000000000,18,NSE_BEL,SELL,-31,36.58,-1133.85,1.13
2015-10-09T00:00:00.000000000,18,NSE_GODREJCP,BUY,21,422.42,8870.74,8.87
2015-10-09T00:00:00.000000000,18,NSE_ICICIBANK,BUY,6,255.91,1535.45,1.54
2015-10-09T00:00:00.000000000,18,NSE_JSWSTEEL,SELL,-62,92.40,-5728.80,5.73
2015-10-09T00:00:00.000000000,18,NSE_SBIN,SELL,-27,245.50,-6628.50,6.63
2015-10-09T00:00:00.000000000,18,NSE_SOLARINDS,SELL,-11,700.00,-7700.00,7.70
2015-10-09T00:00:00.000000000,18,NSE_TCS,BUY,3,1325.25,3975.75,3.98
2015-10-12T00:00:00.000000000,19,NSE_AMBUJACEM,SELL,-2417,209.40,-506119.79,506.12
2015-10-12T00:00:00.000000000,19,NSE_BAJAJ_AUTO,BUY,188,2450.50,460694.00,460.69
2015-10-12T00:00:00.000000000,19,NSE_BEL,BUY,12448,36.76,457557.40,457.56
2015-10-12T00:00:00.000000000,19,NSE_BHARTIARTL,BUY,3095,313.58,970530.34,970.53
2015-10-12T00:00:00.000000000,19,NSE_GODREJCP,BUY,1104,419.67,463311.55,463.31
2015-10-12T00:00:00.000000000,19,NSE_ICICIBANK,BUY,1716,261.55,448811.56,448.81
2015-10-12T00:00:00.000000000,19,NSE_JSWSTEEL,BUY,5096,91.39,465723.44,465.72
2015-10-12T00:00:00.000000000,19,NSE_PIDILITIND,BUY,1574,289.77,456105.84,456.11
2015-10-12T00:00:00.000000000,19,NSE_SBIN,BUY,1898,244.10,463301.81,463.30
2015-10-12T00:00:00.000000000,19,NSE_SOLARINDS,BUY,644,706.99,455301.55,455.30
2015-10-12T00:00:00.000000000,19,NSE_TCS,BUY,346,1327.50,459315.00,459.31
2015-10-13T00:00:00.000000000,20,NSE_BAJAJ_AUTO,SELL,-1,2430.00,-2430.00,2.43
2015-10-13T00:00:00.000000000,20,NSE_BEL,BUY,28,36.37,1018.26,1.02
2015-10-13T00:00:00.000000000,20,NSE_BHARTIARTL,SELL,-3095,316.37,-979175.90,979.18
2015-10-13T00:00:00.000000000,20,NSE_GODREJCP,SELL,-22,419.60,-9231.19,9.23
2015-10-13T00:00:00.000000000,20,NSE_ICICIBANK,SELL,-12,259.91,-3118.91,3.12
2015-10-13T00:00:00.000000000,20,NSE_JSWSTEEL,BUY,14,90.40,1265.60,1.27
2015-10-13T00:00:00.000000000,20,NSE_SBIN,SELL,-37,244.00,-9028.00,9.03
2015-10-13T00:00:00.000000000,20,NSE_SOLARINDS,BUY,41,680.00,27880.00,27.88
2015-10-13T00:00:00.000000000,20,NSE_TATAPOWER,BUY,13732,70.00,961240.00,961.24
2015-10-13T00:00:00.000000000,20,NSE_TCS,BUY,7,1301.40,9109.80,9.11
2015-10-14T00:00:00.000000000,21,NSE_BAJAJ_AUTO,SELL,-5,2456.30,-12281.50,12.28
2015-10-14T00:00:00.000000000,21,NSE_BEL,BUY,261,35.89,9368.30,9.37
2015-10-14T00:00:00.000000000,21,NSE_GODREJCP,BUY,36,411.83,14825.98,14.83
2015-10-14T00:00:00.000000000,21,NSE_ICICIBANK,BUY,20,257.68,5153.63,5.15
2015-10-14T00:00:00.000000000,21,NSE_JSWSTEEL,SELL,-140,91.30,-12782.00,12.78
2015-10-14T00:00:00.000000000,21,NSE_PIDILITIND,SELL,-17,287.50,-4887.50,4.89
2015-10-14T00:00:00.000000000,21,NSE_SBIN,SELL,-8,243.70,-1949.60,1.95
2015-10-14T00:00:00.000000000,21,NSE_SOLARINDS,SELL,-15,685.02,-10275.30,10.28
2015-10-14T00:00:00.000000000,21,NSE_TATAPOWER,SELL,-44,70.00,-3080.00,3.08
2015-10-14T00:00:00.000000000,21,NSE_TCS,BUY,14,1274.00,17836.00,17.84
2015-10-15T00:00:00.000000000,22,NSE_BAJAJ_AUTO,SELL,-390,2450.00,-955500.00,955.50
2015-10-15T00:00:00.000000000,22,NSE_BEL,SELL,-208,36.27,-7544.08,7.54
2015-10-15T00:00:00.000000000,22,NSE_GODREJCP,SELL,-12,415.00,-4979.99,4.98
2015-10-15T00:00:00.000000000,22,NSE_JSWSTEEL,BUY,62,91.00,5642.00,5.64
2015-10-15T00:00:00.000000000,22,NSE_PIDILITIND,SELL,-20,289.98,-5799.50,5.80
2015-10-15T00:00:00.000000000,22,NSE_SBIN,SELL,-27,246.00,-6642.00,6.64
2015-10-15T00:00:00.000000000,22,NSE_SOLARINDS,SELL,-17,694.97,-11814.49,11.81
2015-10-15T00:00:00.000000000,22,NSE_TCS,BUY,19,1245.00,23655.00,23.66
2015-10-15T00:00:00.000000000,22,NSE_TRENT,BUY,7125,134.80,960450.02,960.45
2015-10-16T00:00:00.000000000,23,NSE_BEL,BUY,92,36.06,3317.57,3.32
2015-10-16T00:00:00.000000000,23,NSE_GODREJCP,BUY,32,408.33,13066.65,13.07
2015-10-16T00:00:00.000000000,23,NSE_ICICIBANK,SELL,-39,260.45,-10157.72,10.16
2015-10-16T00:00:00.000000000,23,NSE_JSWSTEEL,SELL,-70,91.40,-6398.00,6.40
2015-10-16T00:00:00.000000000,23,NSE_PIDILITIND,SELL,-21,291.20,-6115.20,6.12
2015-10-16T00:00:00.000000000,23,NSE_SBIN,SELL,-69,249.85,-17239.65,17.24
2015-10-16T00:00:00.000000000,23,NSE_SOLARINDS,BUY,37,675.55,24995.35,25.00
2015-10-16T00:00:00.000000000,23,NSE_TATAPOWER,SELL,-65,70.35,-4572.75,4.57
2015-10-16T00:00:00.000000000,23,NSE_TCS,BUY,1,1240.45,1240.45,1.24
2015-10-16T00:00:00.000000000,23,NSE_TRENT,SELL,-7125,134.25,-956531.25,956.53
2015-10-19T00:00:00.000000000,24,NSE_ADANIPOWER,BUY,42924,5.88,252393.12,252.39
2015-10-19T00:00:00.000000000,24,NSE_BEL,SELL,-19621,36.27,-711646.27,711.65
2015-10-19T00:00:00.000000000,24,NSE_GODREJCP,SELL,-1721,402.67,-692988.63,692.99
2015-10-19T00:00:00.000000000,24,NSE_ICICIBANK,SELL,-2721,263.09,-715869.62,715.87
2015-10-19T00:00:00.000000000,24,NSE_JSWSTEEL,SELL,-7675,89.73,-688677.72,688.68
2015-10-19T00:00:00.000000000,24,NSE_PIDILITIND,SELL,-2420,289.50,-700590.00,700.59
2015-10-19T00:00:00.000000000,24,NSE_SBIN,SELL,-2853,256.65,-732222.43,732.22
2015-10-19T00:00:00.000000000,24,NSE_SOLARINDS,SELL,-1047,678.60,-710494.17,710.49
2015-10-19T00:00:00.000000000,24,NSE_TATAPOWER,SELL,-13623,70.00,-953610.00,953.61
2015-10-19T00:00:00.000000000,24,NSE_TCS,SELL,-570,1245.00,-709650.00,709.65
2015-10-19T00:00:00.000000000,24,NSE_TRENT,BUY,1827,138.10,252308.71,252.31
2015-10-20T00:00:00.000000000,25,NSE_ADANIPOWER,SELL,-42924,5.77,-247671.48,247.67
2015-10-20T00:00:00.000000000,25,NSE_AMBUJACEM,BUY,1197,210.40,251848.79,251.85
2015-10-20T00:00:00.000000000,25,NSE_GODREJCP,SELL,-7,406.63,-2846.43,2.85
2015-10-20T00:00:00.000000000,25,NSE_ICICIBANK,BUY,8,260.45,2083.63,2.08
2015-10-20T00:00:00.000000000,25,NSE_JSWSTEEL,BUY,22,88.90,1955.80,1.96
2015-10-20T00:00:00.000000000,25,NSE_SBIN,BUY,7,254.50,1781.50,1.78
2015-10-20T00:00:00.000000000,25,NSE_SOLARINDS,SELL,-2,681.00,-1362.00,1.36
2015-10-20T00:00:00.000000000,25,NSE_TCS,SELL,-1,1248.12,-1248.12,1.25
2015-10-21T00:00:00.000000000,26,NSE_AMBUJACEM,BUY,15,208.15,3122.25,3.12
2015-10-21T00:00:00.000000000,26,NSE_BEL,SELL,-328,38.06,-12483.85,12.48
2015-10-21T00:00:00.000000000,26,NSE_GODREJCP,SELL,-7,412.00,-2884.00,2.88
2015-10-21T00:00:00.000000000,26,NSE_ICICIBANK,BUY,5,259.59,1297.95,1.30
2015-10-21T00:00:00.000000000,26,NSE_SOLARINDS,SELL,-370,680.00,-251600.00,251.60
2015-10-21T00:00:00.000000000,26,NSE_TATAPOWER,BUY,3536,71.35,252293.59,252.29
2015-10-21T00:00:00.000000000,26,NSE_TCS,SELL,-2,1267.50,-2535.00,2.54
2015-10-21T00:00:00.000000000,26,NSE_TRENT,BUY,18,136.71,2460.78,2.46
2015-10-23T00:00:00.000000000,27,NSE_ADANIPOWER,BUY,40880,6.18,252638.39,252.64
2015-10-23T00:00:00.000000000,27,NSE_AMBUJACEM,SELL,-1212,210.50,-255126.00,255.13
2015-10-23T00:00:00.000000000,27,NSE_BEL,BUY,99,37.55,3716.99,3.72
2015-10-23T00:00:00.000000000,27,NSE_GODREJCP,SELL,-5,415.67,-2078.33,2.08
2015-10-23T00:00:00.000000000,27,NSE_JSWSTEEL,SELL,-86,91.90,-7903.40,7.90
2015-10-23T00:00:00.000000000,27,NSE_PIDILITIND,BUY,7,287.70,2013.90,2.01
2015-10-23T00:00:00.000000000,27,NSE_SBIN,BUY,8,253.00,2024.00,2.02
2015-10-23T00:00:00.000000000,27,NSE_TATAPOWER,BUY,17,71.10,1208.70,1.21
2015-10-23T00:00:00.000000000,27,NSE_TCS,SELL,-1,1274.00,-1274.00,1.27
2015-10-23T00:00:00.000000000,27,NSE_TRENT,SELL,-32,139.32,-4458.08,4.46
2015-10-26T00:00:00.000000000,28,NSE_ADANIPOWER,BUY,114008,6.20,706849.58,706.85
