date,step,ticker,action,shares,buy_shares,sell_shares,price,value,commission,avg_cost_before,avg_cost_after,realized_pnl,position_after
2015-07-06T00:00:00.000000000,0,AMBUJACEM,BUY,4007,4007,0,237.10,950059.72,950.06,0.0000,237.3371,0.00,4007
2015-07-06T00:00:00.000000000,0,BHARTIARTL,BUY,2448,2448,0,387.99,949802.56,949.80,0.0000,388.3792,0.00,2448
2015-07-06T00:00:00.000000000,0,BOSCHLTD,BUY,42,42,0,22501.00,945042.00,945.04,0.0000,22523.5010,0.00,42
2015-07-06T00:00:00.000000000,0,DRREDDY,BUY,1339,1339,0,709.20,949618.82,949.62,0.0000,709.9092,0.00,1339
2015-07-06T00:00:00.000000000,0,HCLTECH,BUY,2010,2010,0,472.55,949825.48,949.83,0.0000,473.0225,0.00,2010
2015-07-06T00:00:00.000000000,0,HINDUNILVR,BUY,1035,1035,0,917.00,949095.00,949.10,0.0000,917.9170,0.00,1035
2015-07-06T00:00:00.000000000,0,JSWENERGY,BUY,10010,10010,0,94.90,949949.02,949.95,0.0000,94.9949,0.00,10010
2015-07-06T00:00:00.000000000,0,NESTLEIND,BUY,3066,3066,0,310.00,950452.33,950.45,0.0000,310.3075,0.00,3066
2015-07-06T00:00:00.000000000,0,RELIANCE,BUY,4171,4171,0,227.69,949702.13,949.70,0.0000,227.9194,0.00,4171
2015-07-06T00:00:00.000000000,0,SIEMENS,BUY,1144,1144,0,830.02,949539.76,949.54,0.0000,830.8473,0.00,1144
2015-07-07T00:00:00.000000000,1,AMBUJACEM,SELL,-62,0,62,245.50,-15221.00,15.22,237.3371,237.3371,490.88,3945
2015-07-07T00:00:00.000000000,1,BHARTIARTL,BUY,34,34,0,390.24,13268.31,13.27,388.3792,388.4101,0.00,2482
2015-07-07T00:00:00.000000000,1,BOSCHLTD,SELL,-1,0,1,23151.00,-23151.00,23.15,22523.5010,22523.5010,604.35,41
2015-07-07T00:00:00.000000000,1,DRREDDY,SELL,-36,0,36,743.20,-26755.20,26.76,709.9092,709.9092,1171.71,1303
2015-07-07T00:00:00.000000000,1,HCLTECH,SELL,-3,0,3,482.50,-1447.50,1.45,473.0225,473.0225,26.98,2007
2015-07-07T00:00:00.000000000,1,HINDUNILVR,BUY,15,15,0,921.60,13824.00,13.82,917.9170,917.9828,0.00,1050
2015-07-07T00:00:00.000000000,1,JSWENERGY,SELL,-174,0,174,98.45,-17130.30,17.13,94.9949,94.9949,584.06,9836
2015-07-07T00:00:00.000000000,1,NESTLEIND,BUY,65,65,0,309.50,20117.50,20.12,310.3075,310.2972,0.00,3131
2015-07-07T00:00:00.000000000,1,RELIANCE,BUY,20,20,0,231.10,4621.95,4.62,227.9194,227.9357,0.00,4191
2015-07-07T00:00:00.000000000,1,SIEMENS,SELL,-3,0,3,848.21,-2544.64,2.54,830.8473,830.8473,49.56,1141
2015-07-08T00:00:00.000000000,2,AMBUJACEM,SELL,-30,0,30,244.65,-7339.50,7.34,237.3371,237.3371,212.05,3915
2015-07-08T00:00:00.000000000,2,BHARTIARTL,SELL,-4,0,4,386.55,-1546.20,1.55,388.4101,388.4101,-8.99,2478
2015-07-08T00:00:00.000000000,2,BOSCHLTD,SELL,-41,0,41,22820.00,-935620.00,935.62,22523.5010,0.0000,11220.84,0
2015-07-08T00:00:00.000000000,2,DRREDDY,SELL,-1303,0,1303,745.72,-971673.12,971.67,709.9092,0.0000,45689.75,0
2015-07-08T00:00:00.000000000,2,HCLTECH,SELL,-2007,0,2007,462.50,-928237.50,928.24,473.0225,0.0000,-22046.97,0
2015-07-08T00:00:00.000000000,2,HINDUNILVR,SELL,-1050,0,1050,920.00,-966000.00,966.00,917.9828,0.0000,1152.08,0
2015-07-08T00:00:00.000000000,2,ITC,BUY,4736,4736,0,202.31,958132.99,958.13,0.0000,202.5108,0.00,4736
2015-07-08T00:00:00.000000000,2,JSWENERGY,SELL,-9836,0,9836,98.20,-965895.17,965.90,94.9949,0.0000,30559.42,0
2015-07-08T00:00:00.000000000,2,NESTLEIND,BUY,32,32,0,303.00,9696.00,9.70,310.2972,310.2264,0.00,3163
2015-07-08T00:00:00.000000000,2,RELIANCE,BUY,18,18,0,227.63,4097.42,4.10,227.9357,227.9354,0.00,4209
2015-07-08T00:00:00.000000000,2,SIEMENS,SELL,-2,0,2,840.88,-1681.75,1.68,830.8473,830.8473,18.38,1139
2015-07-08T00:00:00.000000000,2,SOLARINDS,BUY,1233,1233,0,776.99,958028.66,958.03,0.0000,777.7670,0.00,1233
2015-07-08T00:00:00.000000000,2,TVSMOTOR,BUY,3588,3588,0,267.00,957996.00,958.00,0.0000,267.2670,0.00,3588
