time,open,high,low,close,volume
2015-01-01,251.96179836627678,253.46945178223902,249.95157522172065,252.46434020996094,1042050
2015-01-02,252.46422938933597,253.92620668136894,249.9057900419514,251.36776733398438,1471143
2015-01-05,252.09875295734153,256.53036048753427,250.86520869235406,253.8348388671875,2167401
2015-01-06,253.46935874760442,253.46935874760442,237.84452934239673,239.99180603027344,2786525
2015-01-07,240.31163479084142,245.29148780643732,234.0068864512559,243.28126525878906,2122221
2015-01-08,244.24064097037873,250.8195249088318,244.24064097037873,250.17990112304688,1570782
2015-01-09,251.916038843717,251.916038843717,245.9767781256052,249.5403289794922,1733358
2015-01-12,251.18499478864587,251.18499478864587,244.9716265228652,247.48439025878906,1060034
2015-01-13,247.62150844090115,249.72308204492543,245.33717718222127,247.027587890625,1623957
2015-01-14,245.79402214280975,247.5301081720428,236.61102243232673,240.90554809570312,2123170
2015-01-15,242.13909969419382,245.6112718566028,240.40301361298933,243.28126525878906,2913614
2015-01-16,243.05279580453785,250.49970859525382,242.1390634894832,248.2153778076172,1758970
2015-01-19,249.54029141409293,253.92619520710676,246.20517416681196,248.16969299316406,1211700
2015-01-20,248.80931648853306,250.63678125270854,246.707743163691,247.8955841064453,769630
2015-01-21,248.71795046491678,249.99717014523094,245.10869662073625,248.62657165527344,1133422
2015-01-22,249.44894753568934,257.2156730084123,248.5352151271337,256.02783203125,2371577
2015-01-23,259.5000040298014,260.3223576205214,251.27641235280063,256.02783203125,2536747
2015-01-27,257.2157615235065,258.5863606080012,249.4490333780365,252.46434020996094,1147451
2015-01-28,253.1038427477983,254.8399285109664,241.22532305205326,245.29144287109375,2231856
2015-01-29,241.22532283850356,243.7837620782867,236.88509449197744,240.40296936035156,4001604
2015-01-30,242.13909585553714,242.5959620741325,235.14904828800843,236.15415954589844,1672149
2015-02-02,236.19983748551252,237.02219111060947,227.97624546474032,228.6615447998047,3067615
2015-02-03,229.52956503009784,229.8950663379537,221.3059738264064,226.2858123779297,4337167
2015-02-04,227.42800674790877,232.45353534488302,222.03699073904409,229.02703857421875,3557301
2015-02-05,230.16919717396493,233.8241269516695,224.96092502922605,227.51937866210938,2565696
2015-02-06,227.88487019062606,229.07272517838604,222.03698801735507,223.3162078857422,2025770
2015-02-09,223.31619974493424,230.1691929524398,219.34147205005124,225.5548553466797,1814927
2015-02-10,225.14364797003975,230.99154344062674,223.40756206268776,228.29603576660156,1711428
2015-02-11,229.4382187101057,239.07808469097003,229.07271737269897,238.0272979736328,1697080
2015-02-12,239.30650920612612,243.37262952688567,235.74295843467496,239.26083374023438,3366830
2015-02-13,240.3116064103884,247.6214651605143,240.3116064103884,246.43362426757812,1477640
2015-02-16,247.8499001338935,248.80930794819437,241.68220676650628,244.1035919189453,860832
2015-02-18,244.88024339598377,246.70770789893885,241.81923477655488,245.65692138671875,627863
2015-02-19,246.70779190839937,250.1799644924075,244.880326783152,249.1748809814453,1138597
2015-02-20,249.54030658630248,253.01247830980734,246.43362222028796,248.03265380859375,1182074
2015-02-23,248.3067082903547,249.3574946711828,242.73293667631592,245.51983642578125,986044
2015-02-24,245.5199184603654,251.27642169431095,244.14931979657825,250.7738800048828,1506429
2015-02-25,252.73839616509554,254.61153649597117,242.64163606467318,245.06304931640625,2216601
2015-02-26,244.83459891155144,245.4741948375642,240.1745582624921,241.04258728027344,1549534
2015-02-27,242.5502791437608,251.0023039277339,242.5502791437608,250.27130126953125,1105777
2015-03-02,248.9920569659292,256.07348243927214,246.7534016300747,254.52012634277344,1334769
2015-03-03,255.6165221790543,263.6116770282651,252.3727847941865,258.5861511230469,2032666
2015-03-04,261.2361111459285,264.9367444306572,248.4438563920959,254.24606323242188,1938459
2015-03-05,254.93132502858234,257.5811432601435,249.81441830407556,252.87542724609375,571934
2015-03-09,252.3272161515786,261.0076746213281,248.07836574073428,259.8655090332031,1597199
2015-03-10,260.4137641785906,265.80478038635977,257.626891189588,261.9214172363281,1154212
2015-03-11,263.15489486958666,266.17020021934223,257.12425628517946,258.6776123046875,1603729
2015-03-12,259.95685341584215,269.4596642730444,259.04312106640157,268.820068359375,1468191
2015-03-13,270.00788800313296,273.4800595036987,264.342736728635,268.86572265625,2694057
2015-03-16,268.6372324800509,275.3531688690302,261.82991730576697,269.6880187988281,2217917
2015-03-17,271.28718001381895,273.9827021057826,267.35814132594663,272.9319152832031,1631895
2015-03-18,272.9318534512828,273.4343950702182,266.5357272508099,271.19573974609375,2291214
2015-03-19,274.0282682442756,279.37360693847427,272.10942513803855,273.7998352050781,1786061
2015-03-20,273.20600960612916,275.9472070269265,268.72872606247404,274.4852294921875,1328149
2015-03-23,274.4851707100601,288.60234555787594,274.0283045711003,286.6835021972656,2728886
2015-03-24,287.3688396926738,288.46532972622424,276.6324839966836,278.2771911621094,1572199
2015-03-25,279.4193128857207,282.02345539374323,273.29732349806466,277.40911865234375,1690102
2015-03-26,277.3178541810168,285.99831419656755,274.11978996476125,282.2063293457031,1905101
2015-03-27,283.1199949982239,283.6225366736382,273.11461387762625,277.08935546875,1870496
2015-03-30,278.68835070902327,282.8001460473531,277.4091310696333,282.0234680175781,795726
2015-03-31,282.80023358319255,283.75964163847874,276.2213478515277,278.9168701171875,723425
2015-04-01,277.77468287396795,282.7545362044527,277.31781661924106,278.5513610839844,580787
2015-04-06,278.77980022071677,283.6225714712515,276.632523200233,277.9117431640625,1406302
2015-04-07,278.64267769357394,279.32797692264336,275.3075324708519,276.54107666015625,640602
2015-04-08,278.14017190917315,278.14017190917315,267.03832743209085,268.3632507324219,1022645
2015-04-09,269.0027423013347,269.3682295883213,258.9516885422945,260.276611328125,1709240
2015-04-10,261.32755262586807,269.0029017413943,260.6879285808621,267.2668151855469,2582514
2015-04-13,267.6778695447086,271.6069070034157,265.1194025543619,268.5458984375,1028282
2015-04-15,269.7338105764749,270.96732698542667,263.2463050811351,264.7082824707031,1151958
2015-04-16,265.7590500807492,267.4951359067512,261.6015513058288,263.2919616699219,938691
2015-04-17,263.5203745457706,265.4848933004972,260.4136904819128,261.0533142089844,957354
2015-04-20,260.41376287201365,269.45970905795565,257.900998493424,265.8047790527344,1301665
2015-04-21,269.9165335963779,270.4647785894173,261.7843211684731,263.6117858886719,1338084
2015-04-22,264.84530340346987,266.672767939102,257.1242545864656,264.5711669921875,1000321
2015-04-23,265.89610770089286,272.6577213575443,263.42901925898735,263.8402099609375,920184
2015-04-24,264.9823668323309,265.0737456392525,252.6469807901362,255.43385314941406,902525
2015-04-27,255.8451290459149,255.8451290459149,243.23563026832866,246.20526123046875,2196270
2015-04-28,245.42851418872596,254.88564956515302,243.60104949318054,252.87542724609375,2015471
2015-04-29,254.0176313165766,259.86551365479784,253.1038988298263,256.6674499511719,906594
2015-04-30,256.5760707422212,257.85531852968256,253.1038984517182,255.66233825683594,2073775
2015-05-04,257.12433374108537,263.0179198367726,255.84511374931967,262.3782958984375,560922
2015-05-05,260.41370599710206,268.50024244451777,260.41370599710206,266.078857421875,815861
2015-05-06,264.70834036430557,269.4597330634409,249.12918309820054,255.70806884765625,1280899
2015-05-07,254.0175798217095,265.3478547835402,246.70772140957396,256.43896484375,902482
2015-05-08,260.50513946121436,262.97220046260327,252.14449272307482,254.65725708007812,703016
2015-05-11,253.10387115612014,268.31750982011283,246.25087825478116,261.0990295410156,5061107
2015-05-12,258.58631049923713,268.86580164099126,255.57100425161767,260.0939636230469,1924738
2015-05-13,260.7792735277203,263.61185011109444,251.36783907979594,255.70806884765625,2145572
2015-05-14,255.93642092310037,256.48466587604423,252.1444374829915,253.01246643066406,790611
2015-05-15,253.56081694538037,254.4745496190574,245.97684690782418,247.30174255371094,1520517
2015-05-18,247.98692848427424,248.2610648917715,242.13904762797395,246.93614196777344,1438844
2015-05-19,246.93614532124468,251.6418609224502,245.83965544615592,247.48439025878906,1251139
2015-05-20,250.72814955233815,250.72814955233815,244.9716469405733,246.43362426757812,866746
2015-05-21,246.66203872830775,248.80928726610202,244.6518165698538,245.88536071777344,1010899
2015-05-22,246.52498073420483,248.4438242762148,243.4182962725643,244.9259490966797,1738878
2015-05-25,244.97168522004773,246.66209589713893,242.09343346440735,243.9208984375,673364
2015-05-26,243.96653919337217,247.94128052125515,243.96653919337217,246.5249786376953,892044
2015-05-27,246.2508825261953,250.27129952107157,245.42852894075017,247.5758056640625,880398
2015-05-28,247.621502751418,249.35758889114487,244.2406814122901,247.94131469726562,602620
2015-05-29,248.94645508417923,252.64706091651675,247.34742305306202,251.96176147460938,1680703
2015-06-01,251.2763897681436,255.52523950906175,250.59109052332136,252.9210968017578,782209
2015-06-02,252.9210771819964,255.3881654259368,249.31185150351524,251.09361267089844,919391
2015-06-03,249.90575613680284,252.41851968113997,246.38788159775208,250.68243408203125,1147242
