date,step,ticker,action,shares,buy_shares,sell_shares,price,value,commission,avg_cost_before,avg_cost_after,realized_pnl,position_after
2015-07-06T00:00:00.000000000,0,ABB,BUY,754,754,0,1259.20,949436.86,949.44,0.0000,1260.4593,0.00,754
2015-07-06T00:00:00.000000000,0,BAJFINANCE,BUY,17250,17250,0,55.11,950647.51,950.65,0.0000,55.1651,0.00,17250
2015-07-06T00:00:00.000000000,0,BAJAJFINSV,BUY,5671,5671,0,167.50,949892.50,949.89,0.0000,167.6675,0.00,5671
2015-07-06T00:00:00.000000000,0,BEL,BUY,27700,27700,0,34.30,950193.88,950.19,0.0000,34.3373,0.00,27700
2015-07-06T00:00:00.000000000,0,CIPLA,BUY,1516,1516,0,627.00,950532.00,950.53,0.0000,627.6270,0.00,1516
2015-07-06T00:00:00.000000000,0,M&M,BUY,1462,1462,0,649.50,949569.00,949.57,0.0000,650.1495,0.00,1462
2015-07-06T00:00:00.000000000,0,MOTHERSON,BUY,23346,23346,0,40.69,949974.09,949.97,0.0000,40.7318,0.00,23346
2015-07-06T00:00:00.000000000,0,SUNPHARMA,BUY,1102,1102,0,862.05,949979.09,949.98,0.0000,862.9120,0.00,1102
2015-07-06T00:00:00.000000000,0,TORNTPHARM,BUY,1438,1438,0,660.00,949080.00,949.08,0.0000,660.6600,0.00,1438
2015-07-06T00:00:00.000000000,0,WIPRO,BUY,9298,9298,0,102.10,949355.08,949.36,0.0000,102.2053,0.00,9298
2015-07-07T00:00:00.000000000,1,ABB,BUY,3,3,0,1276.45,3829.35,3.83,1260.4593,1260.5277,0.00,757
2015-07-07T00:00:00.000000000,1,BAJAJFINSV,SELL,-63,0,63,172.52,-10868.76,10.87,167.6675,167.6675,294.84,5608
2015-07-07T00:00:00.000000000,1,BEL,BUY,538,538,0,34.28,18444.16,18.44,34.3373,34.3369,0.00,28238
2015-07-07T00:00:00.000000000,1,CIPLA,SELL,-38,0,38,654.90,-24886.20,24.89,627.6270,627.6270,1011.49,1478
2015-07-07T00:00:00.000000000,1,M&M,BUY,6,6,0,659.00,3954.00,3.95,650.1495,650.1884,0.00,1468
2015-07-07T00:00:00.000000000,1,MOTHERSON,SELL,-493,0,493,42.34,-20872.87,20.87,40.7318,40.7318,771.23,22853
2015-07-07T00:00:00.000000000,1,SUNPHARMA,SELL,-2,0,2,879.50,-1759.00,1.76,862.9120,862.9120,31.42,1100
2015-07-07T00:00:00.000000000,1,TORNTPHARM,BUY,16,16,0,665.00,10640.00,10.64,660.6600,660.7151,0.00,1454
2015-07-07T00:00:00.000000000,1,WIPRO,BUY,24,24,0,103.78,2490.75,2.49,102.2053,102.2096,0.00,9322
