week_start_date,step,phase,rho_cash,w_ret,w_vol,w_cvar,w_mdd,log_prob,entropy,weekly_return,meta_loss,rho_clipped
2015-07-06T00:00:00.000000000,0,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0
2015-07-13T00:00:00.000000000,5,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.005885,0.000000,0
2015-07-20T00:00:00.000000000,10,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.033264,0.000000,0
2015-07-27T00:00:00.000000000,15,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.001140,0.000000,0
2015-08-03T00:00:00.000000000,20,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.003627,0.000000,0
2015-08-10T00:00:00.000000000,25,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.030130,0.000000,0
2015-08-17T00:00:00.000000000,30,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.010582,0.000000,0
2015-08-24T00:00:00.000000000,35,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.026179,0.000000,0
2015-08-31T00:00:00.000000000,40,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.035776,0.000000,0
2015-09-07T00:00:00.000000000,45,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.006653,0.000000,0
2015-09-14T00:00:00.000000000,50,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.021029,0.000000,0
2015-09-21T00:00:00.000000000,54,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.016517,0.000000,0
2015-09-28T00:00:00.000000000,58,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.021926,0.000000,0
2015-10-05T00:00:00.000000000,62,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.019988,0.000000,0
2015-10-12T00:00:00.000000000,67,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.008303,0.000000,0
2015-10-19T00:00:00.000000000,72,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.006395,0.000000,0
2015-10-26T00:00:00.000000000,76,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.014343,0.000000,0
2015-11-02T00:00:00.000000000,81,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.010322,0.000000,0
2015-11-09T00:00:00.000000000,86,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.011333,0.000000,0
2015-11-16T00:00:00.000000000,89,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.011088,0.000000,0
2015-11-23T00:00:00.000000000,94,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.008337,0.000000,0
2015-11-30T00:00:00.000000000,98,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.025362,0.000000,0
2015-12-07T00:00:00.000000000,103,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.013985,0.000000,0
2015-12-14T00:00:00.000000000,108,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.004588,0.000000,0
2015-12-21T00:00:00.000000000,113,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.034457,0.000000,0
2015-12-28T00:00:00.000000000,117,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.009135,0.000000,0
2016-01-04T00:00:00.000000000,122,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.003496,0.000000,0
2016-01-11T00:00:00.000000000,127,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.011531,0.000000,0
2016-01-18T00:00:00.000000000,132,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.008428,0.000000,0
2016-01-25T00:00:00.000000000,137,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.044518,0.000000,0
2016-02-01T00:00:00.000000000,141,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.014717,0.000000,0
2016-02-08T00:00:00.000000000,146,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.020952,0.000000,0
2016-02-15T00:00:00.000000000,151,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.037439,0.000000,0
2016-02-22T00:00:00.000000000,156,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.013158,0.000000,0
2016-02-29T00:00:00.000000000,161,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.008585,0.000000,0
2016-03-08T00:00:00.000000000,166,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.039252,0.000000,0
2016-03-14T00:00:00.000000000,170,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.001892,0.000000,0
2016-03-21T00:00:00.000000000,175,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.008834,0.000000,0
2016-03-28T00:00:00.000000000,178,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.019972,0.000000,0
2016-04-04T00:00:00.000000000,183,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.014415,0.000000,0
2016-04-11T00:00:00.000000000,188,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.003336,0.000000,0
2016-04-18T00:00:00.000000000,191,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.023214,0.000000,0
2016-04-25T00:00:00.000000000,195,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.000159,0.000000,0
2016-05-02T00:00:00.000000000,200,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.001671,0.000000,0
2016-05-09T00:00:00.000000000,205,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.012414,0.000000,0
2016-05-16T00:00:00.000000000,210,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.025333,0.000000,0
2016-05-23T00:00:00.000000000,215,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.004003,0.000000,0
2016-05-30T00:00:00.000000000,220,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.002200,0.000000,0
2016-06-06T00:00:00.000000000,225,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.023379,0.000000,0
2016-06-13T00:00:00.000000000,230,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.014302,0.000000,0
2016-06-20T00:00:00.000000000,235,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.001058,0.000000,0
2016-06-27T00:00:00.000000000,240,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,-0.012918,0.000000,0
2016-07-04T00:00:00.000000000,245,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.055777,0.000000,0
2016-07-11T00:00:00.000000000,249,train,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.006497,0.000000,0
2016-07-18T00:00:00.000000000,254,train,0.0627,0.9281,0.0173,0.0284,0.0262,0.717990,0.578213,0.030972,0.000000,0
2016-07-25T00:00:00.000000000,259,train,0.0752,0.8440,0.0494,0.0584,0.0482,1.276603,0.582582,0.018054,-0.000578,0
2016-08-01T00:00:00.000000000,264,train,0.0898,0.7709,0.0544,0.0666,0.1082,0.250454,0.580279,0.022488,-0.006242,0
2016-08-08T00:00:00.000000000,269,train,0.1007,0.7079,0.0909,0.0928,0.1085,1.736884,0.582556,0.005280,0.002759,0
2016-08-16T00:00:00.000000000,274,train,0.1133,0.5798,0.2011,0.1053,0.1138,-1.661205,0.585649,-0.011000,0.051752,0
2016-08-22T00:00:00.000000000,278,train,0.1145,0.5691,0.2574,0.1075,0.0660,-3.802363,0.587746,0.023503,0.012524,0
2016-08-29T00:00:00.000000000,283,train,0.1278,0.5629,0.1469,0.1234,0.1667,-0.144431,0.590490,-0.002483,-0.080815,0
