date,step,phase,nav,cash,cash_pct,daily_return,reward,vol_30d,cvar_30d,mdd_30d,term_ret,term_vol,term_cvar,term_mdd,reward_raw,exposure
2015-07-07T00:00:00.000000000,1,train,999.0502,492791.44,0.0493,-0.000950,-0.090228,0.000000,0.000000,0.000000,-0.094977,0.000000,0.000000,0.000000,-0.094977,0.950000
2015-07-08T00:00:00.000000000,2,train,1015.0682,511334.51,0.0504,0.016033,1.523152,0.000000,0.000000,0.000000,1.603318,0.000000,0.000000,0.000000,1.603318,0.950000
2015-07-09T00:00:00.000000000,3,train,1009.8320,510473.85,0.0506,-0.005158,-0.490056,0.000000,0.000000,0.000000,-0.515849,0.000000,0.000000,0.000000,-0.515849,0.950000
2015-07-10T00:00:00.000000000,4,train,1001.7616,2399372.20,0.2395,-0.007992,-0.759224,0.000000,0.000000,0.000000,-0.799183,0.000000,0.000000,0.000000,-0.799183,0.950000
2015-07-13T00:00:00.000000000,5,train,1008.1823,503765.29,0.0500,0.006409,0.608901,0.008667,0.007992,0.013109,0.640948,0.000000,0.000000,0.000000,0.640948,0.950000
2015-07-14T00:00:00.000000000,6,train,1007.5567,507316.43,0.0504,-0.000621,-0.058953,0.007958,0.007992,0.013109,-0.062056,0.000000,0.000000,0.000000,-0.062056,0.950000
2015-07-15T00:00:00.000000000,7,train,1020.7494,514023.37,0.0504,0.013094,1.243904,0.008447,0.007992,0.013109,1.309372,0.000000,0.000000,0.000000,1.309372,0.950000
2015-07-16T00:00:00.000000000,8,train,1016.5487,508080.57,0.0500,-0.004115,-0.390957,0.008242,0.007992,0.013109,-0.411534,0.000000,0.000000,0.000000,-0.411534,0.950000
2015-07-17T00:00:00.000000000,9,train,1027.3751,516235.87,0.0502,0.010650,1.011764,0.008223,0.007992,0.013109,1.065015,0.000000,0.000000,0.000000,1.065015,0.950000
2015-07-20T00:00:00.000000000,10,train,1033.1120,518840.89,0.0502,0.005584,0.530489,0.007839,0.007992,0.013109,0.558409,0.000000,0.000000,0.000000,0.558409,0.950000
2015-07-21T00:00:00.000000000,11,train,1037.4012,520659.82,0.0502,0.004152,0.394412,0.007478,0.007992,0.013109,0.415170,0.000000,0.000000,0.000000,0.415170,0.950000
2015-07-22T00:00:00.000000000,12,train,1026.9481,1487280.64,0.1448,-0.010076,-0.957240,0.008067,0.010076,0.013109,-1.007621,0.000000,0.000000,0.000000,-1.007621,0.950000
2015-07-23T00:00:00.000000000,13,train,1009.8917,505303.44,0.0500,-0.016609,-1.577835,0.009237,0.016609,0.026518,-1.660879,0.000000,0.000000,0.000000,-1.660879,0.950000
2015-07-24T00:00:00.000000000,14,train,1023.1084,513763.35,0.0502,0.013087,1.243287,0.009447,0.016609,0.026518,1.308723,0.000000,0.000000,0.000000,1.308723,0.950000
2015-07-27T00:00:00.000000000,15,train,1012.9138,507566.46,0.0501,-0.009964,-0.946613,0.009577,0.016609,0.026518,-0.996435,0.000000,0.000000,0.000000,-0.996435,0.950000
2015-07-28T00:00:00.000000000,16,train,1012.4853,505947.71,0.0500,-0.000423,-0.040191,0.009279,0.016609,0.026518,-0.042306,0.000000,0.000000,0.000000,-0.042306,0.950000
