step,phase,actor_loss,critic_loss,actor_grad_norm,weight_mean,weight_std
32,train,-0.002651,0.177241,0.0,0.0094,0.0284
33,train,-0.001360,0.163069,0.0,0.0094,0.0284
34,train,0.003067,0.150615,0.0,0.0094,0.0284
35,train,0.012696,0.154077,0.0,0.0094,0.0284
36,train,0.026659,0.175536,0.0,0.0095,0.0285
37,train,0.058011,0.174090,0.0,0.0095,0.0285
38,train,0.073803,0.170036,0.0,0.0095,0.0285
39,train,0.068344,0.198107,0.0,0.0094,0.0284
40,train,0.047157,0.185727,0.0,0.0094,0.0283
41,train,0.017452,0.194552,0.0,0.0094,0.0284
42,train,0.027395,0.194647,0.0,0.0094,0.0284
43,train,0.048776,0.184645,0.0,0.0095,0.0285
44,train,0.079046,0.161572,0.0,0.0094,0.0284
45,train,0.095486,0.142222,0.0,0.0093,0.0283
46,train,0.114105,0.144095,0.0,0.0093,0.0282
47,train,0.133581,0.139086,0.0,0.0094,0.0283
48,train,0.158291,0.176487,0.0,0.0094,0.0284
49,train,0.195080,0.182500,0.0,0.0093,0.0282
50,train,0.234101,0.177494,0.0,0.0092,0.0281
51,train,0.237172,0.180562,0.0,0.0095,0.0285
52,train,0.216824,0.186648,0.0,0.0092,0.0281
53,train,0.175684,0.186646,0.0,0.0093,0.0282
54,train,0.121045,0.159220,0.0,0.0094,0.0283
55,train,0.084271,0.168243,0.0,0.0092,0.0281
56,train,0.051606,0.138527,0.0,0.0093,0.0283
57,train,0.033232,0.186005,0.0,0.0094,0.0283
58,train,0.021667,0.167847,0.0,0.0092,0.0281
59,train,0.013536,0.179281,0.0,0.0094,0.0283
60,train,0.007628,0.207881,0.0,0.0092,0.0281
61,train,0.006038,0.136553,0.0,0.0094,0.0284
62,train,0.013749,0.211942,0.0,0.0092,0.0281
63,train,0.024779,0.152458,0.0,0.0094,0.0283
64,train,0.029286,0.192644,0.0,0.0093,0.0283
65,train,0.024153,0.180170,0.0,0.0092,0.0281
66,train,0.009728,0.180374,0.0,0.0093,0.0282
67,train,-0.003035,0.193527,0.0,0.0093,0.0283
68,train,-0.011345,0.140087,0.0,0.0093,0.0283
69,train,-0.012645,0.150298,0.0,0.0092,0.0281
70,train,-0.010968,0.140204,0.0,0.0095,0.0285
71,train,-0.010586,0.191316,0.0,0.0092,0.0281
72,train,-0.011023,0.138390,0.0,0.0094,0.0284
73,train,-0.009760,0.148512,0.0,0.0091,0.0280
74,train,-0.002305,0.189238,0.0,0.0093,0.0283
75,train,0.003925,0.174627,0.0,0.0094,0.0284
76,train,0.017044,0.134009,0.0,0.0094,0.0283
77,train,0.021515,0.146658,0.0,0.0095,0.0285
78,train,0.020884,0.127492,0.0,0.0094,0.0283
79,train,0.017644,0.139302,0.0,0.0092,0.0281
80,train,0.018715,0.163858,0.0,0.0093,0.0282
81,train,0.018213,0.142050,0.0,0.0093,0.0283
82,train,0.014049,0.100015,0.0,0.0094,0.0283
83,train,0.010363,0.102539,0.0,0.0094,0.0283
84,train,0.008210,0.146575,0.0,0.0092,0.0281
85,train,0.002899,0.164757,0.0,0.0093,0.0282
86,train,0.002408,0.143236,0.0,0.0092,0.0281
87,train,0.004162,0.141385,0.0,0.0092,0.0281
88,train,0.004599,0.123043,0.0,0.0093,0.0282
89,train,0.007528,0.150125,0.0,0.0094,0.0283
90,train,0.013063,0.142626,0.0,0.0093,0.0283
91,train,0.018126,0.138724,0.0,0.0094,0.0284
92,train,0.025430,0.164584,0.0,0.0093,0.0282
93,train,0.034600,0.144343,0.0,0.0094,0.0283
94,train,0.042533,0.175318,0.0,0.0094,0.0283
95,train,0.056617,0.147984,0.0,0.0094,0.0283
96,train,0.074395,0.145145,0.0,0.0095,0.0285
97,train,0.096877,0.160186,0.0,0.0094,0.0283
98,train,0.122169,0.167997,0.0,0.0094,0.0284
99,train,0.154845,0.139375,0.0,0.0093,0.0282
100,train,0.162275,0.131512,0.0,0.0093,0.0282
101,train,0.167492,0.160081,0.0,0.0091,0.0280
102,train,0.156920,0.134242,0.0,0.0093,0.0283
103,train,0.152667,0.150011,0.0,0.0093,0.0282
104,train,0.143837,0.140210,0.0,0.0092,0.0281
105,train,0.131006,0.123711,0.0,0.0093,0.0283
106,train,0.170722,0.168379,0.0,0.0093,0.0283
107,train,0.177730,0.119312,0.0,0.0094,0.0284
108,train,0.179833,0.148289,0.0,0.0095,0.0285
109,train,0.178363,0.153186,0.0,0.0091,0.0279
110,train,0.164386,0.123590,0.0,0.0093,0.0282
111,train,0.146055,0.129970,0.0,0.0093,0.0283
112,train,0.108148,0.117424,0.0,0.0093,0.0282
113,train,0.093465,0.139797,0.0,0.0095,0.0285
114,train,0.093993,0.159100,0.0,0.0093,0.0282
115,train,0.100055,0.107874,0.0,0.0092,0.0281
116,train,0.109622,0.133027,0.0,0.0093,0.0283
117,train,0.138638,0.201902,0.0,0.0091,0.0280
118,train,0.122465,0.135253,0.0,0.0095,0.0285
119,train,0.090074,0.118804,0.0,0.0094,0.0284
120,train,0.062451,0.146812,0.0,0.0093,0.0282
121,train,0.036300,0.102416,0.0,0.0094,0.0283
122,train,0.038330,0.151689,0.0,0.0092,0.0281
123,train,0.038349,0.110520,0.0,0.0093,0.0282
124,train,0.037332,0.111888,0.0,0.0093,0.0283
125,train,0.037344,0.142008,0.0,0.0094,0.0283
126,train,0.031831,0.120121,0.0,0.0092,0.0281
127,train,0.025965,0.122164,0.0,0.0095,0.0285
128,train,0.014743,0.131274,0.0,0.0093,0.0283
129,train,0.014452,0.130536,0.0,0.0094,0.0284
130,train,0.015702,0.141828,0.0,0.0092,0.0281
131,train,0.017378,0.128804,0.0,0.0092,0.0281
132,train,0.018577,0.113555,0.0,0.0094,0.0284
133,train,0.019146,0.122746,0.0,0.0092,0.0281
134,train,0.019013,0.108089,0.0,0.0094,0.0283
135,train,0.016214,0.111429,0.0,0.0093,0.0283
136,train,0.023452,0.148830,0.0,0.0093,0.0283
137,train,0.026877,0.111552,0.0,0.0091,0.0280
138,train,0.042576,0.143045,0.0,0.0093,0.0282
139,train,0.062422,0.178417,0.0,0.0092,0.0281
140,train,0.081793,0.131708,0.0,0.0094,0.0284
141,train,0.091675,0.146349,0.0,0.0094,0.0284
142,train,0.074933,0.119941,0.0,0.0095,0.0285
143,train,0.062949,0.134715,0.0,0.0094,0.0283
144,train,0.060424,0.102884,0.0,0.0093,0.0282
145,train,0.087476,0.171194,0.0,0.0093,0.0282
146,train,0.135172,0.165484,0.0,0.0094,0.0283
147,train,0.196670,0.156226,0.0,0.0093,0.0282
148,train,0.217943,0.158544,0.0,0.0094,0.0283
149,train,0.181606,0.134745,0.0,0.0094,0.0284
150,train,0.129629,0.150916,0.0,0.0094,0.0284
151,train,0.120472,0.175853,0.0,0.0090,0.0279
152,train,0.121978,0.175686,0.0,0.0092,0.0281
153,train,0.138188,0.127332,0.0,0.0091,0.0280
154,train,0.157227,0.148654,0.0,0.0094,0.0283
155,train,0.151972,0.123506,0.0,0.0093,0.0282
156,train,0.154689,0.135940,0.0,0.0092,0.0281
157,train,0.153664,0.165642,0.0,0.0094,0.0284
158,train,0.145075,0.128322,0.0,0.0094,0.0284
159,train,0.135157,0.150296,0.0,0.0093,0.0282
160,train,0.136500,0.156932,0.0,0.0094,0.0283
161,train,0.114716,0.155013,0.0,0.0095,0.0285
162,train,0.112329,0.177390,0.0,0.0095,0.0285
163,train,0.106690,0.157872,0.0,0.0094,0.0284
164,train,0.085265,0.108165,0.0,0.0093,0.0282
165,train,0.090897,0.184409,0.0,0.0093,0.0282
166,train,0.067459,0.115841,0.0,0.0092,0.0281
167,train,0.046109,0.075719,0.0,0.0094,0.0284
168,train,0.032155,0.118935,0.0,0.0093,0.0282
169,train,0.042347,0.184950,0.0,0.0094,0.0284
170,train,0.062169,0.130499,0.0,0.0093,0.0282
171,train,0.069058,0.163111,0.0,0.0093,0.0283
172,train,0.056575,0.130827,0.0,0.0094,0.0283
173,train,0.048328,0.151315,0.0,0.0092,0.0281
174,train,0.046867,0.216915,0.0,0.0094,0.0283
175,train,0.037262,0.134259,0.0,0.0093,0.0283
176,train,0.041279,0.167288,0.0,0.0094,0.0284
177,train,0.049968,0.161810,0.0,0.0093,0.0282
178,train,0.059646,0.158010,0.0,0.0093,0.0283
179,train,0.053279,0.090020,0.0,0.0092,0.0281
180,train,0.055169,0.158392,0.0,0.0095,0.0285
181,train,0.066083,0.155017,0.0,0.0092,0.0281
182,train,0.092472,0.156597,0.0,0.0093,0.0282
183,train,0.097137,0.179705,0.0,0.0094,0.0284
184,train,0.089043,0.181199,0.0,0.0094,0.0284
185,train,0.080270,0.135538,0.0,0.0095,0.0285
186,train,0.081024,0.173929,0.0,0.0094,0.0283
187,train,0.061345,0.107959,0.0,0.0095,0.0285
188,train,0.058107,0.157859,0.0,0.0093,0.0282
189,train,0.051189,0.103771,0.0,0.0091,0.0280
190,train,0.060869,0.130772,0.0,0.0093,0.0283
191,train,0.077130,0.155604,0.0,0.0094,0.0284
192,train,0.081443,0.112250,0.0,0.0094,0.0283
193,train,0.090082,0.133718,0.0,0.0091,0.0279
194,train,0.078054,0.121543,0.0,0.0094,0.0284
195,train,0.050901,0.092987,0.0,0.0094,0.0283
196,train,0.058480,0.149276,0.0,0.0095,0.0285
197,train,0.080486,0.112172,0.0,0.0094,0.0284
198,train,0.086617,0.116205,0.0,0.0094,0.0283
199,train,0.089109,0.090934,0.0,0.0094,0.0283
200,train,0.098596,0.111218,0.0,0.0093,0.0283
201,train,0.128513,0.164656,0.0,0.0094,0.0284
202,train,0.150281,0.167917,0.0,0.0095,0.0285
203,train,0.103008,0.097847,0.0,0.0093,0.0282
204,train,0.079513,0.119679,0.0,0.0095,0.0285
205,train,0.080306,0.128664,0.0,0.0094,0.0284
206,train,0.086873,0.124634,0.0,0.0095,0.0285
207,train,0.087149,0.098786,0.0,0.0092,0.0281
208,train,0.102656,0.139374,0.0,0.0092,0.0281
209,train,0.100908,0.134011,0.0,0.0094,0.0283
210,train,0.121107,0.154856,0.0,0.0093,0.0283
211,train,0.090675,0.110711,0.0,0.0092,0.0281
212,train,0.084127,0.176294,0.0,0.0094,0.0284
213,train,0.069769,0.136115,0.0,0.0094,0.0283
214,train,0.050026,0.114799,0.0,0.0093,0.0282
215,train,0.045500,0.126766,0.0,0.0094,0.0283
216,train,0.072668,0.155610,0.0,0.0093,0.0283
217,train,0.071459,0.128186,0.0,0.0092,0.0281
218,train,0.051315,0.153470,0.0,0.0094,0.0283
219,train,0.025784,0.130304,0.0,0.0094,0.0283
220,train,0.016029,0.133672,0.0,0.0093,0.0283
221,train,0.019154,0.174438,0.0,0.0092,0.0281
222,train,0.025096,0.138583,0.0,0.0094,0.0284
223,train,0.028542,0.177862,0.0,0.0094,0.0284
224,train,0.017101,0.144747,0.0,0.0094,0.0284
225,train,-0.003104,0.108790,0.0,0.0093,0.0283
226,train,-0.011202,0.158051,0.0,0.0094,0.0284
227,train,-0.018060,0.120431,0.0,0.0094,0.0284
228,train,-0.014003,0.152822,0.0,0.0094,0.0284
229,train,-0.004146,0.163479,0.0,0.0093,0.0283
230,train,0.012965,0.137191,0.0,0.0092,0.0281
231,train,0.028328,0.187015,0.0,0.0093,0.0283
232,train,0.019340,0.114991,0.0,0.0094,0.0283
233,train,0.020093,0.158202,0.0,0.0092,0.0281
234,train,0.013577,0.137432,0.0,0.0094,0.0284
235,train,0.026416,0.164460,0.0,0.0094,0.0284
236,train,0.036439,0.144825,0.0,0.0093,0.0283
237,train,0.047633,0.144838,0.0,0.0093,0.0283
238,train,0.052625,0.120522,0.0,0.0095,0.0285
239,train,0.057469,0.151986,0.0,0.0094,0.0284
240,train,0.047997,0.125301,0.0,0.0095,0.0285
241,train,0.050903,0.169642,0.0,0.0092,0.0281
242,train,0.046259,0.175422,0.0,0.0095,0.0285
243,train,0.057020,0.148697,0.0,0.0094,0.0283
244,train,0.059536,0.128771,0.0,0.0092,0.0281
245,train,0.059942,0.164559,0.0,0.0094,0.0283
246,train,0.065867,0.148593,0.0,0.0093,0.0282
247,train,0.045554,0.117197,0.0,0.0094,0.0283
248,train,0.036530,0.137394,0.0,0.0094,0.0283
249,train,0.084735,0.197113,0.0,0.0092,0.0281
250,train,0.112760,0.124001,0.0,0.0095,0.0285
251,train,0.111062,0.144105,0.0,0.0094,0.0284
252,train,0.062504,0.147153,0.0,0.0095,0.0285
253,train,0.018301,0.122765,0.0,0.0092,0.0281
254,train,0.016425,0.158654,0.0,0.0091,0.0280
255,train,0.023846,0.134925,0.0,0.0093,0.0282
256,train,0.032743,0.139505,0.0,0.0092,0.0281
257,train,0.048823,0.158133,0.0,0.0093,0.0282
258,train,0.054707,0.148610,0.0,0.0092,0.0281
259,train,0.054260,0.149162,0.0,0.0094,0.0284
260,train,0.020718,0.116540,0.0,0.0094,0.0284
261,train,0.004075,0.177782,0.0,0.0094,0.0283
262,train,-0.017683,0.086252,0.0,0.0092,0.0281
263,train,-0.016246,0.131470,0.0,0.0094,0.0283
264,train,-0.001514,0.153579,0.0,0.0094,0.0284
265,train,0.028582,0.145548,0.0,0.0093,0.0282
266,train,0.071552,0.150171,0.0,0.0093,0.0282
267,train,0.096257,0.118834,0.0,0.0092,0.0281
268,train,0.102481,0.154124,0.0,0.0094,0.0283
269,train,0.077702,0.169492,0.0,0.0095,0.0285
270,train,0.075983,0.155183,0.0,0.0094,0.0284
271,train,0.062699,0.133994,0.0,0.0093,0.0282
272,train,0.076559,0.160762,0.0,0.0094,0.0284
273,train,0.065408,0.095575,0.0,0.0092,0.0281
274,train,0.069147,0.131152,0.0,0.0093,0.0282
275,train,0.071095,0.147092,0.0,0.0093,0.0282
276,train,0.086948,0.137615,0.0,0.0094,0.0284
277,train,0.081639,0.098408,0.0,0.0092,0.0281
278,train,0.112376,0.207172,0.0,0.0092,0.0281
279,train,0.081956,0.115176,0.0,0.0094,0.0283
280,train,0.091155,0.170739,0.0,0.0094,0.0283
281,train,0.085092,0.149709,0.0,0.0092,0.0281
