date,step,ticker,action,shares,buy_shares,sell_shares,price,value,commission,avg_cost_before,avg_cost_after,realized_pnl,position_after
2015-07-06T00:00:00.000000000,0,BAJAJHLDNG,BUY,644,644,0,1475.00,949900.00,949.90,0.0000,1476.4750,0.00,644
2015-07-06T00:00:00.000000000,0,DRREDDY,BUY,1339,1339,0,709.20,949618.82,949.62,0.0000,709.9092,0.00,1339
2015-07-06T00:00:00.000000000,0,GODREJCP,BUY,2331,2331,0,407.33,949494.02,949.49,0.0000,407.7407,0.00,2331
2015-07-06T00:00:00.000000000,0,HDFCBANK,BUY,3572,3572,0,266.01,950196.69,950.20,0.0000,266.2785,0.00,3572
2015-07-06T00:00:00.000000000,0,ICICIBANK,BUY,3381,3381,0,281.00,950061.00,950.06,0.0000,281.2810,0.00,3381
2015-07-06T00:00:00.000000000,0,INDHOTEL,BUY,11413,11413,0,83.22,949755.83,949.76,0.0000,83.3002,0.00,11413
2015-07-06T00:00:00.000000000,0,INFY,BUY,1928,1928,0,492.50,949540.00,949.54,0.0000,492.9925,0.00,1928
2015-07-06T00:00:00.000000000,0,SBIN,BUY,3608,3608,0,263.20,949625.64,949.63,0.0000,263.4632,0.00,3608
2015-07-06T00:00:00.000000000,0,SIEMENS,BUY,1144,1144,0,830.02,949539.76,949.54,0.0000,830.8473,0.00,1144
2015-07-06T00:00:00.000000000,0,SUNPHARMA,BUY,1102,1102,0,862.05,949979.09,949.98,0.0000,862.9120,0.00,1102
2015-07-07T00:00:00.000000000,1,BAJAJHLDNG,SELL,-2,0,2,1500.00,-3000.00,3.00,1476.4750,1476.4750,44.05,642
2015-07-07T00:00:00.000000000,1,DRREDDY,SELL,-41,0,41,743.20,-30471.20,30.47,709.9092,709.9092,1334.45,1298
2015-07-07T00:00:00.000000000,1,GODREJCP,BUY,58,58,0,403.33,23393.33,23.39,407.7407,407.6435,0.00,2389
2015-07-07T00:00:00.000000000,1,INFY,BUY,29,29,0,492.50,14282.50,14.28,492.9925,492.9925,0.00,1957
2015-07-07T00:00:00.000000000,1,SBIN,SELL,-43,0,43,270.40,-11627.20,11.63,263.4632,263.4632,286.65,3565
2015-07-07T00:00:00.000000000,1,SIEMENS,SELL,-7,0,7,848.21,-5937.50,5.94,830.8473,830.8473,115.63,1137
2015-07-07T00:00:00.000000000,1,SUNPHARMA,SELL,-6,0,6,879.50,-5277.00,5.28,862.9120,862.9120,94.25,1096
2015-07-08T00:00:00.000000000,2,BAJAJHLDNG,SELL,-6,0,6,1506.00,-9036.00,9.04,1476.4750,1476.4750,168.11,636
2015-07-08T00:00:00.000000000,2,DRREDDY,SELL,-12,0,12,745.72,-8948.64,8.95,709.9092,709.9092,420.78,1286
2015-07-08T00:00:00.000000000,2,GODREJCP,BUY,15,15,0,398.63,5979.50,5.98,407.6435,407.5897,0.00,2404
2015-07-08T00:00:00.000000000,2,HDFCBANK,SELL,-18,0,18,269.77,-4855.95,4.86,266.2785,266.2785,58.08,3554
2015-07-08T00:00:00.000000000,2,ICICIBANK,BUY,40,40,0,280.36,11214.55,11.21,281.2810,281.2736,0.00,3421
2015-07-08T00:00:00.000000000,2,INDHOTEL,BUY,190,190,0,82.72,15716.40,15.72,83.3002,83.2921,0.00,11603
2015-07-08T00:00:00.000000000,2,SBIN,SELL,-11,0,11,269.90,-2968.90,2.97,263.4632,263.4632,67.84,3554
2015-07-08T00:00:00.000000000,2,SIEMENS,BUY,3,3,0,840.88,2522.63,2.52,830.8473,830.8759,0.00,1140
2015-07-08T00:00:00.000000000,2,SUNPHARMA,SELL,-10,0,10,883.30,-8833.00,8.83,862.9120,862.9120,195.05,1086
2015-07-09T00:00:00.000000000,3,BAJAJHLDNG,SELL,-636,0,636,1486.00,-945096.00,945.10,1476.4750,0.0000,5112.80,0
2015-07-09T00:00:00.000000000,3,DRREDDY,SELL,-3,0,3,742.40,-2227.20,2.23,709.9092,709.9092,95.25,1283
2015-07-09T00:00:00.000000000,3,GAIL,BUY,13605,13605,0,70.01,952520.54,952.52,0.0000,70.0825,0.00,13605
2015-07-09T00:00:00.000000000,3,GODREJCP,SELL,-2404,0,2404,389.97,-937479.89,937.48,407.5897,0.0000,-43303.32,0
2015-07-09T00:00:00.000000000,3,HDFCBANK,SELL,-3554,0,3554,265.67,-944208.91,944.21,266.2785,0.0000,-3089.18,0
2015-07-09T00:00:00.000000000,3,HINDALCO,BUY,9316,9316,0,102.20,952095.17,952.10,0.0000,102.3022,0.00,9316
2015-07-09T00:00:00.000000000,3,ICICIBANK,SELL,-9,0,9,279.09,-2511.82,2.51,281.2736,281.2736,-22.16,3412
2015-07-09T00:00:00.000000000,3,INDHOTEL,SELL,-435,0,435,85.30,-37107.35,37.11,83.2921,83.2921,838.20,11168
2015-07-09T00:00:00.000000000,3,INFY,SELL,-1957,0,1957,478.75,-936913.75,936.91,492.9925,0.0000,-28809.49,0
