step,phase,actor_loss,critic_loss,actor_grad_norm,weight_mean,weight_std
32,train,-0.004625,0.277813,0.0,0.0045,0.0203
33,train,-0.005128,0.280140,0.0,0.0045,0.0203
34,train,-0.005648,0.290422,0.0,0.0046,0.0203
35,train,-0.006103,0.314144,0.0,0.0046,0.0203
36,train,-0.006300,0.281466,0.0,0.0046,0.0203
37,train,-0.006652,0.295320,0.0,0.0046,0.0203
38,train,-0.006832,0.329816,0.0,0.0046,0.0204
39,train,-0.006955,0.349050,0.0,0.0046,0.0204
40,train,-0.007176,0.326476,0.0,0.0046,0.0203
41,train,-0.007391,0.334268,0.0,0.0046,0.0204
42,train,-0.007569,0.274343,0.0,0.0046,0.0203
43,train,-0.007849,0.282894,0.0,0.0046,0.0204
44,train,-0.008632,0.270118,0.0,0.0046,0.0204
45,train,-0.009515,0.303761,0.0,0.0046,0.0203
46,train,-0.010557,0.272193,0.0,0.0046,0.0203
47,train,-0.011658,0.303698,0.0,0.0045,0.0203
48,train,-0.012946,0.347490,0.0,0.0045,0.0201
49,train,-0.014265,0.252762,0.0,0.0045,0.0202
50,train,-0.015796,0.312801,0.0,0.0046,0.0203
51,train,-0.017391,0.293711,0.0,0.0045,0.0201
52,train,-0.019189,0.325091,0.0,0.0046,0.0204
53,train,-0.021197,0.327804,0.0,0.0046,0.0203
54,train,-0.023690,0.336201,0.0,0.0045,0.0203
55,train,-0.026079,0.262114,0.0,0.0045,0.0202
56,train,-0.029124,0.312798,0.0,0.0045,0.0202
57,train,-0.032309,0.256222,0.0,0.0045,0.0203
58,train,-0.035314,0.216353,0.0,0.0045,0.0202
59,train,-0.039462,0.278946,0.0,0.0045,0.0203
60,train,-0.042815,0.232742,0.0,0.0044,0.0200
61,train,-0.045440,0.254908,0.0,0.0045,0.0202
62,train,-0.049246,0.240387,0.0,0.0046,0.0203
63,train,-0.054401,0.229961,0.0,0.0046,0.0203
64,train,-0.060707,0.213080,0.0,0.0046,0.0204
65,train,-0.067600,0.250460,0.0,0.0046,0.0203
66,train,-0.075567,0.304021,0.0,0.0046,0.0203
67,train,-0.085769,0.230486,0.0,0.0045,0.0203
68,train,-0.094807,0.281708,0.0,0.0046,0.0204
69,train,-0.104511,0.175085,0.0,0.0046,0.0204
70,train,-0.114385,0.196942,0.0,0.0045,0.0202
71,train,-0.121729,0.163732,0.0,0.0045,0.0202
72,train,-0.129985,0.197162,0.0,0.0046,0.0204
73,train,-0.137799,0.163840,0.0,0.0046,0.0205
74,train,-0.145781,0.188678,0.0,0.0045,0.0202
75,train,-0.151205,0.245108,0.0,0.0045,0.0201
76,train,-0.155380,0.193370,0.0,0.0045,0.0202
77,train,-0.160072,0.303009,0.0,0.0046,0.0203
78,train,-0.163685,0.260566,0.0,0.0045,0.0202
79,train,-0.168353,0.178282,0.0,0.0045,0.0202
80,train,-0.173463,0.189144,0.0,0.0047,0.0205
81,train,-0.176587,0.199202,0.0,0.0044,0.0201
82,train,-0.179506,0.223061,0.0,0.0045,0.0201
83,train,-0.182293,0.254607,0.0,0.0045,0.0203
