date,step,phase,nav,cash,cash_pct,daily_return,reward,vol_30d,cvar_30d,mdd_30d,term_ret,term_vol,term_cvar,term_mdd,reward_raw,exposure
2015-07-07T00:00:00.000000000,1,train,999.0501,491541.62,0.0492,-0.000950,-0.090240,0.000000,0.000000,0.000000,-0.094989,0.000000,0.000000,0.000000,-0.094989,0.950000
2015-07-08T00:00:00.000000000,2,train,1025.5928,512883.46,0.0500,0.026568,2.523947,0.000000,0.000000,0.000000,2.656786,0.000000,0.000000,0.000000,2.656786,0.950000
2015-07-09T00:00:00.000000000,3,train,1016.1902,2432124.33,0.2393,-0.009168,-0.870949,0.000000,0.000000,0.000000,-0.916789,0.000000,0.000000,0.000000,-0.916789,0.950000
2015-07-10T00:00:00.000000000,4,train,1012.3624,506851.04,0.0501,-0.003767,-0.357852,0.000000,0.000000,0.000000,-0.376687,0.000000,0.000000,0.000000,-0.376687,0.950000
2015-07-13T00:00:00.000000000,5,train,1020.4364,512428.07,0.0502,0.007975,0.757670,0.012516,0.009168,0.012900,0.797547,0.000000,0.000000,0.000000,0.797547,0.950000
2015-07-14T00:00:00.000000000,6,train,1027.3623,2462565.17,0.2397,0.006787,0.644775,0.011468,0.009168,0.012900,0.678711,0.000000,0.000000,0.000000,0.678711,0.950000
2015-07-15T00:00:00.000000000,7,train,1031.5718,507031.84,0.0492,0.004097,0.389252,0.010619,0.009168,0.012900,0.409739,0.000000,0.000000,0.000000,0.409739,0.950000
2015-07-16T00:00:00.000000000,8,train,1028.9776,514926.06,0.0500,-0.002515,-0.238901,0.010201,0.009168,0.012900,-0.251474,0.000000,0.000000,0.000000,-0.251474,0.950000
2015-07-17T00:00:00.000000000,9,train,1035.6448,518550.88,0.0501,0.006479,0.615545,0.009659,0.009168,0.012900,0.647942,0.000000,0.000000,0.000000,0.647942,0.950000
2015-07-20T00:00:00.000000000,10,train,1048.1650,524417.61,0.0500,0.012089,1.148478,0.009483,0.009168,0.012900,1.208924,0.000000,0.000000,0.000000,1.208924,0.950000
2015-07-21T00:00:00.000000000,11,train,1045.1656,2506000.81,0.2398,-0.002862,-0.271850,0.009304,0.009168,0.012900,-0.286158,0.000000,0.000000,0.000000,-0.286158,0.950000
2015-07-22T00:00:00.000000000,12,train,1040.9519,518785.70,0.0498,-0.004032,-0.382998,0.009185,0.009168,0.012900,-0.403156,0.000000,0.000000,0.000000,-0.403156,0.950000
2015-07-23T00:00:00.000000000,13,train,1017.3577,509280.68,0.0501,-0.022666,-2.153268,0.011229,0.022666,0.029392,-2.266598,0.000000,0.000000,0.000000,-2.266598,0.950000
2015-07-24T00:00:00.000000000,14,train,1036.6163,518592.02,0.0500,0.018930,1.798354,0.011726,0.022666,0.029392,1.893004,0.000000,0.000000,0.000000,1.893004,0.950000
2015-07-27T00:00:00.000000000,15,train,1035.9025,514572.63,0.0497,-0.000689,-0.065419,0.011358,0.022666,0.029392,-0.068862,0.000000,0.000000,0.000000,-0.068862,0.950000
2015-07-28T00:00:00.000000000,16,train,1026.5839,1481284.09,0.1443,-0.008996,-0.854590,0.011339,0.022666,0.029392,-0.899568,0.000000,0.000000,0.000000,-0.899568,0.950000
2015-07-29T00:00:00.000000000,17,train,1005.0171,502084.71,0.0500,-0.021008,-1.995786,0.012230,0.022666,0.041165,-2.100827,0.000000,0.000000,0.000000,-2.100827,0.950000
2015-07-30T00:00:00.000000000,18,train,996.2703,498476.54,0.0500,-0.008703,-0.826793,0.012066,0.022666,0.049510,-0.870308,0.000000,0.000000,0.000000,-0.870308,0.950000
2015-07-31T00:00:00.000000000,19,train,1000.3232,500770.98,0.0501,0.004068,0.386466,0.011782,0.022666,0.049510,0.406806,0.000000,0.000000,0.000000,0.406806,0.950000
2015-08-03T00:00:00.000000000,20,train,1003.4573,1449688.10,0.1445,0.003133,0.297644,0.011503,0.022666,0.049510,0.313309,0.000000,0.000000,0.000000,0.313309,0.950000
2015-08-04T00:00:00.000000000,21,train,1007.9888,503374.73,0.0499,0.004516,0.429007,0.011262,0.022666,0.049510,0.451586,0.000000,0.000000,0.000000,0.451586,0.950000
2015-08-05T00:00:00.000000000,22,train,1013.2965,1462474.35,0.1443,0.005266,0.500230,0.011049,0.022666,0.049510,0.526558,0.000000,0.000000,0.000000,0.526558,0.950000
2015-08-06T00:00:00.000000000,23,train,1039.4687,519067.67,0.0499,0.025829,2.453737,0.011963,0.022666,0.049510,2.582881,0.000000,0.000000,0.000000,2.582881,0.950000
2015-08-07T00:00:00.000000000,24,train,1039.8996,2490469.96,0.2395,0.000414,0.039376,0.011714,0.022666,0.049510,0.041448,0.000000,0.000000,0.000000,0.041448,0.950000
2015-08-10T00:00:00.000000000,25,train,1049.8180,523844.48,0.0499,0.009538,0.906099,0.011580,0.022666,0.049510,0.953788,0.000000,0.000000,0.000000,0.953788,0.950000
2015-08-11T00:00:00.000000000,26,train,1040.8844,520942.65,0.0500,-0.008510,-0.808420,0.011534,0.022666,0.049510,-0.850968,0.000000,0.000000,0.000000,-0.850968,0.950000
2015-08-12T00:00:00.000000000,27,train,1049.8350,526298.24,0.0501,0.008599,0.816908,0.011395,0.022666,0.049510,0.859903,0.000000,0.000000,0.000000,0.859903,0.950000
2015-08-13T00:00:00.000000000,28,train,1035.7142,3466315.40,0.3347,-0.013450,-1.277791,0.011545,0.022666,0.049510,-1.345043,0.000000,0.000000,0.000000,-1.345043,0.950000
2015-08-14T00:00:00.000000000,29,train,1029.6389,513407.67,0.0499,-0.005866,-0.557254,0.011420,0.022666,0.049510,-0.586583,0.000000,0.000000,0.000000,-0.586583,0.950000
2015-08-17T00:00:00.000000000,30,train,1026.2917,514751.26,0.0502,-0.003251,-0.308830,0.011255,0.022666,0.049510,-0.325084,0.000000,0.000000,0.000000,-0.325084,0.950000
