date,step,ticker,action,shares,buy_shares,sell_shares,price,value,commission,avg_cost_before,avg_cost_after,realized_pnl,position_after
2015-07-06T00:00:00.000000000,0,AXISBANK,BUY,1650,1650,0,575.50,949575.00,949.58,0.0000,576.0755,0.00,1650
2015-07-06T00:00:00.000000000,0,CANBK,BUY,17379,17379,0,54.66,949991.69,949.99,0.0000,54.7179,0.00,17379
2015-07-06T00:00:00.000000000,0,IGL,BUY,21687,21687,0,43.80,949890.58,949.89,0.0000,43.8438,0.00,21687
2015-07-06T00:00:00.000000000,0,NAUKRI,BUY,5722,5722,0,166.00,949852.00,949.85,0.0000,166.1660,0.00,5722
2015-07-06T00:00:00.000000000,0,M&MFIN,BUY,5604,5604,0,169.50,949854.83,949.85,0.0000,169.6654,0.00,5604
2015-07-06T00:00:00.000000000,0,SAIL,BUY,15083,15083,0,63.00,950229.00,950.23,0.0000,63.0630,0.00,15083
2015-07-06T00:00:00.000000000,0,TATAPOWER,BUY,12958,12958,0,73.30,949821.44,949.82,0.0000,73.3733,0.00,12958
2015-07-06T00:00:00.000000000,0,TORNTPOWER,BUY,6738,6738,0,140.95,949721.08,949.72,0.0000,141.0909,0.00,6738
2015-07-06T00:00:00.000000000,0,UNIONBANK,BUY,6014,6014,0,158.00,950212.00,950.21,0.0000,158.1580,0.00,6014
2015-07-06T00:00:00.000000000,0,ZYDUSLIFE,BUY,2628,2628,0,361.42,949811.80,949.81,0.0000,361.7814,0.00,2628
2015-07-07T00:00:00.000000000,1,AXISBANK,BUY,14,14,0,585.30,8194.20,8.19,576.0755,576.1580,0.00,1664
2015-07-07T00:00:00.000000000,1,CANBK,SELL,-400,0,400,57.39,-22954.65,22.95,54.7179,54.7179,1044.55,16979
2015-07-07T00:00:00.000000000,1,IGL,SELL,-406,0,406,45.77,-18582.62,18.58,43.8438,43.8438,763.46,21281
2015-07-07T00:00:00.000000000,1,M&MFIN,SELL,-37,0,37,174.98,-6474.38,6.47,169.6654,169.6654,190.28,5567
2015-07-07T00:00:00.000000000,1,SAIL,BUY,95,95,0,64.20,6099.00,6.10,63.0630,63.0705,0.00,15178
2015-07-07T00:00:00.000000000,1,TATAPOWER,BUY,33,33,0,75.00,2475.00,2.48,73.3733,73.3776,0.00,12991
2015-07-07T00:00:00.000000000,1,TORNTPOWER,BUY,108,108,0,142.30,15368.40,15.37,141.0909,141.1123,0.00,6846
2015-07-07T00:00:00.000000000,1,UNIONBANK,SELL,-107,0,107,165.00,-17655.00,17.66,158.1580,158.1580,714.44,5907
2015-07-07T00:00:00.000000000,1,ZYDUSLIFE,BUY,33,33,0,366.01,12078.33,12.08,361.7814,361.8384,0.00,2661
2015-07-08T00:00:00.000000000,2,AXISBANK,SELL,-1664,0,1664,578.00,-961792.00,961.79,576.1580,0.0000,2103.24,0
2015-07-08T00:00:00.000000000,2,BANKBARODA,BUY,6361,6361,0,151.90,966235.86,966.24,0.0000,152.0519,0.00,6361
2015-07-08T00:00:00.000000000,2,CANBK,BUY,357,357,0,55.74,19900.20,19.90,54.7179,54.7401,0.00,17336
2015-07-08T00:00:00.000000000,2,IGL,SELL,-21281,0,21281,44.80,-953388.78,953.39,43.8438,0.0000,19395.50,0
