date,step,nav,cash,cash_pct,daily_return,reward,vol_30d,mdd_30d
2015-09-11T00:00:00.000000000,1,999.0503,493252.35,0.0494,-0.000950,-0.090224,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,1022.2116,515075.52,0.0504,0.023183,2.202416,0.000000,0.000000
2015-09-15T00:00:00.000000000,3,1023.5824,513904.68,0.0502,0.001341,0.127394,0.000000,0.000000
2015-09-16T00:00:00.000000000,4,1039.0127,519884.49,0.0500,0.015075,1.432105,0.000000,0.000000
2015-09-18T00:00:00.000000000,5,1037.1254,519562.45,0.0501,-0.001816,-0.172561,0.009994,0.001816
2015-09-21T00:00:00.000000000,6,1051.1791,527902.95,0.0502,0.013551,1.287310,0.009410,0.001816
2015-09-22T00:00:00.000000000,7,1039.7469,522369.90,0.0502,-0.010876,-1.033182,0.011017,0.010876
2015-09-23T00:00:00.000000000,8,1059.0736,532229.78,0.0503,0.018588,1.765846,0.011159,0.010876
2015-09-24T00:00:00.000000000,9,1033.1912,515500.92,0.0499,-0.024439,-2.321671,0.014489,0.024439
2015-09-28T00:00:00.000000000,10,1034.1201,518149.57,0.0501,0.000899,0.085408,0.013772,0.024439
2015-09-29T00:00:00.000000000,11,1046.2571,523248.43,0.0500,0.011737,1.114971,0.013345,0.024439
2015-09-30T00:00:00.000000000,12,1024.5108,514663.40,0.0502,-0.020785,-1.974558,0.014525,0.032635
2015-10-01T00:00:00.000000000,13,1042.2937,1511608.08,0.1450,0.017357,1.648955,0.014533,0.032635
2015-10-05T00:00:00.000000000,14,1041.6691,521753.54,0.0501,-0.000599,-0.056933,0.014041,0.032635
2015-10-06T00:00:00.000000000,15,1046.6822,524886.39,0.0501,0.004813,0.457194,0.013572,0.032635
2015-10-07T00:00:00.000000000,16,1069.7650,537098.70,0.0502,0.022053,2.095066,0.013916,0.032635
2015-10-08T00:00:00.000000000,17,1068.1415,535665.51,0.0501,-0.001518,-0.144171,0.013570,0.032635
2015-10-09T00:00:00.000000000,18,1093.5386,549140.34,0.0502,0.023777,2.258797,0.013946,0.032635
2015-10-12T00:00:00.000000000,19,1085.3176,546607.39,0.0504,-0.007518,-0.714185,0.013862,0.032635
