date,step,nav,cash,cash_pct,daily_return,reward,vol_30d,mdd_30d
2015-09-11T00:00:00.000000000,1,999.0502,492891.95,0.0493,-0.000950,-0.090227,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,1019.1140,514137.59,0.0504,0.020083,1.907871,0.000000,0.000000
2015-09-15T00:00:00.000000000,3,1014.0392,511448.36,0.0504,-0.004980,-0.473067,0.000000,0.000000
2015-09-16T00:00:00.000000000,4,1023.6461,514594.36,0.0503,0.009474,0.900024,0.000000,0.000000
2015-09-18T00:00:00.000000000,5,1023.0076,2455281.56,0.2400,-0.000624,-0.059257,0.009092,0.004980
2015-09-21T00:00:00.000000000,6,1027.8296,518256.80,0.0504,0.004714,0.447784,0.008300,0.004980
2015-09-22T00:00:00.000000000,7,1024.2042,516913.85,0.0505,-0.003527,-0.335089,0.008196,0.004980
2015-09-23T00:00:00.000000000,8,1030.4139,520145.97,0.0505,0.006063,0.575980,0.007715,0.004980
2015-09-24T00:00:00.000000000,9,995.2957,498780.18,0.0501,-0.034082,-3.237752,0.013946,0.034082
2015-09-28T00:00:00.000000000,10,1008.4087,507990.12,0.0504,0.013175,1.251622,0.013846,0.034082
2015-09-29T00:00:00.000000000,11,1006.4591,507680.09,0.0504,-0.001933,-0.183666,0.013227,0.034082
2015-09-30T00:00:00.000000000,12,985.3733,497050.44,0.0504,-0.020950,-1.990295,0.014003,0.043711
2015-10-01T00:00:00.000000000,13,1007.7349,504849.43,0.0501,0.022694,2.155885,0.014876,0.043711
2015-10-05T00:00:00.000000000,14,1018.1169,512341.05,0.0503,0.010302,0.978719,0.014547,0.043711
2015-10-06T00:00:00.000000000,15,1028.2181,516405.52,0.0502,0.009921,0.942534,0.014214,0.043711
2015-10-07T00:00:00.000000000,16,1041.8509,523403.86,0.0502,0.013259,1.259572,0.014031,0.043711
2015-10-08T00:00:00.000000000,17,1041.7467,1512621.17,0.1452,-0.000100,-0.009496,0.013628,0.043711
2015-10-09T00:00:00.000000000,18,1048.0008,526828.12,0.0503,0.006003,0.570326,0.013268,0.043711
2015-10-12T00:00:00.000000000,19,1051.3859,527287.69,0.0502,0.003230,0.306859,0.012915,0.043711
2015-10-13T00:00:00.000000000,20,1045.7965,524383.11,0.0501,-0.005316,-0.505045,0.012709,0.043711
2015-10-14T00:00:00.000000000,21,1042.3190,522108.15,0.0501,-0.003325,-0.315892,0.012461,0.043711
2015-10-15T00:00:00.000000000,22,1048.5339,529084.96,0.0505,0.005962,0.566436,0.012202,0.043711
2015-10-16T00:00:00.000000000,23,1052.3771,529340.83,0.0503,0.003665,0.348209,0.011937,0.043711
2015-10-19T00:00:00.000000000,24,1048.2355,526786.09,0.0503,-0.003935,-0.373868,0.011752,0.043711
2015-10-20T00:00:00.000000000,25,1058.0393,529233.87,0.0500,0.009353,0.888504,0.011604,0.043711
2015-10-21T00:00:00.000000000,26,1065.3387,537370.77,0.0504,0.006899,0.655396,0.011412,0.043711
2015-10-23T00:00:00.000000000,27,1058.2731,533103.03,0.0504,-0.006632,-0.630057,0.011331,0.043711
2015-10-26T00:00:00.000000000,28,1063.8711,534735.22,0.0503,0.005290,0.502526,0.011142,0.043711
2015-10-27T00:00:00.000000000,29,1055.0693,1530026.76,0.1450,-0.008273,-0.785972,0.011116,0.043711
2015-10-28T00:00:00.000000000,30,1046.3001,525911.05,0.0503,-0.008311,-0.789586,0.011082,0.043711
2015-10-29T00:00:00.000000000,31,1045.8226,526522.01,0.0503,-0.000456,-0.043361,0.011079,0.043711
