date,step,ticker,action,shares,price,value,commission
2015-09-16T00:00:00.000000000,4,NSE_CIPLA,BUY,15,660.20,9903.00,9.90
2015-09-16T00:00:00.000000000,4,NSE_HINDUNILVR,SELL,-1191,811.00,-965901.00,965.90
2015-09-16T00:00:00.000000000,4,NSE_INFY,SELL,-10,554.00,-5540.00,5.54
2015-09-16T00:00:00.000000000,4,NSE_ONGC,SELL,-66,155.20,-10243.19,10.24
2015-09-16T00:00:00.000000000,4,NSE_RELIANCE,BUY,4838,196.07,948586.70,948.59
2015-09-16T00:00:00.000000000,4,NSE_TATAPOWER,BUY,15302,62.00,948724.00,948.72
2015-09-16T00:00:00.000000000,4,NSE_TRENT,SELL,-7984,119.58,-954726.73,954.73
2015-09-16T00:00:00.000000000,4,NSE_ULTRACEMCO,BUY,5,2926.55,14632.75,14.63
2015-09-18T00:00:00.000000000,5,NSE_ABB,BUY,946,1004.62,950366.07,950.37
2015-09-18T00:00:00.000000000,5,NSE_ASIANPAINT,BUY,22,826.00,18172.00,18.17
2015-09-18T00:00:00.000000000,5,NSE_BEL,BUY,81,33.29,2696.31,2.70
2015-09-18T00:00:00.000000000,5,NSE_BHARTIARTL,SELL,-64,324.44,-20764.05,20.76
2015-09-18T00:00:00.000000000,5,NSE_CIPLA,SELL,-11,667.00,-7337.00,7.34
2015-09-18T00:00:00.000000000,5,NSE_INFY,SELL,-2,555.90,-1111.80,1.11
2015-09-18T00:00:00.000000000,5,NSE_ONGC,BUY,60,154.07,9243.99,9.24
2015-09-18T00:00:00.000000000,5,NSE_RELIANCE,SELL,-23,197.50,-4542.45,4.54
2015-09-18T00:00:00.000000000,5,NSE_TATAPOWER,SELL,-24,62.25,-1494.00,1.49
2015-09-18T00:00:00.000000000,5,NSE_ULTRACEMCO,SELL,-2,2945.00,-5890.00,5.89
2015-09-21T00:00:00.000000000,6,NSE_ABB,SELL,-197,1000.18,-197034.48,197.03
2015-09-21T00:00:00.000000000,6,NSE_ASIANPAINT,SELL,-257,838.30,-215443.10,215.44
2015-09-21T00:00:00.000000000,6,NSE_BEL,SELL,-5968,33.18,-198028.69,198.03
2015-09-21T00:00:00.000000000,6,NSE_BHARTIARTL,SELL,-580,318.99,-185012.25,185.01
2015-09-21T00:00:00.000000000,6,NSE_CIPLA,SELL,-268,648.00,-173664.00,173.66
2015-09-21T00:00:00.000000000,6,NSE_INFY,SELL,-347,550.00,-190850.00,190.85
2015-09-21T00:00:00.000000000,6,NSE_ONGC,SELL,-1402,157.20,-220394.18,220.39
2015-09-21T00:00:00.000000000,6,NSE_RELIANCE,SELL,-1024,197.85,-202594.44,202.59
2015-09-21T00:00:00.000000000,6,NSE_TATAPOWER,SELL,-3503,63.70,-223141.10,223.14
2015-09-21T00:00:00.000000000,6,NSE_ULTRACEMCO,SELL,-66,2924.90,-193043.39,193.04
2015-09-22T00:00:00.000000000,7,NSE_ASIANPAINT,BUY,13,831.20,10805.60,10.81
2015-09-22T00:00:00.000000000,7,NSE_BEL,SELL,-195,33.67,-6564.99,6.56
2015-09-22T00:00:00.000000000,7,NSE_BHARTIARTL,BUY,7,319.89,2239.21,2.24
2015-09-22T00:00:00.000000000,7,NSE_CIPLA,SELL,-2,653.00,-1306.00,1.31
2015-09-22T00:00:00.000000000,7,NSE_INFY,SELL,-10,557.50,-5575.00,5.58
2015-09-22T00:00:00.000000000,7,NSE_ONGC,SELL,-91,161.20,-14669.19,14.67
2015-09-22T00:00:00.000000000,7,NSE_RELIANCE,BUY,22,197.85,4352.61,4.35
2015-09-22T00:00:00.000000000,7,NSE_TATAPOWER,SELL,-149,64.90,-9670.10,9.67
2015-09-22T00:00:00.000000000,7,NSE_ULTRACEMCO,BUY,1,2925.00,2925.00,2.93
2015-09-23T00:00:00.000000000,8,NSE_ABB,SELL,-4,986.72,-3946.88,3.95
2015-09-23T00:00:00.000000000,8,NSE_ASIANPAINT,BUY,18,795.10,14311.80,14.31
2015-09-23T00:00:00.000000000,8,NSE_BEL,SELL,-22407,33.00,-739429.55,739.43
2015-09-23T00:00:00.000000000,8,NSE_BHARTIARTL,BUY,43,306.37,13173.97,13.17
2015-09-23T00:00:00.000000000,8,NSE_CIPLA,SELL,-1155,638.80,-737813.99,737.81
2015-09-23T00:00:00.000000000,8,NSE_GODREJCP,BUY,1858,396.00,735767.26,735.77
2015-09-23T00:00:00.000000000,8,NSE_HINDUNILVR,BUY,932,788.80,735161.59,735.16
2015-09-23T00:00:00.000000000,8,NSE_INFY,SELL,-25,553.72,-13843.12,13.84
2015-09-23T00:00:00.000000000,8,NSE_ONGC,BUY,117,153.40,17947.78,17.95
2015-09-23T00:00:00.000000000,8,NSE_RELIANCE,BUY,69,189.53,13077.40,13.08
2015-09-23T00:00:00.000000000,8,NSE_TATAPOWER,BUY,167,62.40,10420.80,10.42
2015-09-23T00:00:00.000000000,8,NSE_ULTRACEMCO,BUY,6,2789.55,16737.30,16.74
2015-09-24T00:00:00.000000000,9,NSE_ABB,BUY,6,979.54,5877.26,5.88
2015-09-24T00:00:00.000000000,9,NSE_BHARTIARTL,BUY,17,304.48,5176.14,5.18
2015-09-24T00:00:00.000000000,9,NSE_GODREJCP,BUY,43,387.33,16655.32,16.66
2015-09-24T00:00:00.000000000,9,NSE_INFY,SELL,-6,556.75,-3340.50,3.34
2015-09-24T00:00:00.000000000,9,NSE_ONGC,SELL,-129,157.73,-20347.58,20.35
2015-09-24T00:00:00.000000000,9,NSE_RELIANCE,SELL,-20,190.65,-3813.03,3.81
2015-09-24T00:00:00.000000000,9,NSE_TATAPOWER,SELL,-115,63.05,-7250.75,7.25
2015-09-24T00:00:00.000000000,9,NSE_ULTRACEMCO,BUY,1,2783.00,2783.00,2.78
2015-09-28T00:00:00.000000000,10,NSE_ABB,BUY,204,977.79,199470.08,199.47
2015-09-28T00:00:00.000000000,10,NSE_ASIANPAINT,BUY,228,810.00,184680.00,184.68
2015-09-28T00:00:00.000000000,10,NSE_BHARTIARTL,BUY,703,299.25,210374.68,210.37
2015-09-28T00:00:00.000000000,10,NSE_GODREJCP,BUY,477,392.77,187349.51,187.35
2015-09-28T00:00:00.000000000,10,NSE_HINDUNILVR,BUY,257,785.00,201745.00,201.75
2015-09-28T00:00:00.000000000,10,NSE_INFY,BUY,316,569.97,180112.09,180.11
2015-09-28T00:00:00.000000000,10,NSE_ONGC,BUY,1470,152.17,223684.78,223.68
2015-09-28T00:00:00.000000000,10,NSE_RELIANCE,BUY,1084,188.81,204668.05,204.67
2015-09-28T00:00:00.000000000,10,NSE_TATAPOWER,BUY,2714,64.90,176138.60,176.14
2015-09-28T00:00:00.000000000,10,NSE_ULTRACEMCO,BUY,70,2790.00,195300.00,195.30
2015-09-29T00:00:00.000000000,11,NSE_ABB,BUY,20,937.38,18747.68,18.75
2015-09-29T00:00:00.000000000,11,NSE_ASIANPAINT,BUY,15,783.00,11745.00,11.75
2015-09-29T00:00:00.000000000,11,NSE_GODREJCP,SELL,-20,388.00,-7759.99,7.76
2015-09-29T00:00:00.000000000,11,NSE_HINDUNILVR,SELL,-21,782.60,-16434.60,16.43
2015-09-29T00:00:00.000000000,11,NSE_INFY,BUY,22,551.00,12122.00,12.12
2015-09-29T00:00:00.000000000,11,NSE_RELIANCE,SELL,-44,186.60,-8210.61,8.21
2015-09-29T00:00:00.000000000,11,NSE_TATAPOWER,SELL,-207,64.50,-13351.50,13.35
2015-09-29T00:00:00.000000000,11,NSE_ULTRACEMCO,BUY,4,2700.00,10800.00,10.80
2015-09-30T00:00:00.000000000,12,NSE_ABB,SELL,-12,971.29,-11655.49,11.66
2015-09-30T00:00:00.000000000,12,NSE_ASIANPAINT,SELL,-10,808.00,-8080.00,8.08
2015-09-30T00:00:00.000000000,12,NSE_BHARTIARTL,BUY,26,297.36,7731.37,7.73
2015-09-30T00:00:00.000000000,12,NSE_GODREJCP,BUY,3,396.33,1189.00,1.19
2015-09-30T00:00:00.000000000,12,NSE_HINDUNILVR,SELL,-1168,799.80,-934166.39,934.17
2015-09-30T00:00:00.000000000,12,NSE_INFY,SELL,-10,567.20,-5672.00,5.67
2015-09-30T00:00:00.000000000,12,NSE_RELIANCE,SELL,-10,191.33,-1913.26,1.91
2015-09-30T00:00:00.000000000,12,NSE_SOLARINDS,BUY,1309,714.81,935686.29,935.69
2015-09-30T00:00:00.000000000,12,NSE_TATAPOWER,SELL,-110,66.50,-7315.00,7.32
2015-09-30T00:00:00.000000000,12,NSE_ULTRACEMCO,SELL,-338,2724.70,-920948.58,920.95
2015-10-01T00:00:00.000000000,13,NSE_ABB,BUY,27,955.14,25788.91,25.79
2015-10-01T00:00:00.000000000,13,NSE_ASIANPAINT,SELL,-40,845.80,-33832.00,33.83
2015-10-01T00:00:00.000000000,13,NSE_BHARTIARTL,SELL,-54,305.83,-16514.86,16.51
2015-10-01T00:00:00.000000000,13,NSE_DLF,BUY,6819,138.75,946136.25,946.14
2015-10-01T00:00:00.000000000,13,NSE_GODREJCP,SELL,-57,410.62,-23405.13,23.41
2015-10-01T00:00:00.000000000,13,NSE_INFY,SELL,-33,584.95,-19303.35,19.30
2015-10-01T00:00:00.000000000,13,NSE_ONGC,BUY,50,152.90,7644.99,7.64
2015-10-01T00:00:00.000000000,13,NSE_RELIANCE,SELL,-77,196.49,-15129.42,15.13
2015-10-01T00:00:00.000000000,13,NSE_SOLARINDS,BUY,42,700.00,29400.00,29.40
2015-10-01T00:00:00.000000000,13,NSE_TATAPOWER,BUY,415,65.30,27099.50,27.10
2015-10-05T00:00:00.000000000,14,NSE_ABB,SELL,-730,955.32,-697386.64,697.39
2015-10-05T00:00:00.000000000,14,NSE_ASIANPAINT,SELL,-824,843.00,-694632.00,694.63
2015-10-05T00:00:00.000000000,14,NSE_BHARTIARTL,SELL,-2287,308.08,-704586.75,704.59
2015-10-05T00:00:00.000000000,14,NSE_DLF,SELL,-4976,134.85,-671013.63,671.01
2015-10-05T00:00:00.000000000,14,NSE_GODREJCP,SELL,-1700,411.33,-699265.96,699.27
2015-10-05T00:00:00.000000000,14,NSE_INFY,SELL,-1194,586.50,-700281.00,700.28
2015-10-05T00:00:00.000000000,14,NSE_ONGC,SELL,-4595,156.00,-716819.30,716.82
2015-10-05T00:00:00.000000000,14,NSE_RELIANCE,SELL,-3534,193.98,-685522.29,685.52
2015-10-05T00:00:00.000000000,14,NSE_SOLARINDS,SELL,-991,688.61,-682412.50,682.41
2015-10-05T00:00:00.000000000,14,NSE_TATAPOWER,SELL,-10729,66.10,-709186.88,709.19
2015-10-06T00:00:00.000000000,15,NSE_ABB,SELL,-11,1000.18,-11001.93,11.00
2015-10-06T00:00:00.000000000,15,NSE_ASIANPAINT,SELL,-4,859.90,-3439.60,3.44
2015-10-06T00:00:00.000000000,15,NSE_BHARTIARTL,SELL,-12,314.48,-3773.77,3.77
2015-10-06T00:00:00.000000000,15,NSE_DLF,BUY,15,134.50,2017.50,2.02
2015-10-06T00:00:00.000000000,15,NSE_GODREJCP,SELL,-33,437.38,-14433.64,14.43
2015-10-06T00:00:00.000000000,15,NSE_INFY,SELL,-3,593.53,-1780.58,1.78
2015-10-06T00:00:00.000000000,15,NSE_ONGC,SELL,-38,160.67,-6105.33,6.11
2015-10-06T00:00:00.000000000,15,NSE_RELIANCE,SELL,-40,201.36,-8054.59,8.05
2015-10-06T00:00:00.000000000,15,NSE_SOLARINDS,BUY,3,687.00,2061.00,2.06
2015-10-06T00:00:00.000000000,15,NSE_TATAPOWER,SELL,-58,67.50,-3915.00,3.92
2015-10-07T00:00:00.000000000,16,NSE_ABB,SELL,-249,993.85,-247468.92,247.47
2015-10-07T00:00:00.000000000,16,NSE_ASIANPAINT,BUY,2,855.00,1710.00,1.71
2015-10-07T00:00:00.000000000,16,NSE_BEL,BUY,6950,36.00,250199.50,250.20
2015-10-07T00:00:00.000000000,16,NSE_DLF,SELL,-10,135.35,-1353.50,1.35
2015-10-07T00:00:00.000000000,16,NSE_GODREJCP,SELL,-4,441.20,-1764.80,1.76
2015-10-07T00:00:00.000000000,16,NSE_HINDUNILVR,BUY,305,818.00,249490.00,249.49
2015-10-07T00:00:00.000000000,16,NSE_INFY,BUY,12,578.00,6936.00,6.94
2015-10-07T00:00:00.000000000,16,NSE_ONGC,SELL,-60,167.33,-10039.99,10.04
2015-10-07T00:00:00.000000000,16,NSE_SOLARINDS,SELL,-363,689.41,-250255.82,250.26
2015-10-07T00:00:00.000000000,16,NSE_TATAPOWER,SELL,-82,69.10,-5666.20,5.67
2015-10-08T00:00:00.000000000,17,NSE_ASIANPAINT,SELL,-3,865.00,-2595.00,2.60
2015-10-08T00:00:00.000000000,17,NSE_BEL,SELL,-81,36.51,-2956.99,2.96
2015-10-08T00:00:00.000000000,17,NSE_BHARTIARTL,BUY,15,309.53,4642.88,4.64
2015-10-08T00:00:00.000000000,17,NSE_DLF,SELL,-57,139.95,-7977.15,7.98
2015-10-08T00:00:00.000000000,17,NSE_GODREJCP,BUY,16,430.00,6879.99,6.88
2015-10-08T00:00:00.000000000,17,NSE_HINDUNILVR,SELL,-2,827.00,-1654.00,1.65
2015-10-08T00:00:00.000000000,17,NSE_INFY,BUY,8,568.20,4545.60,4.55
2015-10-08T00:00:00.000000000,17,NSE_ONGC,SELL,-51,173.60,-8853.59,8.85
2015-10-08T00:00:00.000000000,17,NSE_RELIANCE,SELL,-22,205.69,-4525.24,4.53
2015-10-08T00:00:00.000000000,17,NSE_TATAPOWER,SELL,-64,70.50,-4512.00,4.51
2015-10-09T00:00:00.000000000,18,NSE_ASIANPAINT,SELL,-3,876.50,-2629.50,2.63
2015-10-09T00:00:00.000000000,18,NSE_DLF,SELL,-25,141.90,-3547.50,3.55
2015-10-09T00:00:00.000000000,18,NSE_GODREJCP,BUY,10,422.42,4224.16,4.22
2015-10-09T00:00:00.000000000,18,NSE_RELIANCE,BUY,28,201.00,5628.14,5.63
2015-10-12T00:00:00.000000000,19,NSE_ASIANPAINT,BUY,299,857.00,256243.00,256.24
2015-10-12T00:00:00.000000000,19,NSE_BEL,BUY,6775,36.76,249032.09,249.03
2015-10-12T00:00:00.000000000,19,NSE_BHARTIARTL,BUY,790,313.58,247728.26,247.73
2015-10-12T00:00:00.000000000,19,NSE_DLF,BUY,1843,138.95,256084.84,256.08
2015-10-12T00:00:00.000000000,19,NSE_GODREJCP,BUY,602,419.67,252639.09,252.64
2015-10-12T00:00:00.000000000,19,NSE_HINDUNILVR,BUY,309,819.00,253071.00,253.07
2015-10-12T00:00:00.000000000,19,NSE_INFY,BUY,396,599.50,237402.00,237.40
2015-10-12T00:00:00.000000000,19,NSE_ONGC,BUY,1408,175.83,247573.09,247.57
2015-10-12T00:00:00.000000000,19,NSE_RELIANCE,BUY,1264,199.64,252350.94,252.35
2015-10-12T00:00:00.000000000,19,NSE_TATAPOWER,BUY,3614,69.95,252799.29,252.80
2015-10-13T00:00:00.000000000,20,NSE_ABB,BUY,500,995.65,497822.57,497.82
2015-10-13T00:00:00.000000000,20,NSE_ADANIPOWER,BUY,85944,5.80,498475.22,498.48
2015-10-13T00:00:00.000000000,20,NSE_ASIANPAINT,SELL,-8,862.70,-6901.60,6.90
2015-10-13T00:00:00.000000000,20,NSE_BEL,BUY,62,36.37,2254.73,2.25
2015-10-13T00:00:00.000000000,20,NSE_BHARTIARTL,SELL,-24,316.37,-7592.96,7.59
2015-10-13T00:00:00.000000000,20,NSE_DLF,BUY,68,135.55,9217.40,9.22
2015-10-13T00:00:00.000000000,20,NSE_GODREJCP,SELL,-1195,419.60,-501421.50,501.42
2015-10-13T00:00:00.000000000,20,NSE_HINDUNILVR,SELL,-612,817.00,-500004.00,500.00
2015-10-13T00:00:00.000000000,20,NSE_INFY,BUY,63,553.72,34884.67,34.88
2015-10-13T00:00:00.000000000,20,NSE_LT,BUY,479,1040.00,498159.47,498.16
2015-10-13T00:00:00.000000000,20,NSE_ONGC,BUY,29,173.03,5017.96,5.02
2015-10-13T00:00:00.000000000,20,NSE_RELIANCE,SELL,-2511,198.98,-499642.56,499.64
2015-10-13T00:00:00.000000000,20,NSE_TATAPOWER,SELL,-50,70.00,-3500.00,3.50
2015-10-14T00:00:00.000000000,21,NSE_ABB,SELL,-3,998.78,-2996.35,3.00
2015-10-14T00:00:00.000000000,21,NSE_ADANIPOWER,BUY,1154,5.70,6577.80,6.58
2015-10-14T00:00:00.000000000,21,NSE_ASIANPAINT,SELL,-3,863.90,-2591.70,2.59
2015-10-14T00:00:00.000000000,21,NSE_BEL,BUY,123,35.89,4414.95,4.41
2015-10-14T00:00:00.000000000,21,NSE_BHARTIARTL,BUY,10,313.08,3130.85,3.13
2015-10-14T00:00:00.000000000,21,NSE_DLF,SELL,-50,136.85,-6842.50,6.84
2015-10-14T00:00:00.000000000,21,NSE_INFY,BUY,10,545.72,5457.25,5.46
2015-10-14T00:00:00.000000000,21,NSE_LT,BUY,5,1025.93,5129.66,5.13
2015-10-14T00:00:00.000000000,21,NSE_ONGC,BUY,50,169.33,8466.66,8.47
2015-10-14T00:00:00.000000000,21,NSE_TATAPOWER,SELL,-29,70.00,-2030.00,2.03
2015-10-15T00:00:00.000000000,22,NSE_ABB,SELL,-1,1001.07,-1001.07,1.00
2015-10-15T00:00:00.000000000,22,NSE_ADANIPOWER,BUY,874,5.65,4938.10,4.94
2015-10-15T00:00:00.000000000,22,NSE_BEL,SELL,-126,36.27,-4569.97,4.57
2015-10-15T00:00:00.000000000,22,NSE_DLF,BUY,57,134.90,7689.30,7.69
2015-10-15T00:00:00.000000000,22,NSE_INFY,SELL,-7,549.95,-3849.65,3.85
2015-10-15T00:00:00.000000000,22,NSE_LT,SELL,-3,1033.43,-3100.30,3.10
2015-10-15T00:00:00.000000000,22,NSE_ONGC,SELL,-31,171.40,-5313.40,5.31
2015-10-16T00:00:00.000000000,23,NSE_ABB,SELL,-5,1013.63,-5068.15,5.07
2015-10-16T00:00:00.000000000,23,NSE_ADANIPOWER,SELL,-4735,5.99,-28362.65,28.36
2015-10-16T00:00:00.000000000,23,NSE_ASIANPAINT,SELL,-3,871.95,-2615.85,2.62
2015-10-16T00:00:00.000000000,23,NSE_BEL,BUY,122,36.06,4399.39,4.40
2015-10-16T00:00:00.000000000,23,NSE_BHARTIARTL,BUY,8,312.86,2502.87,2.50
2015-10-16T00:00:00.000000000,23,NSE_DLF,BUY,151,130.00,19630.00,19.63
2015-10-16T00:00:00.000000000,23,NSE_INFY,BUY,4,549.50,2198.00,2.20
2015-10-16T00:00:00.000000000,23,NSE_LT,SELL,-4,1043.67,-4174.66,4.17
2015-10-16T00:00:00.000000000,23,NSE_ONGC,SELL,-35,174.00,-6089.99,6.09
2015-10-19T00:00:00.000000000,24,NSE_ABB,SELL,-16,1053.10,-16849.59,16.85
2015-10-19T00:00:00.000000000,24,NSE_ADANIPOWER,BUY,1918,5.88,11277.84,11.28
2015-10-19T00:00:00.000000000,24,NSE_ASIANPAINT,SELL,-4,882.50,-3530.00,3.53
2015-10-19T00:00:00.000000000,24,NSE_BEL,SELL,-13825,36.27,-501427.54,501.43
2015-10-19T00:00:00.000000000,24,NSE_BHARTIARTL,SELL,-20,318.09,-6361.71,6.36
2015-10-19T00:00:00.000000000,24,NSE_DLF,SELL,-3835,129.25,-495673.75,495.67
2015-10-19T00:00:00.000000000,24,NSE_LT,SELL,-10,1071.93,-10719.32,10.72
2015-10-19T00:00:00.000000000,24,NSE_ONGC,SELL,-22,176.07,-3873.46,3.87
2015-10-19T00:00:00.000000000,24,NSE_RELIANCE,BUY,2366,211.56,500552.07,500.55
2015-10-19T00:00:00.000000000,24,NSE_TATAPOWER,BUY,61,70.00,4270.00,4.27
2015-10-19T00:00:00.000000000,24,NSE_TRENT,BUY,3626,138.10,500750.62,500.75
2015-10-20T00:00:00.000000000,25,NSE_ABB,BUY,4,1042.78,4171.13,4.17
2015-10-20T00:00:00.000000000,25,NSE_ADANIPOWER,BUY,1456,5.77,8401.12,8.40
2015-10-20T00:00:00.000000000,25,NSE_ASIANPAINT,BUY,4,874.00,3496.00,3.50
2015-10-20T00:00:00.000000000,25,NSE_BHARTIARTL,SELL,-45,326.96,-14713.26,14.71
2015-10-20T00:00:00.000000000,25,NSE_INFY,SELL,-9,556.50,-5008.50,5.01
2015-10-20T00:00:00.000000000,25,NSE_LT,BUY,5,1057.13,5285.66,5.29
2015-10-20T00:00:00.000000000,25,NSE_ONGC,BUY,90,170.40,15335.99,15.34
2015-10-20T00:00:00.000000000,25,NSE_RELIANCE,SELL,-63,216.96,-13668.24,13.67
2015-10-20T00:00:00.000000000,25,NSE_TATAPOWER,BUY,49,69.40,3400.60,3.40
2015-10-21T00:00:00.000000000,26,NSE_ABB,SELL,-14,1081.80,-15145.25,15.15
2015-10-21T00:00:00.000000000,26,NSE_ADANIPOWER,SELL,-6521,6.28,-40951.88,40.95
2015-10-21T00:00:00.000000000,26,NSE_ASIANPAINT,BUY,4,874.00,3496.00,3.50
2015-10-21T00:00:00.000000000,26,NSE_BHARTIARTL,BUY,5,328.04,1640.21,1.64
2015-10-21T00:00:00.000000000,26,NSE_INFY,SELL,-4,562.50,-2250.00,2.25
2015-10-21T00:00:00.000000000,26,NSE_LT,BUY,6,1050.63,6303.79,6.30
2015-10-21T00:00:00.000000000,26,NSE_ONGC,BUY,61,168.00,10247.99,10.25
2015-10-21T00:00:00.000000000,26,NSE_RELIANCE,BUY,38,214.82,8163.18,8.16
2015-10-21T00:00:00.000000000,26,NSE_TATAPOWER,SELL,-151,71.35,-10773.85,10.77
2015-10-21T00:00:00.000000000,26,NSE_TRENT,BUY,54,136.71,7382.34,7.38
2015-10-23T00:00:00.000000000,27,NSE_ABB,SELL,-12,1112.30,-13347.63,13.35
2015-10-23T00:00:00.000000000,27,NSE_ADANIPOWER,BUY,1588,6.18,9813.84,9.81
2015-10-23T00:00:00.000000000,27,NSE_ASIANPAINT,BUY,10,863.00,8630.00,8.63
2015-10-23T00:00:00.000000000,27,NSE_BHARTIARTL,SELL,-36,337.01,-12132.31,12.13
2015-10-23T00:00:00.000000000,27,NSE_INFY,SELL,-10,570.90,-5709.00,5.71
2015-10-23T00:00:00.000000000,27,NSE_LT,BUY,6,1041.37,6248.19,6.25
2015-10-23T00:00:00.000000000,27,NSE_ONGC,SELL,-25,170.00,-4250.00,4.25
2015-10-23T00:00:00.000000000,27,NSE_RELIANCE,SELL,-12,216.72,-2600.64,2.60
2015-10-23T00:00:00.000000000,27,NSE_TATAPOWER,BUY,49,71.10,3483.90,3.48
2015-10-23T00:00:00.000000000,27,NSE_TRENT,SELL,-56,139.32,-7801.64,7.80
2015-10-26T00:00:00.000000000,28,NSE_ABB,SELL,-230,1125.76,-258924.24,258.92
2015-10-26T00:00:00.000000000,28,NSE_ADANIPOWER,SELL,-81678,6.20,-506403.58,506.40
2015-10-26T00:00:00.000000000,28,NSE_ASIANPAINT,SELL,-282,830.05,-234074.10,234.07
2015-10-26T00:00:00.000000000,28,NSE_BAJAJ_AUTO,BUY,99,2530.00,250470.00,250.47
2015-10-26T00:00:00.000000000,28,NSE_BEL,BUY,6782,37.09,251550.05,251.55
2015-10-26T00:00:00.000000000,28,NSE_BHARTIARTL,SELL,-733,328.90,-241082.71,241.08
2015-10-26T00:00:00.000000000,28,NSE_INFY,SELL,-448,577.00,-258496.00,258.50
2015-10-26T00:00:00.000000000,28,NSE_LT,SELL,-484,1013.37,-490468.98,490.47
2015-10-26T00:00:00.000000000,28,NSE_ONGC,SELL,-1501,171.33,-257171.07,257.17
2015-10-26T00:00:00.000000000,28,NSE_RELIANCE,SELL,-1166,216.26,-252158.37,252.16
2015-10-26T00:00:00.000000000,28,NSE_TATAPOWER,SELL,-3542,70.70,-250419.39,250.42
2015-10-26T00:00:00.000000000,28,NSE_TRENT,SELL,-1814,139.01,-252164.13,252.16
