date,step,ticker,action,shares,buy_shares,sell_shares,price,value,commission,avg_cost_before,avg_cost_after,realized_pnl,position_after
2015-07-06T00:00:00.000000000,0,ADANIENT,BUY,19368,19368,0,49.04,949828.24,949.83,0.0000,49.0902,0.00,19368
2015-07-06T00:00:00.000000000,0,BLUESTARCO,BUY,5705,5705,0,166.50,949882.50,949.88,0.0000,166.6665,0.00,5705
2015-07-06T00:00:00.000000000,0,IRB,BUY,40455,40455,0,23.48,949883.38,949.88,0.0000,23.5035,0.00,40455
2015-07-06T00:00:00.000000000,0,LUPIN,BUY,527,527,0,1800.00,948600.00,948.60,0.0000,1801.8000,0.00,527
2015-07-06T00:00:00.000000000,0,OIL,BUY,6332,6332,0,150.00,949800.19,949.80,0.0000,150.1500,0.00,6332
2015-07-06T00:00:00.000000000,0,PNB,BUY,6811,6811,0,139.55,950475.07,950.48,0.0000,139.6896,0.00,6811
2015-07-06T00:00:00.000000000,0,SAIL,BUY,15087,15087,0,63.00,950481.00,950.48,0.0000,63.0630,0.00,15087
2015-07-06T00:00:00.000000000,0,TITAN,BUY,2697,2697,0,352.05,949478.82,949.48,0.0000,352.4020,0.00,2697
2015-07-06T00:00:00.000000000,0,UNIONBANK,BUY,6011,6011,0,158.00,949738.00,949.74,0.0000,158.1580,0.00,6011
2015-07-06T00:00:00.000000000,0,WIPRO,BUY,9303,9303,0,102.10,949865.60,949.87,0.0000,102.2053,0.00,9303
2015-07-07T00:00:00.000000000,1,ADANIENT,BUY,183,183,0,49.80,9114.13,9.11,49.0902,49.0973,0.00,19551
2015-07-07T00:00:00.000000000,1,BLUESTARCO,BUY,78,78,0,168.45,13139.10,13.14,166.6665,166.6928,0.00,5783
2015-07-07T00:00:00.000000000,1,IRB,SELL,-1124,0,1124,24.75,-27819.00,27.82,23.5035,23.5035,1373.27,39331
2015-07-07T00:00:00.000000000,1,LUPIN,SELL,-22,0,22,1924.00,-42328.00,42.33,1801.8000,1801.8000,2646.07,505
2015-07-07T00:00:00.000000000,1,OIL,BUY,161,161,0,150.00,24150.00,24.15,150.1500,150.1500,0.00,6493
2015-07-07T00:00:00.000000000,1,PNB,SELL,-61,0,61,144.40,-8808.40,8.81,139.6896,139.6896,278.53,6750
2015-07-07T00:00:00.000000000,1,SAIL,BUY,93,93,0,64.20,5970.60,5.97,63.0630,63.0704,0.00,15180
2015-07-07T00:00:00.000000000,1,TITAN,BUY,39,39,0,356.00,13884.00,13.88,352.4020,352.4584,0.00,2736
2015-07-07T00:00:00.000000000,1,UNIONBANK,SELL,-107,0,107,165.00,-17655.00,17.66,158.1580,158.1580,714.44,5904
2015-07-07T00:00:00.000000000,1,WIPRO,BUY,77,77,0,103.78,7991.16,7.99,102.2053,102.2190,0.00,9380
2015-07-08T00:00:00.000000000,2,ADANIENT,SELL,-291,0,291,49.75,-14477.10,14.48,49.0973,49.0973,175.31,19260
2015-07-08T00:00:00.000000000,2,BLUESTARCO,BUY,45,45,0,164.50,7402.50,7.40,166.6928,166.6772,0.00,5828
2015-07-08T00:00:00.000000000,2,IRB,BUY,1425,1425,0,23.49,33473.25,33.47,23.5035,23.5038,0.00,40756
2015-07-08T00:00:00.000000000,2,LUPIN,BUY,5,5,0,1875.05,9375.25,9.38,1801.8000,1802.5365,0.00,510
2015-07-08T00:00:00.000000000,2,OIL,SELL,-44,0,44,148.60,-6538.40,6.54,150.1500,150.1500,-74.74,6449
2015-07-08T00:00:00.000000000,2,PNB,SELL,-56,0,56,143.30,-8024.80,8.02,139.6896,139.6896,194.16,6694
2015-07-08T00:00:00.000000000,2,SAIL,BUY,179,179,0,62.45,11178.55,11.18,63.0704,63.0639,0.00,15359
2015-07-08T00:00:00.000000000,2,TITAN,SELL,-44,0,44,356.10,-15668.40,15.67,352.4584,352.4584,144.56,2692
2015-07-08T00:00:00.000000000,2,UNIONBANK,BUY,15,15,0,162.00,2430.00,2.43,158.1580,158.1681,0.00,5919
2015-07-08T00:00:00.000000000,2,WIPRO,SELL,-109,0,109,103.33,-11263.11,11.26,102.2190,102.2190,109.97,9271
2015-07-09T00:00:00.000000000,3,ADANIENT,SELL,-19260,0,19260,49.04,-944531.80,944.53,49.0973,0.0000,-2026.73,0
2015-07-09T00:00:00.000000000,3,BAJAJ-AUTO,BUY,373,373,0,2545.00,949285.00,949.28,0.0000,2547.5450,0.00,373
2015-07-09T00:00:00.000000000,3,BLUESTARCO,SELL,-5828,0,5828,165.05,-961911.42,961.91,166.6772,0.0000,-10445.02,0
2015-07-09T00:00:00.000000000,3,GODFRYPHLP,BUY,5608,5608,0,169.37,949808.28,949.81,0.0000,169.5360,0.00,5608
2015-07-09T00:00:00.000000000,3,IRB,SELL,-40756,0,40756,23.30,-949614.77,949.61,23.5038,0.0000,-9256.92,0
2015-07-09T00:00:00.000000000,3,LUPIN,SELL,-510,0,510,1880.00,-958800.00,958.80,1802.5365,0.0000,38547.57,0
2015-07-09T00:00:00.000000000,3,NMDC,BUY,32919,32919,0,28.88,950547.18,950.55,0.0000,28.9042,0.00,32919
2015-07-09T00:00:00.000000000,3,OIL,BUY,174,174,0,143.42,24954.51,24.95,150.1500,149.9769,0.00,6623
2015-07-09T00:00:00.000000000,3,PNB,SELL,-56,0,56,143.20,-8019.20,8.02,139.6896,139.6896,188.57,6638
2015-07-09T00:00:00.000000000,3,SAIL,BUY,478,478,0,60.00,28680.00,28.68,63.0639,62.9732,0.00,15837
2015-07-09T00:00:00.000000000,3,TATASTEEL,BUY,35184,35184,0,27.01,950322.73,950.32,0.0000,27.0371,0.00,35184
2015-07-09T00:00:00.000000000,3,TITAN,SELL,-19,0,19,355.45,-6753.55,6.75,352.4584,352.4584,50.09,2673
2015-07-09T00:00:00.000000000,3,UNIONBANK,SELL,-47,0,47,161.85,-7606.95,7.61,158.1681,158.1681,165.44,5872
2015-07-09T00:00:00.000000000,3,WIPRO,SELL,-9271,0,9271,103.63,-960765.52,960.77,102.2190,0.0000,12132.01,0
2015-07-10T00:00:00.000000000,4,BAJAJ-AUTO,BUY,6,6,0,2519.90,15119.40,15.12,2547.5450,2547.1472,0.00,379
2015-07-10T00:00:00.000000000,4,GODFRYPHLP,SELL,-96,0,96,173.30,-16636.80,16.64,169.5360,169.5360,344.70,5512
2015-07-10T00:00:00.000000000,4,NMDC,SELL,-303,0,303,29.31,-8881.20,8.88,28.9042,28.9042,114.35,32616
2015-07-10T00:00:00.000000000,4,OIL,BUY,116,116,0,141.73,16441.07,16.44,149.9769,149.8374,0.00,6739
2015-07-10T00:00:00.000000000,4,PNB,SELL,-43,0,43,144.95,-6232.85,6.23,139.6896,139.6896,219.97,6595
2015-07-10T00:00:00.000000000,4,SAIL,BUY,78,78,0,60.05,4683.90,4.68,62.9732,62.9592,0.00,15915
2015-07-10T00:00:00.000000000,4,TATASTEEL,BUY,277,277,0,26.95,7465.96,7.47,27.0371,27.0366,0.00,35461
2015-07-10T00:00:00.000000000,4,TITAN,SELL,-20,0,20,360.20,-7204.00,7.20,352.4584,352.4584,147.63,2653
2015-07-10T00:00:00.000000000,4,UNIONBANK,SELL,-132,0,132,166.50,-21978.00,21.98,158.1681,158.1681,1077.83,5740
2015-07-10T00:00:00.000000000,4,VEDL,BUY,6819,6819,0,140.15,955682.81,955.68,0.0000,140.2901,0.00,6819
2015-07-13T00:00:00.000000000,5,BAJAJ-AUTO,BUY,8,8,0,2480.00,19840.00,19.84,2547.1472,2545.8104,0.00,387
2015-07-13T00:00:00.000000000,5,NMDC,BUY,401,401,0,29.16,11692.02,11.69,28.9042,28.9076,0.00,33017
2015-07-13T00:00:00.000000000,5,OIL,SELL,-181,0,181,146.67,-26546.67,26.55,149.8374,149.8374,-600.45,6558
2015-07-13T00:00:00.000000000,5,PNB,BUY,13,13,0,145.70,1894.10,1.89,139.6896,139.7017,0.00,6608
2015-07-13T00:00:00.000000000,5,SAIL,BUY,232,232,0,59.60,13827.20,13.83,62.9592,62.9118,0.00,16147
2015-07-13T00:00:00.000000000,5,TATASTEEL,BUY,176,176,0,27.01,4753.77,4.75,27.0366,27.0366,0.00,35637
2015-07-13T00:00:00.000000000,5,TITAN,BUY,46,46,0,356.50,16399.00,16.40,352.4584,352.5334,0.00,2699
2015-07-13T00:00:00.000000000,5,UNIONBANK,SELL,-138,0,138,171.80,-23708.40,23.71,158.1681,158.1681,1857.49,5602
2015-07-13T00:00:00.000000000,5,VEDL,SELL,-172,0,172,144.80,-24905.60,24.91,140.2901,140.2901,750.79,6647
2015-07-14T00:00:00.000000000,6,BAJAJ-AUTO,SELL,-1,0,1,2500.00,-2500.00,2.50,2545.8104,2545.8104,-48.31,386
2015-07-14T00:00:00.000000000,6,GODFRYPHLP,SELL,-99,0,99,178.33,-17655.00,17.65,169.5360,169.5360,853.28,5413
2015-07-14T00:00:00.000000000,6,NMDC,SELL,-443,0,443,29.67,-13143.63,13.14,28.9076,28.9076,324.41,32574
2015-07-14T00:00:00.000000000,6,OIL,BUY,64,64,0,145.83,9333.34,9.33,149.8374,149.8002,0.00,6622
2015-07-14T00:00:00.000000000,6,PNB,BUY,53,53,0,145.10,7690.30,7.69,139.7017,139.7458,0.00,6661
2015-07-14T00:00:00.000000000,6,SAIL,BUY,424,424,0,58.30,24719.20,24.72,62.9118,62.7952,0.00,16571
2015-07-14T00:00:00.000000000,6,UNIONBANK,BUY,31,31,0,171.50,5316.50,5.32,158.1681,158.2425,0.00,5633
2015-07-14T00:00:00.000000000,6,VEDL,SELL,-96,0,96,147.55,-14164.80,14.16,140.2901,140.2901,682.78,6551
2015-07-15T00:00:00.000000000,7,BAJAJ-AUTO,SELL,-386,0,386,2490.00,-961140.00,961.14,2545.8104,0.0000,-22503.97,0
2015-07-15T00:00:00.000000000,7,GODFRYPHLP,SELL,-5413,0,5413,181.67,-983361.69,983.36,169.5360,0.0000,64679.77,0
2015-07-15T00:00:00.000000000,7,HINDZINC,BUY,6002,6002,0,161.00,966322.00,966.32,0.0000,161.1610,0.00,6002
2015-07-15T00:00:00.000000000,7,JSWSTEEL,BUY,11580,11580,0,83.49,966756.31,966.76,0.0000,83.5685,0.00,11580
2015-07-15T00:00:00.000000000,7,NMDC,BUY,280,280,0,29.44,8242.92,8.24,28.9076,28.9124,0.00,32854
2015-07-15T00:00:00.000000000,7,OIL,SELL,-6622,0,6622,146.93,-972992.74,972.99,149.8002,0.0000,-19956.86,0
2015-07-15T00:00:00.000000000,7,PNB,BUY,9,9,0,145.00,1305.00,1.30,139.7458,139.7531,0.00,6670
2015-07-15T00:00:00.000000000,7,SAIL,SELL,-46,0,46,58.50,-2691.00,2.69,62.7952,62.7952,-200.27,16525
2015-07-15T00:00:00.000000000,7,TATASTEEL,BUY,269,269,0,26.93,7245.21,7.25,27.0366,27.0361,0.00,35906
2015-07-15T00:00:00.000000000,7,TITAN,SELL,-5,0,5,358.70,-1793.50,1.79,352.5334,352.5334,29.04,2694
2015-07-15T00:00:00.000000000,7,UNIONBANK,SELL,-62,0,62,173.50,-10757.00,10.76,158.2425,158.2425,935.21,5571
2015-07-15T00:00:00.000000000,7,VEDL,BUY,115,115,0,145.10,16686.50,16.69,140.2901,140.3756,0.00,6666
2015-07-16T00:00:00.000000000,8,HINDZINC,SELL,-126,0,126,164.00,-20664.00,20.66,161.1610,161.1610,337.05,5876
2015-07-16T00:00:00.000000000,8,JSWSTEEL,BUY,45,45,0,83.00,3735.00,3.73,83.5685,83.5666,0.00,11625
2015-07-16T00:00:00.000000000,8,NMDC,SELL,-380,0,380,29.72,-11293.92,11.29,28.9124,28.9124,295.91,32474
2015-07-16T00:00:00.000000000,8,OBEROIRLTY,BUY,3415,3415,0,282.30,964054.46,964.05,0.0000,282.5823,0.00,3415
2015-07-16T00:00:00.000000000,8,PNB,BUY,32,32,0,144.00,4608.00,4.61,139.7531,139.7740,0.00,6702
2015-07-16T00:00:00.000000000,8,SAIL,BUY,134,134,0,57.90,7758.60,7.76,62.7952,62.7563,0.00,16659
2015-07-16T00:00:00.000000000,8,TATASTEEL,SELL,-377,0,377,27.16,-10240.27,10.24,27.0361,27.0361,37.43,35529
2015-07-16T00:00:00.000000000,8,TITAN,BUY,61,61,0,350.00,21350.00,21.35,352.5334,352.4850,0.00,2755
2015-07-16T00:00:00.000000000,8,UNIONBANK,BUY,47,47,0,171.65,8067.55,8.07,158.2425,158.3561,0.00,5618
2015-07-16T00:00:00.000000000,8,VEDL,SELL,-33,0,33,145.50,-4801.50,4.80,140.3756,140.3756,164.30,6633
2015-07-17T00:00:00.000000000,9,HINDZINC,SELL,-59,0,59,166.00,-9794.00,9.79,161.1610,161.1610,275.71,5817
2015-07-17T00:00:00.000000000,9,JSWSTEEL,SELL,-467,0,467,86.68,-40479.56,40.48,83.5666,83.5666,1413.48,11158
2015-07-17T00:00:00.000000000,9,NMDC,BUY,784,784,0,29.08,22798.96,22.80,28.9124,28.9171,0.00,33258
2015-07-17T00:00:00.000000000,9,OBEROIRLTY,BUY,35,35,0,280.00,9800.00,9.80,282.5823,282.5589,0.00,3450
2015-07-17T00:00:00.000000000,9,SAIL,BUY,20,20,0,57.95,1159.00,1.16,62.7563,62.7506,0.00,16679
2015-07-17T00:00:00.000000000,9,TATASTEEL,BUY,472,472,0,26.87,12681.31,12.68,27.0361,27.0342,0.00,36001
2015-07-17T00:00:00.000000000,9,TITAN,BUY,18,18,0,348.50,6273.00,6.27,352.4850,352.4614,0.00,2773
2015-07-17T00:00:00.000000000,9,UNIONBANK,SELL,-96,0,96,175.00,-16800.00,16.80,158.3561,158.3561,1581.02,5522
2015-07-17T00:00:00.000000000,9,VEDL,BUY,84,84,0,144.00,12096.00,12.10,140.3756,140.4228,0.00,6717
2015-07-20T00:00:00.000000000,10,HINDZINC,BUY,58,58,0,165.40,9593.20,9.59,161.1610,161.2045,0.00,5875
2015-07-20T00:00:00.000000000,10,JSWSTEEL,BUY,201,201,0,85.69,17224.69,17.22,83.5666,83.6058,0.00,11359
2015-07-20T00:00:00.000000000,10,NMDC,BUY,100,100,0,29.18,2918.28,2.92,28.9171,28.9179,0.00,33358
2015-07-20T00:00:00.000000000,10,OBEROIRLTY,SELL,-135,0,135,293.40,-39609.00,39.61,282.5589,282.5589,1423.93,3315
2015-07-20T00:00:00.000000000,10,PNB,BUY,21,21,0,144.80,3040.80,3.04,139.7740,139.7902,0.00,6723
