week_start_date,step,rho_cash,w_ret,w_vol,w_cvar,w_mdd,log_prob,entropy
2015-09-10T00:00:00.000000000,0,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-09-21T00:00:00.000000000,6,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-09-28T00:00:00.000000000,10,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-10-05T00:00:00.000000000,14,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-10-12T00:00:00.000000000,19,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-10-19T00:00:00.000000000,24,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-10-26T00:00:00.000000000,28,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-11-02T00:00:00.000000000,33,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-11-09T00:00:00.000000000,38,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-11-16T00:00:00.000000000,42,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
2015-11-23T00:00:00.000000000,47,0.0500,1.0000,0.0000,0.0000,0.0000,0.000000,0.000000
