date,step,nav,cash,cash_pct,daily_return,reward,vol_30d,mdd_30d
2015-09-11T00:00:00.000000000,1,999.0504,494320.60,0.0495,-0.000950,-0.090214,0.000000,0.000000
2015-09-14T00:00:00.000000000,2,1014.1804,510875.44,0.0504,0.015144,1.438719,0.000000,0.000000
2015-09-15T00:00:00.000000000,3,1019.4478,511967.91,0.0502,0.005194,0.493401,0.000000,0.000000
2015-09-16T00:00:00.000000000,4,1014.2329,508696.32,0.0502,-0.005115,-0.485958,0.000000,0.000000
2015-09-18T00:00:00.000000000,5,1007.6167,505672.87,0.0502,-0.006523,-0.619722,0.007924,0.011605
2015-09-21T00:00:00.000000000,6,1012.9307,508747.70,0.0502,0.005274,0.501013,0.007365,0.011605
2015-09-22T00:00:00.000000000,7,1009.9281,508768.12,0.0504,-0.002964,-0.281605,0.007052,0.011605
2015-09-23T00:00:00.000000000,8,1018.8727,513910.19,0.0504,0.008857,0.841382,0.007038,0.011605
2015-09-24T00:00:00.000000000,9,991.2179,1439464.75,0.1452,-0.027143,-2.578542,0.011403,0.027691
2015-09-28T00:00:00.000000000,10,1005.5526,505699.98,0.0503,0.014462,1.373867,0.011760,0.027691
2015-09-29T00:00:00.000000000,11,1005.3198,504004.65,0.0501,-0.000232,-0.021996,0.011215,0.027691
2015-09-30T00:00:00.000000000,12,989.1893,495770.59,0.0501,-0.016045,-1.524293,0.011676,0.029681
2015-10-01T00:00:00.000000000,13,998.8354,503258.72,0.0504,0.009752,0.926396,0.011567,0.029681
2015-10-05T00:00:00.000000000,14,1000.7381,504873.08,0.0505,0.001905,0.180972,0.011158,0.029681
2015-10-06T00:00:00.000000000,15,1007.0446,507203.69,0.0504,0.006302,0.598674,0.010889,0.029681
2015-10-07T00:00:00.000000000,16,1028.0938,519104.36,0.0505,0.020902,1.985678,0.011640,0.029681
2015-10-08T00:00:00.000000000,17,1030.3085,1495083.27,0.1451,0.002154,0.204649,0.011293,0.029681
2015-10-09T00:00:00.000000000,18,1046.9052,524303.55,0.0501,0.016108,1.530303,0.011452,0.029681
2015-10-12T00:00:00.000000000,19,1042.6072,523968.23,0.0503,-0.004105,-0.390009,0.011247,0.029681
2015-10-13T00:00:00.000000000,20,1045.5468,525079.62,0.0502,0.002819,0.267845,0.010963,0.029681
2015-10-14T00:00:00.000000000,21,1033.2098,520083.05,0.0503,-0.011800,-1.120958,0.011112,0.029681
2015-10-15T00:00:00.000000000,22,1033.3781,519789.80,0.0503,0.000163,0.015479,0.010860,0.029681
2015-10-16T00:00:00.000000000,23,1040.6100,521806.73,0.0501,0.006998,0.664832,0.010680,0.029681
2015-10-19T00:00:00.000000000,24,1037.0068,522214.38,0.0504,-0.003463,-0.328942,0.010507,0.029681
2015-10-20T00:00:00.000000000,25,1048.7048,1522067.26,0.1451,0.011281,1.071650,0.010469,0.029681
2015-10-21T00:00:00.000000000,26,1050.2774,529272.80,0.0504,0.001500,0.142456,0.010266,0.029681
2015-10-23T00:00:00.000000000,27,1050.7736,527730.92,0.0502,0.000472,0.044887,0.010078,0.029681
2015-10-26T00:00:00.000000000,28,1063.8450,537182.69,0.0505,0.012440,1.181775,0.010089,0.029681
2015-10-27T00:00:00.000000000,29,1065.8686,533373.72,0.0500,0.001902,0.180703,0.009913,0.029681
2015-10-28T00:00:00.000000000,30,1056.5510,529785.37,0.0501,-0.008742,-0.830467,0.009944,0.029681
2015-10-29T00:00:00.000000000,31,1063.7717,534377.83,0.0502,0.006834,0.649246,0.009969,0.029681
2015-10-30T00:00:00.000000000,32,1068.6046,537336.80,0.0503,0.004543,0.431602,0.009685,0.029681
2015-11-02T00:00:00.000000000,33,1069.4850,538931.44,0.0504,0.000824,0.078269,0.009666,0.029134
2015-11-03T00:00:00.000000000,34,1055.6413,528987.99,0.0501,-0.012944,-1.229698,0.009947,0.029134
2015-11-04T00:00:00.000000000,35,1061.2268,534050.95,0.0503,0.005291,0.502646,0.009859,0.029134
2015-11-05T00:00:00.000000000,36,1062.9448,534564.82,0.0503,0.001619,0.153800,0.009838,0.029134
2015-11-06T00:00:00.000000000,37,1053.3685,1529649.61,0.1452,-0.009009,-0.855876,0.009991,0.029134
2015-11-09T00:00:00.000000000,38,1038.3730,523044.36,0.0504,-0.014236,-1.352393,0.010277,0.029091
2015-11-10T00:00:00.000000000,39,1028.9176,518926.68,0.0504,-0.009106,-0.865072,0.009090,0.037932
2015-11-11T00:00:00.000000000,40,1046.8275,529326.30,0.0506,0.017407,1.653625,0.009246,0.037932
2015-11-13T00:00:00.000000000,41,1034.3322,1497672.18,0.1448,-0.011936,-1.133956,0.009548,0.037932
2015-11-16T00:00:00.000000000,42,1028.4526,513876.06,0.0500,-0.005684,-0.540021,0.009103,0.038366
2015-11-17T00:00:00.000000000,43,1015.5771,511546.35,0.0504,-0.012519,-1.189335,0.009293,0.050405
2015-11-18T00:00:00.000000000,44,1021.9694,513578.59,0.0503,0.006294,0.597954,0.009347,0.050405
2015-11-19T00:00:00.000000000,45,1022.9917,1482813.65,0.1449,0.001000,0.095033,0.009290,0.050405
2015-11-20T00:00:00.000000000,46,1022.4239,512308.87,0.0501,-0.000555,-0.052728,0.008488,0.050405
2015-11-23T00:00:00.000000000,47,1030.0486,518309.36,0.0503,0.007457,0.708456,0.008589,0.050405
2015-11-24T00:00:00.000000000,48,1039.4739,522307.38,0.0502,0.009150,0.869283,0.008238,0.050405
2015-11-26T00:00:00.000000000,49,1037.7580,519154.48,0.0500,-0.001651,-0.156817,0.008211,0.050405
