step,phase,actor_loss,critic_loss,actor_grad_norm,weight_mean,weight_std
32,train,0.000931,0.249548,0.0,0.0093,0.0282
33,train,-0.001075,0.231767,0.0,0.0093,0.0282
34,train,-0.005570,0.228453,0.0,0.0093,0.0282
35,train,-0.010915,0.237423,0.0,0.0093,0.0283
36,train,-0.006248,0.264866,0.0,0.0092,0.0281
37,train,0.007653,0.224247,0.0,0.0094,0.0283
38,train,0.056367,0.241191,0.0,0.0093,0.0282
39,train,0.105027,0.246728,0.0,0.0093,0.0283
40,train,0.147117,0.242468,0.0,0.0093,0.0283
41,train,0.160321,0.238163,0.0,0.0093,0.0282
42,train,0.146012,0.225035,0.0,0.0093,0.0282
43,train,0.124338,0.215779,0.0,0.0092,0.0281
44,train,0.106900,0.178256,0.0,0.0092,0.0281
45,train,0.104052,0.242661,0.0,0.0092,0.0281
46,train,0.106301,0.190610,0.0,0.0093,0.0283
47,train,0.133976,0.205981,0.0,0.0091,0.0280
48,train,0.165034,0.229863,0.0,0.0092,0.0281
49,train,0.208276,0.226388,0.0,0.0092,0.0281
50,train,0.268517,0.229359,0.0,0.0093,0.0282
51,train,0.284793,0.231807,0.0,0.0094,0.0283
52,train,0.283920,0.261162,0.0,0.0093,0.0283
53,train,0.247163,0.257348,0.0,0.0091,0.0280
54,train,0.201314,0.253869,0.0,0.0092,0.0281
55,train,0.146709,0.177801,0.0,0.0091,0.0279
56,train,0.094323,0.240061,0.0,0.0092,0.0281
57,train,0.058468,0.202350,0.0,0.0091,0.0279
58,train,0.033905,0.252548,0.0,0.0092,0.0281
59,train,0.023804,0.218329,0.0,0.0093,0.0283
60,train,0.020942,0.211782,0.0,0.0092,0.0281
61,train,0.024391,0.267818,0.0,0.0094,0.0283
62,train,0.036919,0.238459,0.0,0.0092,0.0281
63,train,0.052465,0.229220,0.0,0.0093,0.0283
64,train,0.073873,0.208558,0.0,0.0091,0.0280
65,train,0.092534,0.231397,0.0,0.0091,0.0279
66,train,0.116423,0.236739,0.0,0.0093,0.0282
67,train,0.131023,0.234024,0.0,0.0091,0.0280
68,train,0.127731,0.202240,0.0,0.0091,0.0279
69,train,0.127438,0.184786,0.0,0.0092,0.0281
70,train,0.117632,0.205710,0.0,0.0092,0.0281
71,train,0.107851,0.214395,0.0,0.0093,0.0283
72,train,0.115439,0.302937,0.0,0.0092,0.0281
73,train,0.121875,0.205073,0.0,0.0091,0.0280
74,train,0.141378,0.304294,0.0,0.0092,0.0281
75,train,0.157041,0.224733,0.0,0.0092,0.0281
76,train,0.157485,0.209250,0.0,0.0093,0.0282
77,train,0.148257,0.212487,0.0,0.0091,0.0279
78,train,0.128455,0.202891,0.0,0.0092,0.0281
79,train,0.100558,0.222055,0.0,0.0091,0.0279
80,train,0.074872,0.189809,0.0,0.0092,0.0281
81,train,0.059278,0.167102,0.0,0.0091,0.0280
82,train,0.050920,0.175978,0.0,0.0093,0.0282
83,train,0.046782,0.145735,0.0,0.0091,0.0279
84,train,0.042710,0.204372,0.0,0.0093,0.0283
85,train,0.036277,0.155873,0.0,0.0093,0.0282
86,train,0.030020,0.172594,0.0,0.0091,0.0280
87,train,0.028662,0.133790,0.0,0.0091,0.0279
88,train,0.036729,0.212994,0.0,0.0092,0.0281
89,train,0.039026,0.190664,0.0,0.0094,0.0283
90,train,0.035708,0.203240,0.0,0.0093,0.0283
91,train,0.032136,0.138458,0.0,0.0092,0.0281
92,train,0.022142,0.169188,0.0,0.0093,0.0282
93,train,0.017429,0.193268,0.0,0.0093,0.0282
94,train,0.013645,0.200558,0.0,0.0091,0.0279
95,train,0.009418,0.231873,0.0,0.0092,0.0281
96,train,0.007448,0.200292,0.0,0.0093,0.0282
97,train,0.001784,0.187619,0.0,0.0092,0.0281
98,train,0.003142,0.128534,0.0,0.0093,0.0282
99,train,-0.000658,0.084567,0.0,0.0093,0.0282
100,train,-0.005754,0.240457,0.0,0.0094,0.0283
101,train,-0.009477,0.168377,0.0,0.0092,0.0281
102,train,-0.013386,0.198262,0.0,0.0093,0.0282
103,train,-0.016654,0.093506,0.0,0.0092,0.0281
104,train,-0.016752,0.151198,0.0,0.0094,0.0283
105,train,-0.013425,0.146185,0.0,0.0093,0.0283
106,train,-0.003826,0.128281,0.0,0.0094,0.0284
107,train,0.010126,0.197613,0.0,0.0094,0.0283
108,train,0.020414,0.143662,0.0,0.0094,0.0283
109,train,0.032724,0.157935,0.0,0.0092,0.0281
110,train,0.045458,0.214836,0.0,0.0092,0.0281
111,train,0.059662,0.195268,0.0,0.0093,0.0282
112,train,0.071972,0.145757,0.0,0.0091,0.0280
113,train,0.079598,0.126260,0.0,0.0090,0.0279
114,train,0.084041,0.174478,0.0,0.0093,0.0283
115,train,0.086456,0.181833,0.0,0.0094,0.0284
116,train,0.092162,0.159368,0.0,0.0093,0.0282
117,train,0.090307,0.160225,0.0,0.0093,0.0282
118,train,0.092122,0.225771,0.0,0.0093,0.0282
119,train,0.117409,0.164807,0.0,0.0093,0.0282
120,train,0.119488,0.147789,0.0,0.0093,0.0283
121,train,0.089783,0.105463,0.0,0.0092,0.0281
122,train,0.094217,0.176095,0.0,0.0093,0.0282
123,train,0.095332,0.171025,0.0,0.0094,0.0283
124,train,0.084775,0.161744,0.0,0.0094,0.0283
125,train,0.081071,0.138956,0.0,0.0093,0.0283
126,train,0.085535,0.166730,0.0,0.0091,0.0279
127,train,0.087056,0.150155,0.0,0.0091,0.0279
128,train,0.076387,0.145538,0.0,0.0091,0.0279
129,train,0.069784,0.166446,0.0,0.0094,0.0283
130,train,0.055340,0.123769,0.0,0.0093,0.0283
131,train,0.048673,0.139687,0.0,0.0094,0.0283
132,train,0.053216,0.134836,0.0,0.0091,0.0279
133,train,0.056274,0.157403,0.0,0.0094,0.0283
