date,nav,reward,selected
2015-10-12T00:00:00.000000000,1.0,0.0,"NSE_HDFCBANK,NSE_CIPLA,NSE_ABB,NSE_GODREJCP,NSE_PIDILITIND,NSE_ONGC,NSE_AMBUJACEM,NSE_SOLARINDS,NSE_TRENT"
2015-10-13T00:00:00.000000000,1.0,0.0,"NSE_CIPLA,NSE_GODREJCP,NSE_ABB,NSE_PIDILITIND,NSE_HDFCBANK,NSE_ONGC,NSE_AMBUJACEM,NSE_HINDUNILVR,NSE_TRENT,NSE_SOLARINDS"
2015-10-14T00:00:00.000000000,1.0,0.0,"NSE_GODREJCP,NSE_CIPLA,NSE_ABB,NSE_PIDILITIND,NSE_HDFCBANK,NSE_TRENT,NSE_AMBUJACEM,NSE_SOLARINDS,NSE_ONGC"
2015-10-15T00:00:00.000000000,1.0,0.0,"NSE_GODREJCP,NSE_CIPLA,NSE_ABB,NSE_HDFCBANK,NSE_PIDILITIND,NSE_SOLARINDS,NSE_TRENT,NSE_ONGC"
2015-10-16T00:00:00.000000000,1.0,0.0,"NSE_CIPLA,NSE_ABB,NSE_GODREJCP,NSE_ONGC,NSE_SOLARINDS,NSE_HDFCBANK,NSE_TRENT,NSE_BEL"
2015-10-19T00:00:00.000000000,1.0,0.0,"NSE_ABB,NSE_GODREJCP,NSE_CIPLA,NSE_HDFCBANK,NSE_ONGC,NSE_SOLARINDS,NSE_TRENT,NSE_INDHOTEL"
2015-10-20T00:00:00.000000000,1.0,0.0,"NSE_GODREJCP,NSE_ABB,NSE_SOLARINDS,NSE_ONGC,NSE_HDFCBANK,NSE_TRENT,NSE_INDHOTEL,NSE_CIPLA"
2015-10-21T00:00:00.000000000,1.0,0.0,"NSE_GODREJCP,NSE_ABB,NSE_SOLARINDS,NSE_CIPLA,NSE_ONGC,NSE_TRENT,NSE_INDHOTEL"
2015-10-23T00:00:00.000000000,1.0,0.0,"NSE_SOLARINDS,NSE_GODREJCP,NSE_CIPLA,NSE_PIDILITIND,NSE_ABB,NSE_ONGC,NSE_TRENT,NSE_INDHOTEL"
2015-10-26T00:00:00.000000000,1.0,0.0,"NSE_GODREJCP,NSE_SOLARINDS,NSE_CIPLA,NSE_TRENT,NSE_PIDILITIND,NSE_ONGC,NSE_INDHOTEL,NSE_BEL,NSE_ABB"
2015-10-27T00:00:00.000000000,1.0,0.0,"NSE_GODREJCP,NSE_SOLARINDS,NSE_PIDILITIND,NSE_CIPLA,NSE_TRENT,NSE_ONGC,NSE_INDHOTEL,NSE_BEL"
2015-10-28T00:00:00.000000000,1.0,0.0,"NSE_GODREJCP,NSE_SOLARINDS,NSE_PIDILITIND,NSE_ONGC,NSE_BAJAJ_AUTO,NSE_CIPLA,NSE_TRENT,NSE_INDHOTEL,NSE_BEL"
2015-10-29T00:00:00.000000000,1.0,0.0,"NSE_SOLARINDS,NSE_BAJAJ_AUTO,NSE_PIDILITIND,NSE_GODREJCP,NSE_ONGC,NSE_CIPLA,NSE_TRENT,NSE_BEL,NSE_RELIANCE"
2015-10-30T00:00:00.000000000,1.0,0.0,"NSE_BAJAJ_AUTO,NSE_SOLARINDS,NSE_PIDILITIND,NSE_ONGC,NSE_GODREJCP,NSE_CIPLA,NSE_BEL,NSE_RELIANCE"
2015-11-02T00:00:00.000000000,1.0,0.0,"NSE_SOLARINDS,NSE_GODREJCP,NSE_CIPLA,NSE_BAJAJ_AUTO,NSE_ONGC,NSE_PIDILITIND"
2015-11-03T00:00:00.000000000,1.0,0.0,"NSE_GODREJCP,NSE_SOLARINDS,NSE_CIPLA,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_BAJAJ_AUTO,NSE_ONGC"
2015-11-04T00:00:00.000000000,1.0,0.0,"NSE_SOLARINDS,NSE_PIDILITIND,NSE_GODREJCP,NSE_BAJAJ_AUTO,NSE_CIPLA,NSE_ONGC,NSE_ADANIPOWER"
2015-11-05T00:00:00.000000000,1.0,0.0,"NSE_SOLARINDS,NSE_TITAN,NSE_PIDILITIND,NSE_CIPLA,NSE_GODREJCP,NSE_ONGC,NSE_BAJAJ_AUTO"
2015-11-06T00:00:00.000000000,1.0,0.0,"NSE_TITAN,NSE_SOLARINDS,NSE_PIDILITIND,NSE_ABB,NSE_GODREJCP,NSE_CIPLA,NSE_ONGC"
2015-11-09T00:00:00.000000000,1.0,0.0,"NSE_TITAN,NSE_SOLARINDS,NSE_PIDILITIND,NSE_ABB,NSE_CIPLA,NSE_ONGC"
2015-11-10T00:00:00.000000000,1.0,0.0,"NSE_TITAN,NSE_SOLARINDS,NSE_ONGC,NSE_PIDILITIND,NSE_ABB,NSE_CIPLA,NSE_BHARTIARTL"
2015-11-11T00:00:00.000000000,1.0,0.0,"NSE_TITAN,NSE_SOLARINDS,NSE_ABB,NSE_ONGC,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_CIPLA"
2015-11-13T00:00:00.000000000,1.0,0.0,"NSE_TITAN,NSE_CIPLA,NSE_ONGC,NSE_SOLARINDS,NSE_ABB,NSE_PIDILITIND,NSE_ADANIPOWER"
2015-11-16T00:00:00.000000000,1.0,0.0,"NSE_TITAN,NSE_ONGC,NSE_CIPLA,NSE_SOLARINDS,NSE_ABB,NSE_PIDILITIND,NSE_ADANIPOWER"
2015-11-17T00:00:00.000000000,1.0,0.0,"NSE_TITAN,NSE_ABB,NSE_CIPLA,NSE_ONGC,NSE_SOLARINDS,NSE_PIDILITIND,NSE_ADANIPOWER,NSE_DLF"
2015-11-18T00:00:00.000000000,1.0,0.0,"NSE_TITAN,NSE_CIPLA,NSE_ABB,NSE_SOLARINDS,NSE_PIDILITIND,NSE_BAJAJ_AUTO,NSE_ADANIPOWER,NSE_ONGC,NSE_DLF"
